중산도면,단가,수량,영업납기,선급
56594,77242,6,2021-04-03,0
56594,77242,13,2021-07-29,0
56595,6498,1,2021-03-03,0
56595,6498,2,2021-08-24,0
56595,6498,4,2021-06-22,0
56600,179208,73,2021-11-19,1
56600,179208,220,2021-02-05,0
56600,179208,440,2021-08-14,1
56603,179208,18,2021-06-08,0
56603,179208,54,2021-11-15,0
56603,179208,108,2021-03-18,0
56604,6332,3,2021-06-18,1
56604,6332,13,2021-07-24,0
56604,6332,26,2021-06-15,0
56606,25510,5,2021-11-02,0
56606,25510,57,2021-06-12,0
56606,25510,114,2021-07-06,0
56607,6498,1,2021-02-03,1
56607,6498,3,2021-12-26,0
56607,6498,6,2021-11-21,0
56616,25510,5,2021-05-30,1
56616,25510,59,2021-05-30,1
56616,25510,118,2021-11-18,0
56617,109155,14,2021-04-05,1
56617,109155,98,2021-09-25,0
56617,109155,196,2021-01-14,0
56620,6498,1,2021-07-10,0
56620,6498,1,2021-01-09,0
56620,6498,2,2021-09-13,0
56621,6498,1,2021-08-13,0
56621,6498,1,2021-02-06,1
56621,6498,2,2021-09-08,0
56623,179208,39,2021-08-19,0
56623,179208,79,2021-04-03,0
56623,179208,158,2021-04-05,0
56624,106952,13,2021-02-06,0
56624,106952,54,2021-05-14,0
56624,106952,108,2021-05-16,0
56625,179208,28,2021-08-06,0
56625,179208,84,2021-04-07,1
56625,179208,168,2021-01-24,0
56627,6498,1,2021-11-24,0
56627,6498,2,2021-10-18,0
56627,6498,4,2021-06-08,0
56628,6498,2,2021-08-27,0
56628,6498,5,2021-04-15,1
56628,6498,10,2021-12-13,0
56630,6332,2,2021-11-23,0
56630,6332,8,2021-01-12,0
56630,6332,16,2021-05-23,1
56631,27256,3,2021-07-08,0
56631,27256,9,2021-01-12,0
56631,27256,18,2021-06-24,1
56632,6498,2,2021-02-27,0
56632,6498,4,2021-03-15,0
56632,6498,8,2021-12-27,0
56633,6498,2,2021-05-28,0
56633,6498,5,2021-03-19,0
56633,6498,10,2021-12-02,0
56634,6332,3,2021-01-25,0
56634,6332,10,2021-08-16,0
56634,6332,20,2021-01-20,1
56635,27256,2,2021-01-03,0
56635,27256,7,2021-06-25,0
56635,27256,14,2021-02-08,1
56636,6498,1,2021-01-17,0
56636,6498,1,2021-12-06,0
56636,6498,3,2021-05-05,0
56637,27256,2,2021-04-25,0
56637,27256,5,2021-05-04,0
56637,27256,10,2021-05-13,0
56638,179208,5,2021-07-25,0
56638,179208,10,2021-11-07,0
56638,179208,20,2021-04-12,0
56642,179208,5,2021-05-14,1
56642,179208,11,2021-09-12,1
56642,179208,23,2021-09-13,0
56643,179208,5,2021-09-02,0
56643,179208,11,2021-07-02,0
56643,179208,22,2021-04-05,0
56658,34772,5,2021-06-06,0
56658,34772,14,2021-07-25,1
56658,34772,28,2021-03-09,0
56662,81204,8,2021-04-09,0
56662,81204,16,2021-05-15,0
56662,81204,32,2021-10-31,0
56663,27256,3,2021-06-10,1
56663,27256,10,2021-11-02,0
56663,27256,20,2021-11-13,1
56666,179208,10,2021-10-16,0
56666,179208,20,2021-06-20,0
56666,179208,41,2021-06-19,0
56668,179208,6,2021-07-13,0
56668,179208,13,2021-09-07,0
56668,179208,27,2021-10-17,0
56669,179208,18,2021-09-21,1
56669,179208,55,2021-11-06,0
56669,179208,110,2021-08-09,1
56670,179208,18,2021-01-15,0
56670,179208,37,2021-03-11,0
56670,179208,74,2021-11-09,0
56679,179208,32,2021-01-31,1
56679,179208,65,2021-09-30,0
56679,179208,130,2021-06-29,1
56680,179208,11,2021-01-11,0
56680,179208,22,2021-06-02,0
56680,179208,44,2021-01-12,0
56681,145749,20,2021-12-10,0
56681,145749,158,2021-05-16,0
56681,145749,316,2021-04-16,0
56682,109155,18,2021-10-24,0
56682,109155,125,2021-03-11,0
56682,109155,250,2021-05-21,1
56687,52115,3,2021-04-13,0
56687,52115,6,2021-05-05,1
56687,52115,13,2021-07-20,1
56688,34772,5,2021-10-10,0
56688,34772,14,2021-03-05,0
56688,34772,28,2021-05-31,0
56690,179208,6,2021-12-29,0
56690,179208,13,2021-06-30,0
56690,179208,27,2021-05-25,0
56691,12881,2,2021-05-09,0
56691,12881,4,2021-01-09,1
56691,12881,9,2021-05-30,0
56692,6516,2,2021-11-27,0
56692,6516,11,2021-08-31,0
56692,6516,22,2021-10-29,0
56755,6498,1,2021-04-26,0
56755,6498,1,2021-03-03,0
56755,6498,2,2021-09-15,0
56756,12406,4,2021-05-14,1
56756,12406,32,2021-10-13,0
56756,12406,64,2021-05-05,0
56769,6498,1,2021-12-02,1
56769,6498,3,2021-09-06,0
56769,6498,6,2021-09-10,0
56770,6498,2,2021-08-14,0
56770,6498,4,2021-04-04,0
56770,6498,8,2021-06-09,0
56771,20470,2,2021-12-12,0
56771,20470,16,2021-12-14,0
56771,20470,32,2021-08-08,1
56772,9195,4,2021-07-28,0
56772,9195,20,2021-02-04,1
56772,9195,40,2021-02-05,0
56785,6498,1,2021-11-24,0
56785,6498,1,2021-10-13,0
56785,6498,2,2021-01-24,0
56788,73747,6,2021-06-14,0
56788,73747,18,2021-07-14,0
56788,73747,36,2021-10-18,0
56793,22142,4,2021-02-08,1
56793,22142,17,2021-06-17,0
56793,22142,34,2021-12-27,1
56794,109155,9,2021-07-30,0
56794,109155,69,2021-09-20,0
56794,109155,138,2021-08-08,0
56795,106952,11,2021-12-06,1
56795,106952,45,2021-08-26,0
56795,106952,90,2021-04-02,0
56796,17409,5,2021-09-14,0
56796,17409,19,2021-04-30,0
56796,17409,38,2021-11-20,1
56797,106952,40,2021-10-14,0
56797,106952,162,2021-04-01,0
56797,106952,324,2021-04-15,0
56800,6498,1,2021-09-22,0
56800,6498,3,2021-02-09,0
56800,6498,6,2021-03-17,0
56802,14481,6,2021-07-08,0
56802,14481,55,2021-09-10,1
56802,14481,110,2021-04-04,0
56803,6516,2,2021-06-11,0
56803,6516,10,2021-08-05,0
56803,6516,20,2021-11-01,1
56805,8844,4,2021-05-07,0
56805,8844,16,2021-08-31,0
56805,8844,32,2021-10-17,0
56807,179208,13,2021-04-19,0
56807,179208,25,2021-06-12,0
56807,179208,50,2021-01-16,0
56810,179208,17,2021-09-26,0
56810,179208,33,2021-09-10,1
56810,179208,66,2021-05-27,1
56811,6498,1,2021-10-10,0
56811,6498,3,2021-02-24,0
56811,6498,7,2021-09-04,0
56812,52115,3,2021-01-30,0
56812,52115,6,2021-05-28,0
56812,52115,12,2021-09-09,0
56814,23148,4,2021-07-25,0
56814,23148,29,2021-09-11,0
56814,23148,58,2021-01-21,1
56815,10807,3,2021-11-15,0
56815,10807,30,2021-09-15,0
56815,10807,60,2021-01-13,1
56816,10156,3,2021-06-26,1
56816,10156,30,2021-04-02,0
56816,10156,60,2021-04-13,0
56817,109155,12,2021-04-13,0
56817,109155,81,2021-09-29,0
56817,109155,162,2021-11-10,0
56820,40772,7,2021-03-02,0
56820,40772,27,2021-01-02,0
56820,40772,54,2021-09-09,0
56821,179208,11,2021-09-16,0
56821,179208,23,2021-01-17,1
56821,179208,46,2021-11-15,0
56827,179208,21,2021-11-09,0
56827,179208,42,2021-01-26,0
56827,179208,84,2021-01-19,0
56829,179208,19,2021-08-20,0
56829,179208,58,2021-01-07,0
56829,179208,116,2021-09-22,0
56830,179208,44,2021-04-24,0
56830,179208,88,2021-09-08,0
56830,179208,176,2021-11-18,0
56835,77242,3,2021-09-22,0
56835,77242,7,2021-05-29,0
56835,77242,14,2021-12-04,0
56836,52115,2,2021-12-25,0
56836,52115,5,2021-09-12,1
56836,52115,11,2021-03-16,1
56837,52115,3,2021-01-24,0
56837,52115,6,2021-05-12,1
56837,52115,12,2021-05-21,0
56846,77242,3,2021-10-20,0
56846,77242,7,2021-01-18,0
56846,77242,14,2021-04-21,0
56847,43937,8,2021-08-16,0
56847,43937,33,2021-07-18,0
56847,43937,66,2021-04-16,0
56848,179208,11,2021-07-25,0
56848,179208,34,2021-05-27,0
56848,179208,68,2021-05-12,1
56849,6498,1,2021-11-22,0
56849,6498,2,2021-10-27,0
56849,6498,4,2021-05-30,0
56852,6498,1,2021-02-17,0
56852,6498,3,2021-06-23,1
56852,6498,6,2021-09-05,0
56856,52115,6,2021-12-23,0
56856,52115,12,2021-06-28,0
56856,52115,24,2021-10-28,0
56857,95463,11,2021-11-15,0
56857,95463,109,2021-01-02,1
56857,95463,218,2021-06-12,0
56858,6498,1,2021-06-09,1
56858,6498,2,2021-03-22,0
56858,6498,5,2021-04-07,1
56859,6498,1,2021-08-28,0
56859,6498,1,2021-08-08,0
56859,6498,1,2021-06-11,0
56866,179208,30,2021-07-13,1
56866,179208,61,2021-11-17,0
56866,179208,122,2021-05-18,1
56867,109083,7,2021-08-13,0
56867,109083,23,2021-05-23,0
56867,109083,46,2021-01-25,0
56869,179208,19,2021-01-22,0
56869,179208,57,2021-04-22,1
56869,179208,114,2021-07-08,0
56870,104092,30,2021-10-10,0
56870,104092,150,2021-02-16,0
56870,104092,300,2021-01-27,1
56871,106952,27,2021-05-25,0
56871,106952,109,2021-08-06,0
56871,106952,218,2021-03-27,1
56873,106952,10,2021-05-07,0
56873,106952,41,2021-06-17,1
56873,106952,82,2021-11-20,0
56874,47491,7,2021-12-25,0
56874,47491,38,2021-04-03,0
56874,47491,76,2021-04-02,0
56875,106952,44,2021-02-18,0
56875,106952,176,2021-03-21,0
56875,106952,352,2021-11-20,1
56876,179208,19,2021-11-26,0
56876,179208,57,2021-03-06,1
56876,179208,114,2021-02-18,0
56877,106952,32,2021-03-09,0
56877,106952,130,2021-06-03,0
56877,106952,260,2021-04-03,0
56878,13140,2,2021-08-31,0
56878,13140,5,2021-10-11,0
56878,13140,10,2021-08-18,0
56880,6498,2,2021-07-22,0
56880,6498,4,2021-09-06,1
56880,6498,8,2021-02-10,0
56882,17409,5,2021-09-02,1
56882,17409,19,2021-08-03,0
56882,17409,38,2021-05-26,0
56883,13140,2,2021-12-02,0
56883,13140,5,2021-04-19,0
56883,13140,10,2021-12-15,1
56884,6498,1,2021-08-27,0
56884,6498,2,2021-12-17,1
56884,6498,5,2021-04-21,0
56886,13583,4,2021-09-17,1
56886,13583,23,2021-01-20,0
56886,13583,46,2021-12-06,0
56887,7149,1,2021-04-01,0
56887,7149,3,2021-09-23,1
56887,7149,7,2021-06-23,0
56888,8065,2,2021-11-12,0
56888,8065,4,2021-05-28,1
56888,8065,8,2021-02-13,0
56891,52115,5,2021-02-17,0
56891,52115,10,2021-11-04,0
56891,52115,20,2021-09-17,1
56892,52115,5,2021-12-26,0
56892,52115,10,2021-05-16,0
56892,52115,20,2021-06-01,0
56902,106952,28,2021-02-09,0
56902,106952,112,2021-08-07,0
56902,106952,224,2021-04-24,0
56903,43937,8,2021-02-06,0
56903,43937,31,2021-03-22,0
56903,43937,62,2021-04-18,0
56904,145749,21,2021-12-06,0
56904,145749,170,2021-04-17,0
56904,145749,340,2021-01-12,0
56905,179208,12,2021-08-19,0
56905,179208,25,2021-04-19,0
56905,179208,50,2021-08-22,0
56906,10156,3,2021-09-15,1
56906,10156,26,2021-03-04,1
56906,10156,52,2021-07-14,0
56907,179208,42,2021-01-23,0
56907,179208,84,2021-06-25,1
56907,179208,168,2021-06-12,0
56908,14901,5,2021-08-15,0
56908,14901,33,2021-04-29,0
56908,14901,66,2021-11-13,0
56921,26391,4,2021-08-07,0
56921,26391,33,2021-03-25,0
56921,26391,66,2021-07-23,0
56928,27256,1,2021-02-02,0
56928,27256,3,2021-07-02,1
56928,27256,6,2021-10-29,0
56936,179208,13,2021-06-02,1
56936,179208,41,2021-01-12,0
56936,179208,82,2021-03-27,0
56938,52115,2,2021-10-27,0
56938,52115,5,2021-10-31,0
56938,52115,11,2021-03-18,0
56943,18303,4,2021-10-19,0
56943,18303,57,2021-03-21,0
56943,18303,114,2021-04-06,0
56946,18691,2,2021-08-14,0
56946,18691,5,2021-09-06,0
56946,18691,10,2021-11-10,0
56947,81204,8,2021-12-14,0
56947,81204,17,2021-06-01,0
56947,81204,34,2021-08-17,0
56948,8493,2,2021-05-09,0
56948,8493,4,2021-06-18,0
56948,8493,8,2021-05-25,0
56949,52115,3,2021-03-19,0
56949,52115,6,2021-07-07,1
56949,52115,13,2021-07-01,1
56962,6498,1,2021-04-13,0
56962,6498,2,2021-12-05,0
56962,6498,4,2021-06-28,1
56963,6498,1,2021-09-01,0
56963,6498,1,2021-06-26,0
56963,6498,3,2021-08-22,1
56964,6498,1,2021-06-07,0
56964,6498,1,2021-05-17,0
56964,6498,3,2021-01-06,0
56965,6498,1,2021-10-29,0
56965,6498,2,2021-07-17,0
56965,6498,4,2021-01-05,1
56967,6498,1,2021-04-01,0
56967,6498,2,2021-11-06,1
56967,6498,5,2021-10-29,0
56968,13140,5,2021-03-21,0
56968,13140,10,2021-09-06,0
56968,13140,20,2021-08-01,0
56973,6332,1,2021-03-12,0
56973,6332,6,2021-01-21,0
56973,6332,12,2021-09-20,0
56978,106952,12,2021-09-09,0
56978,106952,49,2021-11-18,0
56978,106952,98,2021-10-02,0
56980,6516,2,2021-01-20,1
56980,6516,11,2021-09-15,0
56980,6516,22,2021-07-31,0
56981,6332,3,2021-07-25,0
56981,6332,13,2021-09-07,0
56981,6332,26,2021-12-22,0
56982,20470,3,2021-08-21,0
56982,20470,25,2021-08-23,0
56982,20470,50,2021-09-12,0
56983,8767,4,2021-10-04,0
56983,8767,19,2021-02-18,0
56983,8767,38,2021-07-16,0
56984,25684,4,2021-03-16,0
56984,25684,39,2021-04-16,0
56984,25684,78,2021-09-28,0
56986,81204,8,2021-11-04,0
56986,81204,17,2021-05-03,0
56986,81204,34,2021-08-09,0
56988,27256,2,2021-11-13,1
56988,27256,7,2021-03-26,0
56988,27256,14,2021-06-28,0
56989,106952,15,2021-09-14,0
56989,106952,59,2021-09-08,0
56989,106952,118,2021-01-02,0
56993,7149,1,2021-01-04,1
56993,7149,3,2021-10-14,0
56993,7149,7,2021-12-01,1
56994,179208,26,2021-08-17,0
56994,179208,52,2021-12-21,0
56994,179208,104,2021-12-31,0
56995,81204,8,2021-11-08,1
56995,81204,16,2021-11-29,1
56995,81204,32,2021-12-06,0
56996,179208,21,2021-08-01,0
56996,179208,42,2021-02-13,0
56996,179208,85,2021-08-04,1
56997,52115,6,2021-09-13,0
56997,52115,11,2021-09-15,0
56997,52115,22,2021-12-24,0
57003,40323,5,2021-12-09,0
57003,40323,14,2021-11-23,0
57003,40323,28,2021-08-17,0
57005,6557,3,2021-01-22,0
57005,6557,27,2021-06-15,0
57005,6557,54,2021-04-20,1
57009,33640,4,2021-03-29,0
57009,33640,13,2021-11-04,0
57009,33640,26,2021-05-22,0
57011,14901,5,2021-08-20,0
57011,14901,30,2021-01-08,0
57011,14901,60,2021-07-23,0
57014,52115,6,2021-08-31,0
57014,52115,12,2021-01-12,0
57014,52115,24,2021-08-12,1
57017,6498,2,2021-01-05,0
57017,6498,4,2021-09-24,0
57017,6498,8,2021-05-18,0
57021,179208,16,2021-07-31,0
57021,179208,32,2021-05-16,0
57021,179208,65,2021-08-02,1
57022,179208,18,2021-03-14,0
57022,179208,36,2021-12-01,1
57022,179208,72,2021-03-21,0
57023,106952,18,2021-01-04,0
57023,106952,72,2021-10-08,0
57023,106952,144,2021-07-25,0
57024,179208,17,2021-01-20,0
57024,179208,35,2021-08-14,0
57024,179208,70,2021-09-14,0
57025,6498,1,2021-07-26,0
57025,6498,1,2021-11-08,1
57025,6498,3,2021-11-13,0
57027,6498,3,2021-10-02,0
57027,6498,6,2021-02-22,1
57027,6498,12,2021-09-12,0
57028,27256,2,2021-09-16,0
57028,27256,8,2021-10-17,0
57028,27256,16,2021-12-03,1
57035,15218,6,2021-01-25,0
57035,15218,34,2021-04-07,0
57035,15218,68,2021-02-12,0
57041,179208,39,2021-08-29,0
57041,179208,119,2021-08-16,0
57041,179208,238,2021-08-28,0
57044,27907,3,2021-01-12,0
57044,27907,10,2021-05-13,0
57044,27907,20,2021-09-04,1
57045,21260,5,2021-02-16,0
57045,21260,42,2021-11-24,0
57045,21260,84,2021-11-24,0
57047,6498,1,2021-10-09,1
57047,6498,1,2021-01-29,0
57047,6498,2,2021-05-29,0
57049,106952,16,2021-05-11,1
57049,106952,65,2021-04-23,0
57049,106952,130,2021-02-23,0
57061,86821,4,2021-11-17,0
57061,86821,8,2021-12-01,0
57061,86821,16,2021-05-26,0
57064,179208,14,2021-06-11,0
57064,179208,29,2021-08-16,0
57064,179208,58,2021-06-18,1
57068,104092,37,2021-11-16,0
57068,104092,226,2021-04-15,1
57068,104092,452,2021-07-03,0
57069,179208,5,2021-01-28,0
57069,179208,10,2021-08-13,0
57069,179208,20,2021-04-22,1
57093,8493,2,2021-02-06,0
57093,8493,4,2021-02-28,0
57093,8493,8,2021-03-16,0
57094,6498,1,2021-06-17,0
57094,6498,1,2021-02-26,0
57094,6498,2,2021-06-21,1
57095,8493,2,2021-02-08,0
57095,8493,4,2021-11-18,0
57095,8493,8,2021-08-06,0
57096,179208,133,2021-06-29,0
57096,179208,266,2021-11-22,0
57096,179208,532,2021-05-11,1
57097,179208,31,2021-06-07,0
57097,179208,93,2021-01-10,0
57097,179208,186,2021-05-27,0
57099,104092,25,2021-07-24,0
57099,104092,127,2021-02-14,0
57099,104092,254,2021-07-16,0
57107,179208,46,2021-08-12,0
57107,179208,91,2021-06-11,0
57107,179208,182,2021-04-17,1
57108,179208,14,2021-10-08,0
57108,179208,29,2021-03-13,0
57108,179208,58,2021-07-10,0
57109,104092,24,2021-05-15,0
57109,104092,143,2021-03-08,0
57109,104092,286,2021-08-29,0
57119,104092,53,2021-08-30,0
57119,104092,266,2021-01-23,0
57119,104092,532,2021-03-26,1
57122,145749,13,2021-10-28,0
57122,145749,105,2021-06-13,0
57122,145749,210,2021-04-18,0
57133,27256,3,2021-04-19,0
57133,27256,9,2021-01-29,0
57133,27256,18,2021-08-13,0
57135,6498,1,2021-04-12,0
57135,6498,2,2021-02-04,0
57135,6498,4,2021-02-25,0
57136,6498,1,2021-09-23,0
57136,6498,2,2021-07-27,0
57136,6498,4,2021-10-09,1
57143,6498,2,2021-06-29,0
57143,6498,5,2021-08-25,0
57143,6498,10,2021-07-12,0
57149,27256,2,2021-05-12,0
57149,27256,5,2021-08-25,0
57149,27256,10,2021-08-01,0
57150,35875,6,2021-05-14,0
57150,35875,50,2021-08-20,0
57150,35875,100,2021-05-04,0
57152,77242,7,2021-08-10,0
57152,77242,14,2021-04-22,0
57152,77242,28,2021-02-22,0
57155,77242,3,2021-08-11,0
57155,77242,7,2021-11-11,1
57155,77242,15,2021-01-10,0
57156,179208,18,2021-08-24,0
57156,179208,35,2021-01-08,0
57156,179208,70,2021-10-07,0
57157,104092,15,2021-10-15,0
57157,104092,76,2021-10-04,0
57157,104092,152,2021-08-16,0
57159,6498,1,2021-03-20,0
57159,6498,2,2021-05-30,0
57159,6498,4,2021-08-28,0
57165,6498,1,2021-12-28,0
57165,6498,1,2021-07-19,0
57165,6498,3,2021-04-28,1
57166,6498,1,2021-02-15,0
57166,6498,1,2021-03-01,0
57166,6498,3,2021-03-24,0
57167,6498,1,2021-03-03,0
57167,6498,1,2021-01-04,0
57167,6498,2,2021-09-11,0
57170,13583,4,2021-02-21,0
57170,13583,21,2021-11-04,0
57170,13583,42,2021-04-05,0
57171,27256,2,2021-11-21,0
57171,27256,6,2021-08-30,0
57171,27256,12,2021-04-02,0
57178,28824,3,2021-10-30,0
57178,28824,10,2021-12-03,0
57178,28824,20,2021-09-12,0
57179,6498,1,2021-10-12,0
57179,6498,2,2021-01-04,0
57179,6498,4,2021-06-24,1
57180,6516,1,2021-10-22,0
57180,6516,6,2021-03-08,0
57180,6516,12,2021-01-15,0
57185,49390,7,2021-12-19,0
57185,49390,51,2021-08-18,0
57185,49390,102,2021-06-07,1
57186,13232,4,2021-01-30,0
57186,13232,18,2021-07-08,1
57186,13232,36,2021-10-20,1
57187,6498,2,2021-10-31,1
57187,6498,4,2021-03-26,0
57187,6498,8,2021-06-29,0
57189,179208,21,2021-01-04,0
57189,179208,42,2021-11-02,0
57189,179208,84,2021-07-02,0
57190,179208,27,2021-02-26,0
57190,179208,80,2021-11-28,0
57190,179208,160,2021-09-27,0
57192,8844,4,2021-03-12,0
57192,8844,17,2021-07-30,0
57192,8844,34,2021-12-22,0
57193,8493,4,2021-03-19,0
57193,8493,8,2021-04-04,1
57193,8493,16,2021-01-12,0
57194,45856,8,2021-09-22,0
57194,45856,71,2021-10-09,0
57194,45856,142,2021-12-06,0
57195,109155,10,2021-01-17,0
57195,109155,69,2021-08-10,0
57195,109155,138,2021-03-22,0
57202,18691,5,2021-01-13,0
57202,18691,9,2021-11-04,0
57202,18691,18,2021-12-21,1
57204,6498,1,2021-03-05,1
57204,6498,3,2021-05-15,0
57204,6498,7,2021-05-02,0
57206,106952,13,2021-07-21,0
57206,106952,54,2021-05-31,0
57206,106952,108,2021-10-08,0
57215,104092,13,2021-12-12,0
57215,104092,65,2021-02-06,0
57215,104092,130,2021-06-19,1
57220,15218,6,2021-11-05,1
57220,15218,35,2021-10-14,0
57220,15218,70,2021-01-11,0
57221,6498,1,2021-04-19,0
57221,6498,3,2021-05-13,0
57221,6498,6,2021-08-29,0
57223,6516,3,2021-09-23,1
57223,6516,14,2021-03-03,0
57223,6516,28,2021-12-16,0
57227,52115,2,2021-08-25,1
57227,52115,5,2021-01-12,0
57227,52115,11,2021-07-30,0
57228,104092,13,2021-04-01,0
57228,104092,76,2021-01-10,0
57228,104092,152,2021-08-20,1
57229,15218,6,2021-01-02,0
57229,15218,32,2021-05-05,0
57229,15218,64,2021-03-01,0
57232,6516,1,2021-07-05,1
57232,6516,7,2021-01-06,0
57232,6516,14,2021-05-06,0
57233,41210,6,2021-07-10,1
57233,41210,45,2021-05-19,0
57233,41210,90,2021-09-20,0
57237,6498,1,2021-03-07,0
57237,6498,2,2021-03-03,0
57237,6498,5,2021-12-06,0
57240,179208,8,2021-03-12,1
57240,179208,16,2021-10-05,0
57240,179208,33,2021-08-22,0
57242,101291,9,2021-02-02,0
57242,101291,19,2021-04-09,0
57242,101291,38,2021-06-06,0
57243,50351,7,2021-01-08,1
57243,50351,28,2021-12-29,0
57243,50351,56,2021-10-09,0
57244,11941,3,2021-10-06,1
57244,11941,37,2021-08-01,0
57244,11941,74,2021-11-19,0
57245,179208,25,2021-12-20,0
57245,179208,50,2021-12-06,0
57245,179208,100,2021-01-22,0
57246,27256,3,2021-10-06,0
57246,27256,9,2021-01-09,0
57246,27256,18,2021-04-15,0
57247,22720,4,2021-10-03,0
57247,22720,30,2021-06-18,0
57247,22720,60,2021-11-22,0
57248,6516,2,2021-02-01,0
57248,6516,11,2021-04-15,0
57248,6516,22,2021-02-21,0
57249,100388,15,2021-10-12,0
57249,100388,194,2021-09-07,0
57249,100388,388,2021-02-17,0
57250,27256,2,2021-07-30,0
57250,27256,7,2021-05-18,0
57250,27256,14,2021-10-08,1
57251,52115,6,2021-11-30,0
57251,52115,11,2021-09-19,0
57251,52115,22,2021-10-19,0
57263,8493,2,2021-08-18,0
57263,8493,4,2021-11-02,0
57263,8493,9,2021-07-03,1
57264,52115,3,2021-03-06,1
57264,52115,6,2021-03-31,0
57264,52115,12,2021-10-08,0
57265,179208,5,2021-12-30,0
57265,179208,11,2021-11-06,1
57265,179208,22,2021-03-18,1
57266,179208,6,2021-05-02,0
57266,179208,12,2021-06-12,0
57266,179208,25,2021-03-08,0
57269,8844,4,2021-10-01,1
57269,8844,15,2021-11-22,0
57269,8844,30,2021-02-16,0
57286,73747,6,2021-10-20,0
57286,73747,19,2021-09-23,0
57286,73747,38,2021-01-03,0
57287,179208,10,2021-03-24,0
57287,179208,21,2021-07-30,1
57287,179208,42,2021-06-30,0
57288,179208,12,2021-09-15,1
57288,179208,24,2021-09-10,1
57288,179208,48,2021-02-17,0
57290,179208,35,2021-11-03,0
57290,179208,70,2021-05-20,0
57290,179208,140,2021-04-16,0
57293,106952,31,2021-07-17,0
57293,106952,123,2021-05-21,1
57293,106952,246,2021-10-30,1
57301,6498,1,2021-06-22,0
57301,6498,2,2021-12-04,1
57301,6498,4,2021-06-24,0
57302,179208,17,2021-09-09,0
57302,179208,51,2021-04-13,0
57302,179208,102,2021-11-21,0
57303,179208,16,2021-07-12,0
57303,179208,48,2021-04-08,0
57303,179208,96,2021-03-28,1
57306,6498,1,2021-12-19,0
57306,6498,2,2021-05-27,0
57306,6498,4,2021-09-29,0
57309,179208,80,2021-03-10,0
57309,179208,161,2021-09-03,1
57309,179208,322,2021-03-19,0
57312,13232,4,2021-09-13,0
57312,13232,16,2021-05-30,0
57312,13232,32,2021-10-30,0
57313,109083,7,2021-01-03,0
57313,109083,22,2021-09-25,0
57313,109083,44,2021-07-15,0
57314,6498,1,2021-06-14,0
57314,6498,3,2021-08-16,0
57314,6498,7,2021-08-01,0
57315,106952,16,2021-06-13,1
57315,106952,63,2021-11-16,0
57315,106952,126,2021-02-25,0
57317,8493,2,2021-04-17,0
57317,8493,4,2021-02-04,0
57317,8493,8,2021-10-07,0
57319,41077,8,2021-07-02,0
57319,41077,38,2021-04-04,0
57319,41077,76,2021-01-27,0
57322,6498,1,2021-10-01,0
57322,6498,1,2021-05-14,0
57322,6498,2,2021-10-22,1
57330,103554,9,2021-11-11,0
57330,103554,18,2021-10-21,0
57330,103554,36,2021-12-31,1
57331,104092,18,2021-08-05,1
57331,104092,90,2021-01-31,0
57331,104092,180,2021-10-08,0
57332,100388,12,2021-10-09,0
57332,100388,141,2021-07-13,0
57332,100388,282,2021-09-01,0
57351,52115,3,2021-06-02,0
57351,52115,6,2021-10-16,0
57351,52115,13,2021-03-25,1
57361,6498,1,2021-11-04,0
57361,6498,2,2021-11-20,0
57361,6498,4,2021-02-16,0
57363,6498,1,2021-08-17,0
57363,6498,3,2021-05-07,0
57363,6498,6,2021-10-09,0
57364,6498,1,2021-06-08,0
57364,6498,3,2021-11-11,0
57364,6498,7,2021-03-22,0
57365,6498,1,2021-09-19,0
57365,6498,3,2021-02-02,1
57365,6498,6,2021-07-16,0
57369,179208,17,2021-01-28,0
57369,179208,34,2021-12-06,1
57369,179208,68,2021-05-09,0
57370,6498,1,2021-04-09,0
57370,6498,2,2021-12-22,0
57370,6498,4,2021-08-08,0
57373,6498,1,2021-10-10,0
57373,6498,2,2021-09-28,0
57373,6498,4,2021-11-17,0
57381,33640,4,2021-06-10,0
57381,33640,14,2021-06-06,1
57381,33640,28,2021-04-23,0
57383,8065,2,2021-01-17,0
57383,8065,4,2021-07-14,0
57383,8065,8,2021-09-19,0
57384,6498,1,2021-10-01,0
57384,6498,3,2021-11-14,0
57384,6498,6,2021-10-31,0
57385,104092,10,2021-10-12,0
57385,104092,51,2021-09-16,0
57385,104092,102,2021-06-20,0
57386,24545,6,2021-12-07,1
57386,24545,100,2021-06-23,0
57386,24545,200,2021-12-09,0
57387,18212,3,2021-08-19,0
57387,18212,46,2021-07-31,0
57387,18212,92,2021-03-30,0
57391,15218,6,2021-05-02,0
57391,15218,31,2021-11-22,0
57391,15218,62,2021-08-26,0
57404,34772,5,2021-01-28,1
57404,34772,15,2021-10-13,1
57404,34772,30,2021-10-13,0
57405,34772,5,2021-10-13,0
57405,34772,15,2021-09-16,0
57405,34772,30,2021-06-27,1
57407,179208,19,2021-09-29,0
57407,179208,38,2021-04-14,0
57407,179208,76,2021-05-10,0
57408,179208,39,2021-07-02,0
57408,179208,79,2021-05-18,0
57408,179208,158,2021-03-08,0
57410,10500,4,2021-02-21,1
57410,10500,25,2021-10-09,0
57410,10500,50,2021-10-20,1
57411,77242,3,2021-11-17,0
57411,77242,6,2021-11-26,0
57411,77242,13,2021-07-25,0
57414,179208,11,2021-11-24,0
