sample_id,item_id,machine_id,time_id,quantity,sample_objective
Sample_28,item24,machine30,date166,23,50393340000000
Sample_28,item24,machine33,date166,14,50393340000000
Sample_28,item24,machine34,date166,5,50393340000000
Sample_28,item24,machine35,date166,5,50393340000000
Sample_29,item17,machine04,date162,27,45547400000000
Sample_29,item17,machine07,date162,34,45547400000000
Sample_29,item17,machine08,date162,11,45547400000000
Sample_29,item17,machine09,date162,11,45547400000000
Sample_29,item17,machine10,date162,11,45547400000000
Sample_29,item17,machine14,date162,7,45547400000000
Sample_29,item17,machine18,date162,1,45547400000000
Sample_29,item17,machine21,date162,3,45547400000000
Sample_29,item17,machine22,date162,16,45547400000000
Sample_29,item17,machine23,date162,6,45547400000000
Sample_29,item17,machine28,date162,11,45547400000000
Sample_29,item17,machine29,date162,2,45547400000000
Sample_29,item17,machine33,date162,1,45547400000000
Sample_29,item17,machine35,date162,1,45547400000000
Sample_29,item18,machine04,date162,4,45547400000000
Sample_29,item18,machine07,date162,14,45547400000000
Sample_29,item18,machine08,date162,33,45547400000000
Sample_29,item18,machine09,date162,7,45547400000000
Sample_29,item18,machine14,date162,4,45547400000000
Sample_29,item18,machine21,date162,1,45547400000000
Sample_29,item18,machine22,date162,11,45547400000000
Sample_29,item18,machine23,date162,38,45547400000000
Sample_29,item18,machine28,date162,2,45547400000000
Sample_29,item18,machine29,date162,3,45547400000000
Sample_29,item18,machine30,date162,25,45547400000000
Sample_29,item18,machine34,date162,14,45547400000000
Sample_29,item09,machine08,date165,27,45547400000000
Sample_29,item09,machine10,date165,176,45547400000000
Sample_29,item09,machine14,date165,121,45547400000000
Sample_29,item09,machine21,date165,105,45547400000000
Sample_29,item09,machine22,date165,119,45547400000000
Sample_29,item09,machine28,date165,126,45547400000000
Sample_29,item09,machine30,date165,4,45547400000000
Sample_29,item09,machine31,date165,90,45547400000000
Sample_29,item09,machine35,date165,185,45547400000000
Sample_29,item24,machine04,date166,27,45547400000000
Sample_29,item24,machine05,date166,8,45547400000000
Sample_29,item24,machine07,date166,18,45547400000000
Sample_29,item24,machine08,date166,8,45547400000000
Sample_29,item24,machine09,date166,22,45547400000000
Sample_29,item24,machine10,date166,4,45547400000000
Sample_29,item24,machine14,date166,2,45547400000000
Sample_29,item24,machine20,date166,19,45547400000000
Sample_29,item24,machine21,date166,28,45547400000000
Sample_29,item24,machine22,date166,21,45547400000000
Sample_29,item24,machine28,date166,24,45547400000000
Sample_29,item24,machine30,date166,22,45547400000000
Sample_29,item24,machine33,date166,2,45547400000000
Sample_29,item24,machine34,date166,10,45547400000000
Sample_29,item24,machine35,date166,24,45547400000000
Sample_29,item63,machine08,date166,41,45547400000000
Sample_29,item63,machine21,date166,48,45547400000000
Sample_29,item63,machine32,date166,19,45547400000000
Sample_29,item63,machine33,date166,29,45547400000000
Sample_30,item17,machine04,date162,3,26127260000000
Sample_30,item17,machine07,date162,15,26127260000000
Sample_30,item17,machine08,date162,12,26127260000000
Sample_30,item17,machine09,date162,19,26127260000000
Sample_30,item17,machine10,date162,20,26127260000000
Sample_30,item17,machine14,date162,5,26127260000000
Sample_30,item17,machine21,date162,4,26127260000000
Sample_30,item17,machine22,date162,13,26127260000000
Sample_30,item17,machine23,date162,7,26127260000000
Sample_30,item17,machine28,date162,4,26127260000000
Sample_30,item17,machine29,date162,5,26127260000000
Sample_30,item17,machine33,date162,27,26127260000000
Sample_30,item17,machine35,date162,13,26127260000000
Sample_30,item09,machine08,date165,144,26127260000000
Sample_30,item09,machine10,date165,112,26127260000000
Sample_30,item09,machine14,date165,114,26127260000000
Sample_30,item09,machine21,date165,61,26127260000000
Sample_30,item09,machine22,date165,96,26127260000000
Sample_30,item09,machine28,date165,12,26127260000000
Sample_30,item09,machine30,date165,80,26127260000000
Sample_30,item09,machine31,date165,53,26127260000000
Sample_30,item09,machine35,date165,98,26127260000000
Sample_30,item24,machine04,date166,31,26127260000000
Sample_30,item24,machine05,date166,41,26127260000000
Sample_30,item24,machine08,date166,49,26127260000000
Sample_30,item24,machine09,date166,33,26127260000000
Sample_30,item24,machine10,date166,19,26127260000000
Sample_30,item24,machine14,date166,31,26127260000000
Sample_30,item24,machine20,date166,29,26127260000000
Sample_30,item24,machine21,date166,16,26127260000000
Sample_30,item24,machine22,date166,17,26127260000000
Sample_30,item24,machine28,date166,44,26127260000000
Sample_30,item24,machine30,date166,47,26127260000000
Sample_30,item24,machine33,date166,49,26127260000000
Sample_30,item24,machine34,date166,53,26127260000000
Sample_30,item24,machine35,date166,17,26127260000000
Sample_30,item63,machine08,date166,16,26127260000000
Sample_30,item63,machine21,date166,27,26127260000000
Sample_30,item63,machine32,date166,33,26127260000000
Sample_30,item63,machine33,date166,36,26127260000000
Sample_31,item09,machine08,date165,33,0
Sample_31,item09,machine10,date165,130,0
Sample_31,item09,machine14,date165,117,0
Sample_31,item09,machine21,date165,54,0
Sample_31,item09,machine22,date165,124,0
Sample_31,item09,machine28,date165,126,0
Sample_31,item09,machine30,date165,65,0
Sample_31,item09,machine31,date165,131,0
Sample_31,item09,machine35,date165,171,0
Sample_31,item24,machine04,date166,18,0
Sample_31,item24,machine05,date166,27,0
Sample_31,item24,machine07,date166,28,0
Sample_31,item24,machine08,date166,30,0
Sample_31,item24,machine09,date166,12,0
Sample_31,item24,machine10,date166,8,0
Sample_31,item24,machine14,date166,57,0
Sample_31,item24,machine20,date166,30,0
Sample_31,item24,machine21,date166,12,0
Sample_31,item24,machine22,date166,38,0
Sample_31,item24,machine28,date166,8,0
Sample_31,item24,machine30,date166,48,0
Sample_31,item24,machine33,date166,29,0
Sample_31,item24,machine34,date166,44,0
Sample_31,item24,machine35,date166,48,0
Sample_31,item62,machine08,date166,22,0
Sample_31,item62,machine09,date166,24,0
Sample_31,item62,machine21,date166,49,0
Sample_31,item62,machine28,date166,33,0
Sample_31,item62,machine29,date166,2,0
Sample_31,item62,machine32,date166,53,0
Sample_31,item62,machine33,date166,61,0
Sample_31,item63,machine08,date166,60,0
Sample_31,item63,machine21,date166,22,0
Sample_31,item63,machine32,date166,60,0
Sample_31,item63,machine33,date166,3,0
Sample_32,item24,machine04,date166,8,0
Sample_32,item24,machine05,date166,18,0
Sample_32,item24,machine07,date166,3,0
Sample_32,item24,machine08,date166,32,0
Sample_32,item24,machine09,date166,55,0
Sample_32,item24,machine10,date166,27,0
Sample_32,item24,machine14,date166,14,0
Sample_32,item24,machine20,date166,55,0
Sample_32,item24,machine21,date166,27,0
Sample_32,item24,machine22,date166,17,0
Sample_32,item24,machine28,date166,57,0
Sample_32,item24,machine30,date166,30,0
Sample_32,item24,machine33,date166,32,0
Sample_32,item24,machine34,date166,38,0
Sample_32,item24,machine35,date166,38,0
Sample_32,item62,machine08,date166,35,0
Sample_32,item62,machine09,date166,64,0
Sample_32,item62,machine21,date166,64,0
Sample_32,item62,machine28,date166,41,0
Sample_32,item62,machine29,date166,69,0
Sample_32,item62,machine32,date166,13,0
Sample_32,item62,machine33,date166,1,0
Sample_32,item63,machine08,date166,40,0
Sample_32,item63,machine21,date166,52,0
Sample_32,item63,machine32,date166,55,0
Sample_32,item63,machine33,date166,24,0
Sample_32,item66,machine08,date166,9,0
Sample_32,item66,machine09,date166,16,0
Sample_32,item66,machine10,date166,17,0
Sample_32,item66,machine14,date166,17,0
Sample_32,item66,machine21,date166,7,0
Sample_32,item66,machine23,date166,10,0
Sample_32,item66,machine28,date166,4,0
Sample_32,item66,machine33,date166,19,0
Sample_33,item24,machine04,date166,17,0
Sample_33,item24,machine05,date166,10,0
Sample_33,item24,machine07,date166,13,0
Sample_33,item24,machine08,date166,10,0
Sample_33,item24,machine09,date166,12,0
Sample_33,item24,machine10,date166,4,0
Sample_33,item24,machine14,date166,12,0
Sample_33,item24,machine20,date166,7,0
Sample_33,item24,machine21,date166,11,0
Sample_33,item24,machine22,date166,13,0
Sample_33,item24,machine28,date166,1,0
Sample_33,item24,machine30,date166,23,0
Sample_33,item24,machine33,date166,26,0
Sample_33,item24,machine34,date166,17,0
Sample_33,item24,machine35,date166,25,0
Sample_33,item62,machine08,date166,61,0
Sample_33,item62,machine09,date166,42,0
Sample_33,item62,machine21,date166,60,0
Sample_33,item62,machine28,date166,24,0
Sample_33,item62,machine29,date166,1,0
Sample_33,item62,machine32,date166,31,0
Sample_33,item62,machine33,date166,11,0
Sample_33,item63,machine08,date166,32,0
Sample_33,item63,machine21,date166,62,0
Sample_33,item63,machine32,date166,28,0
Sample_33,item63,machine33,date166,65,0
Sample_33,item66,machine08,date166,3,0
Sample_33,item66,machine09,date166,12,0
Sample_33,item66,machine10,date166,14,0
Sample_33,item66,machine14,date166,4,0
Sample_33,item66,machine21,date166,5,0
Sample_33,item66,machine23,date166,10,0
Sample_33,item66,machine28,date166,3,0
Sample_33,item66,machine33,date166,14,0
Sample_33,item82,machine08,date166,18,0
Sample_33,item82,machine09,date166,11,0
Sample_33,item82,machine10,date166,11,0
Sample_33,item82,machine14,date166,6,0
Sample_33,item82,machine21,date166,8,0
Sample_33,item82,machine22,date166,13,0
Sample_33,item82,machine23,date166,18,0
Sample_33,item82,machine28,date166,13,0
Sample_33,item82,machine30,date166,1,0
Sample_33,item82,machine35,date166,18,0
Sample_34,item02,machine09,date166,82,0
Sample_34,item02,machine14,date166,243,0
Sample_34,item24,machine04,date166,3,0
Sample_34,item24,machine05,date166,10,0
Sample_34,item24,machine07,date166,16,0
Sample_34,item24,machine08,date166,18,0
Sample_34,item24,machine09,date166,11,0
Sample_34,item24,machine10,date166,2,0
Sample_34,item24,machine14,date166,10,0
Sample_34,item24,machine20,date166,11,0
Sample_34,item24,machine21,date166,22,0
Sample_34,item24,machine22,date166,15,0
Sample_34,item24,machine28,date166,17,0
Sample_34,item24,machine30,date166,5,0
Sample_34,item24,machine33,date166,3,0
Sample_34,item24,machine34,date166,28,0
Sample_34,item24,machine35,date166,10,0
Sample_34,item62,machine08,date166,7,0
Sample_34,item62,machine09,date166,9,0
Sample_34,item62,machine21,date166,52,0
Sample_34,item62,machine28,date166,68,0
Sample_34,item62,machine29,date166,65,0
Sample_34,item62,machine32,date166,3,0
Sample_34,item62,machine33,date166,18,0
Sample_34,item66,machine08,date166,13,0
Sample_34,item66,machine09,date166,15,0
Sample_34,item66,machine10,date166,10,0
Sample_34,item66,machine14,date166,8,0
Sample_34,item66,machine21,date166,8,0
Sample_34,item66,machine23,date166,15,0
Sample_34,item66,machine28,date166,20,0
Sample_34,item66,machine33,date166,15,0
Sample_34,item82,machine08,date166,11,0
Sample_34,item82,machine10,date166,1,0
Sample_34,item82,machine14,date166,19,0
Sample_34,item82,machine21,date166,23,0
Sample_34,item82,machine22,date166,20,0
Sample_34,item82,machine23,date166,21,0
Sample_34,item82,machine28,date166,17,0
Sample_34,item82,machine30,date166,1,0
Sample_35,item02,machine09,date166,138,0
Sample_35,item02,machine14,date166,142,0
Sample_35,item62,machine08,date166,35,0
Sample_35,item62,machine09,date166,17,0
Sample_35,item62,machine21,date166,20,0
Sample_35,item62,machine28,date166,4,0
Sample_35,item62,machine29,date166,67,0
Sample_35,item62,machine32,date166,20,0
Sample_35,item62,machine33,date166,50,0
Sample_35,item66,machine08,date166,15,0
Sample_35,item66,machine09,date166,16,0
Sample_35,item66,machine10,date166,6,0
Sample_35,item66,machine14,date166,17,0
Sample_35,item66,machine21,date166,1,0
Sample_35,item66,machine23,date166,18,0
Sample_35,item66,machine28,date166,10,0
Sample_35,item66,machine33,date166,20,0
Sample_35,item82,machine08,date166,5,0
Sample_35,item82,machine09,date166,19,0
Sample_35,item82,machine10,date166,19,0
Sample_35,item82,machine14,date166,7,0
Sample_35,item82,machine21,date166,15,0
Sample_35,item82,machine22,date166,12,0
Sample_35,item82,machine23,date166,1,0
Sample_35,item82,machine28,date166,1,0
Sample_35,item82,machine30,date166,11,0
Sample_35,item82,machine35,date166,20,0
Sample_35,item27,machine14,date168,1,0
Sample_35,item27,machine30,date168,3,0
Sample_35,item27,machine32,date168,1,0
Sample_36,item02,machine09,date166,67,0
Sample_36,item02,machine14,date166,88,0
Sample_36,item66,machine08,date166,8,0
Sample_36,item66,machine09,date166,15,0
Sample_36,item66,machine10,date166,9,0
Sample_36,item66,machine14,date166,16,0
Sample_36,item66,machine21,date166,2,0
Sample_36,item66,machine23,date166,19,0
Sample_36,item66,machine28,date166,2,0
Sample_36,item66,machine33,date166,9,0
Sample_36,item82,machine08,date166,8,0
Sample_36,item82,machine09,date166,8,0
Sample_36,item82,machine10,date166,4,0
Sample_36,item82,machine14,date166,7,0
Sample_36,item82,machine21,date166,15,0
Sample_36,item82,machine22,date166,4,0
Sample_36,item82,machine23,date166,13,0
Sample_36,item82,machine28,date166,22,0
Sample_36,item82,machine30,date166,20,0
Sample_36,item82,machine35,date166,23,0
Sample_36,item27,machine07,date168,2,0
Sample_36,item27,machine08,date168,1,0
Sample_36,item27,machine14,date168,1,0
Sample_36,item27,machine21,date168,1,0
Sample_36,item94,machine01,date168,2,0
Sample_36,item94,machine04,date168,6,0
Sample_36,item94,machine05,date168,4,0
Sample_36,item94,machine08,date168,6,0
Sample_36,item94,machine10,date168,3,0
Sample_36,item94,machine14,date168,3,0
Sample_36,item94,machine21,date168,4,0
Sample_36,item94,machine32,date168,6,0
Sample_36,item94,machine33,date168,4,0
Sample_36,item94,machine34,date168,2,0
Sample_37,item02,machine09,date166,123,0
Sample_37,item02,machine14,date166,244,0
Sample_37,item82,machine08,date166,20,0
Sample_37,item82,machine09,date166,9,0
Sample_37,item82,machine10,date166,20,0
Sample_37,item82,machine14,date166,13,0
Sample_37,item82,machine21,date166,2,0
Sample_37,item82,machine22,date166,5,0
Sample_37,item82,machine23,date166,21,0
Sample_37,item82,machine28,date166,17,0
Sample_37,item82,machine30,date166,4,0
Sample_37,item82,machine35,date166,5,0
Sample_37,item25,machine01,date168,4,0
Sample_37,item25,machine03,date168,6,0
Sample_37,item25,machine05,date168,6,0
Sample_37,item25,machine06,date168,3,0
Sample_37,item25,machine17,date168,4,0
Sample_37,item25,machine19,date168,1,0
Sample_37,item25,machine32,date168,4,0
Sample_37,item25,machine33,date168,2,0
Sample_37,item25,machine34,date168,1,0
Sample_37,item25,machine35,date168,1,0
Sample_37,item27,machine08,date168,2,0
Sample_37,item27,machine14,date168,1,0
Sample_37,item27,machine30,date168,2,0
Sample_37,item94,machine01,date168,5,0
Sample_37,item94,machine04,date168,1,0
Sample_37,item94,machine08,date168,6,0
Sample_37,item94,machine09,date168,3,0
Sample_37,item94,machine10,date168,2,0
Sample_37,item94,machine14,date168,4,0
Sample_37,item94,machine21,date168,4,0
Sample_37,item94,machine32,date168,4,0
Sample_37,item94,machine33,date168,3,0
Sample_37,item94,machine34,date168,2,0
Sample_38,item02,machine09,date166,126,537980000000
Sample_38,item02,machine14,date166,290,537980000000
Sample_38,item25,machine03,date168,3,537980000000
Sample_38,item25,machine05,date168,1,537980000000
Sample_38,item25,machine06,date168,6,537980000000
Sample_38,item25,machine17,date168,1,537980000000
Sample_38,item25,machine19,date168,5,537980000000
Sample_38,item25,machine32,date168,1,537980000000
Sample_38,item25,machine33,date168,2,537980000000
Sample_38,item25,machine34,date168,5,537980000000
Sample_38,item25,machine35,date168,6,537980000000
Sample_38,item27,machine08,date168,1,537980000000
Sample_38,item27,machine14,date168,1,537980000000
Sample_38,item27,machine20,date168,2,537980000000
Sample_38,item27,machine30,date168,1,537980000000
Sample_38,item27,machine32,date168,1,537980000000
Sample_38,item79,machine04,date168,6,537980000000
Sample_38,item79,machine08,date168,14,537980000000
Sample_38,item79,machine09,date168,11,537980000000
Sample_38,item79,machine20,date168,10,537980000000
Sample_38,item79,machine21,date168,6,537980000000
Sample_38,item79,machine23,date168,17,537980000000
Sample_38,item79,machine28,date168,19,537980000000
Sample_38,item79,machine29,date168,9,537980000000
Sample_38,item79,machine33,date168,10,537980000000
Sample_38,item94,machine01,date168,6,537980000000
Sample_38,item94,machine04,date168,3,537980000000
Sample_38,item94,machine05,date168,2,537980000000
Sample_38,item94,machine08,date168,6,537980000000
Sample_38,item94,machine09,date168,2,537980000000
Sample_38,item94,machine10,date168,5,537980000000
Sample_38,item94,machine21,date168,5,537980000000
Sample_38,item94,machine32,date168,3,537980000000
Sample_38,item94,machine33,date168,2,537980000000
Sample_38,item94,machine34,date168,1,537980000000
Sample_39,item19,machine01,date168,1,2123000000000
Sample_39,item19,machine04,date168,1,2123000000000
Sample_39,item19,machine08,date168,1,2123000000000
Sample_39,item19,machine09,date168,1,2123000000000
Sample_39,item19,machine10,date168,1,2123000000000
Sample_39,item19,machine14,date168,1,2123000000000
Sample_39,item19,machine20,date168,2,2123000000000
Sample_39,item19,machine28,date168,1,2123000000000
Sample_39,item19,machine30,date168,2,2123000000000
Sample_39,item19,machine31,date168,1,2123000000000
Sample_39,item19,machine34,date168,1,2123000000000
Sample_39,item25,machine01,date168,1,2123000000000
Sample_39,item25,machine03,date168,2,2123000000000
Sample_39,item25,machine06,date168,1,2123000000000
Sample_39,item25,machine17,date168,4,2123000000000
Sample_39,item25,machine19,date168,6,2123000000000
Sample_39,item25,machine32,date168,1,2123000000000
Sample_39,item25,machine33,date168,3,2123000000000
Sample_39,item25,machine34,date168,3,2123000000000
Sample_39,item25,machine35,date168,2,2123000000000
Sample_39,item27,machine09,date168,1,2123000000000
Sample_39,item27,machine14,date168,1,2123000000000
Sample_39,item27,machine21,date168,1,2123000000000
Sample_39,item27,machine30,date168,1,2123000000000
Sample_39,item27,machine32,date168,1,2123000000000
Sample_39,item79,machine04,date168,1,2123000000000
Sample_39,item79,machine08,date168,7,2123000000000
Sample_39,item79,machine09,date168,8,2123000000000
Sample_39,item79,machine20,date168,2,2123000000000
Sample_39,item79,machine21,date168,8,2123000000000
Sample_39,item79,machine23,date168,14,2123000000000
Sample_39,item79,machine28,date168,17,2123000000000
Sample_39,item79,machine29,date168,8,2123000000000
Sample_39,item79,machine33,date168,4,2123000000000
Sample_39,item94,machine01,date168,4,2123000000000
Sample_39,item94,machine04,date168,4,2123000000000
Sample_39,item94,machine05,date168,4,2123000000000
Sample_39,item94,machine08,date168,4,2123000000000
Sample_39,item94,machine09,date168,1,2123000000000
Sample_39,item94,machine10,date168,4,2123000000000
Sample_39,item94,machine14,date168,4,2123000000000
Sample_39,item94,machine21,date168,5,2123000000000
Sample_39,item94,machine32,date168,2,2123000000000
Sample_39,item94,machine33,date168,1,2123000000000
Sample_39,item94,machine34,date168,4,2123000000000
Sample_40,item19,machine04,date168,1,772000000000
Sample_40,item19,machine20,date168,1,772000000000
Sample_40,item19,machine28,date168,2,772000000000
Sample_40,item19,machine33,date168,1,772000000000
Sample_40,item19,machine34,date168,1,772000000000
Sample_40,item25,machine01,date168,1,772000000000
Sample_40,item25,machine03,date168,5,772000000000
Sample_40,item25,machine05,date168,4,772000000000
Sample_40,item25,machine06,date168,2,772000000000
Sample_40,item25,machine19,date168,2,772000000000
Sample_40,item25,machine33,date168,3,772000000000
Sample_40,item25,machine34,date168,6,772000000000
Sample_40,item25,machine35,date168,2,772000000000
Sample_40,item79,machine04,date168,11,772000000000
Sample_40,item79,machine08,date168,13,772000000000
Sample_40,item79,machine09,date168,22,772000000000
Sample_40,item79,machine20,date168,7,772000000000
Sample_40,item79,machine21,date168,16,772000000000
Sample_40,item79,machine23,date168,15,772000000000
Sample_40,item79,machine28,date168,6,772000000000
Sample_40,item79,machine29,date168,5,772000000000
Sample_40,item79,machine33,date168,14,772000000000
Sample_40,item94,machine04,date168,6,772000000000
Sample_40,item94,machine05,date168,2,772000000000
Sample_40,item94,machine08,date168,3,772000000000
Sample_40,item94,machine09,date168,5,772000000000
Sample_40,item94,machine10,date168,5,772000000000
Sample_40,item94,machine14,date168,1,772000000000
Sample_40,item94,machine21,date168,4,772000000000
Sample_40,item94,machine33,date168,5,772000000000
Sample_40,item94,machine34,date168,5,772000000000
Sample_40,item01,machine04,date169,5,772000000000
Sample_40,item01,machine08,date169,6,772000000000
Sample_40,item01,machine21,date169,1,772000000000
Sample_40,item01,machine30,date169,2,772000000000
Sample_40,item01,machine32,date169,3,772000000000
Sample_40,item01,machine33,date169,7,772000000000
Sample_40,item01,machine35,date169,6,772000000000
Sample_41,item19,machine01,date168,1,2032360000000
Sample_41,item19,machine04,date168,1,2032360000000
Sample_41,item19,machine07,date168,1,2032360000000
Sample_41,item19,machine09,date168,1,2032360000000
Sample_41,item19,machine14,date168,1,2032360000000
Sample_41,item19,machine20,date168,1,2032360000000
Sample_41,item19,machine21,date168,1,2032360000000
Sample_41,item19,machine23,date168,1,2032360000000
Sample_41,item19,machine31,date168,1,2032360000000
Sample_41,item19,machine35,date168,1,2032360000000
Sample_41,item25,machine01,date168,5,2032360000000
Sample_41,item25,machine03,date168,4,2032360000000
Sample_41,item25,machine05,date168,2,2032360000000
Sample_41,item25,machine06,date168,5,2032360000000
Sample_41,item25,machine17,date168,5,2032360000000
Sample_41,item25,machine19,date168,1,2032360000000
Sample_41,item25,machine32,date168,1,2032360000000
Sample_41,item25,machine35,date168,6,2032360000000
Sample_41,item79,machine04,date168,13,2032360000000
Sample_41,item79,machine08,date168,22,2032360000000
Sample_41,item79,machine09,date168,11,2032360000000
Sample_41,item79,machine20,date168,5,2032360000000
Sample_41,item79,machine21,date168,3,2032360000000
Sample_41,item79,machine23,date168,9,2032360000000
Sample_41,item79,machine28,date168,17,2032360000000
Sample_41,item79,machine29,date168,3,2032360000000
Sample_41,item79,machine33,date168,3,2032360000000
Sample_41,item01,machine04,date169,2,2032360000000
Sample_41,item01,machine21,date169,1,2032360000000
Sample_41,item01,machine28,date169,3,2032360000000
Sample_41,item01,machine30,date169,5,2032360000000
Sample_41,item01,machine32,date169,5,2032360000000
Sample_41,item01,machine33,date169,3,2032360000000
Sample_41,item01,machine35,date169,8,2032360000000
Sample_41,item89,machine04,date169,13,2032360000000
Sample_41,item89,machine05,date169,95,2032360000000
Sample_41,item89,machine07,date169,71,2032360000000
Sample_41,item89,machine08,date169,180,2032360000000
Sample_41,item89,machine09,date169,98,2032360000000
Sample_41,item89,machine10,date169,4,2032360000000
Sample_41,item89,machine14,date169,138,2032360000000
Sample_41,item89,machine21,date169,178,2032360000000
Sample_41,item89,machine22,date169,150,2032360000000
Sample_41,item89,machine23,date169,3,2032360000000
Sample_41,item89,machine28,date169,9,2032360000000
Sample_41,item89,machine29,date169,122,2032360000000
Sample_41,item89,machine30,date169,31,2032360000000
Sample_41,item89,machine32,date169,63,2032360000000
Sample_41,item89,machine33,date169,105,2032360000000
Sample_41,item89,machine34,date169,191,2032360000000
Sample_41,item89,machine35,date169,8,2032360000000
Sample_42,item19,machine04,date168,1,1351001025556
Sample_42,item19,machine07,date168,1,1351001025556
Sample_42,item19,machine09,date168,1,1351001025556
Sample_42,item19,machine10,date168,2,1351001025556
Sample_42,item19,machine14,date168,1,1351001025556
Sample_42,item19,machine22,date168,1,1351001025556
Sample_42,item19,machine30,date168,1,1351001025556
Sample_42,item19,machine33,date168,1,1351001025556
Sample_42,item79,machine04,date168,12,1351001025556
Sample_42,item79,machine08,date168,9,1351001025556
Sample_42,item79,machine09,date168,21,1351001025556
Sample_42,item79,machine20,date168,1,1351001025556
Sample_42,item79,machine23,date168,22,1351001025556
Sample_42,item79,machine28,date168,8,1351001025556
Sample_42,item79,machine29,date168,18,1351001025556
Sample_42,item79,machine33,date168,7,1351001025556
Sample_42,item01,machine04,date169,1,1351001025556
Sample_42,item01,machine08,date169,2,1351001025556
Sample_42,item01,machine21,date169,2,1351001025556
Sample_42,item01,machine28,date169,3,1351001025556
Sample_42,item01,machine30,date169,1,1351001025556
Sample_42,item01,machine33,date169,6,1351001025556
Sample_42,item01,machine35,date169,7,1351001025556
Sample_42,item60,machine04,date169,7,1351001025556
Sample_42,item60,machine10,date169,45,1351001025556
Sample_42,item60,machine23,date169,21,1351001025556
Sample_42,item60,machine28,date169,29,1351001025556
Sample_42,item89,machine04,date169,85,1351001025556
Sample_42,item89,machine05,date169,65,1351001025556
Sample_42,item89,machine07,date169,36,1351001025556
Sample_42,item89,machine08,date169,142,1351001025556
Sample_42,item89,machine09,date169,194,1351001025556
Sample_42,item89,machine10,date169,48,1351001025556
Sample_42,item89,machine14,date169,194,1351001025556
Sample_42,item89,machine21,date169,15,1351001025556
Sample_42,item89,machine22,date169,142,1351001025556
Sample_42,item89,machine23,date169,39,1351001025556
Sample_42,item89,machine28,date169,20,1351001025556
Sample_42,item89,machine29,date169,109,1351001025556
Sample_42,item89,machine30,date169,104,1351001025556
Sample_42,item89,machine32,date169,156,1351001025556
Sample_42,item89,machine33,date169,182,1351001025556
Sample_42,item89,machine34,date169,196,1351001025556
Sample_42,item89,machine35,date169,138,1351001025556
Sample_43,item19,machine07,date168,2,1930001296730
Sample_43,item19,machine08,date168,1,1930001296730
Sample_43,item19,machine09,date168,1,1930001296730
Sample_43,item19,machine14,date168,1,1930001296730
Sample_43,item19,machine20,date168,1,1930001296730
Sample_43,item19,machine21,date168,1,1930001296730
Sample_43,item19,machine22,date168,2,1930001296730
Sample_43,item19,machine31,date168,2,1930001296730
Sample_43,item19,machine33,date168,1,1930001296730
Sample_43,item01,machine04,date169,4,1930001296730
Sample_43,item01,machine08,date169,2,1930001296730
Sample_43,item01,machine21,date169,8,1930001296730
Sample_43,item01,machine28,date169,1,1930001296730
Sample_43,item01,machine30,date169,6,1930001296730
Sample_43,item01,machine32,date169,5,1930001296730
Sample_43,item01,machine33,date169,8,1930001296730
Sample_43,item01,machine35,date169,1,1930001296730
Sample_43,item60,machine04,date169,43,1930001296730
Sample_43,item60,machine10,date169,15,1930001296730
Sample_43,item60,machine23,date169,30,1930001296730
Sample_43,item60,machine28,date169,46,1930001296730
Sample_43,item89,machine04,date169,75,1930001296730
Sample_43,item89,machine05,date169,85,1930001296730
Sample_43,item89,machine07,date169,3,1930001296730
Sample_43,item89,machine08,date169,172,1930001296730
Sample_43,item89,machine09,date169,76,1930001296730
Sample_43,item89,machine10,date169,40,1930001296730
Sample_43,item89,machine14,date169,63,1930001296730
Sample_43,item89,machine21,date169,160,1930001296730
Sample_43,item89,machine22,date169,161,1930001296730
Sample_43,item89,machine23,date169,38,1930001296730
Sample_43,item89,machine28,date169,173,1930001296730
Sample_43,item89,machine29,date169,147,1930001296730
Sample_43,item89,machine30,date169,81,1930001296730
Sample_43,item89,machine32,date169,146,1930001296730
Sample_43,item89,machine33,date169,62,1930001296730
Sample_43,item89,machine34,date169,32,1930001296730
Sample_43,item89,machine35,date169,87,1930001296730
Sample_43,item68,machine09,date172,9,1930001296730
Sample_43,item68,machine10,date172,83,1930001296730
Sample_43,item68,machine14,date172,72,1930001296730
Sample_43,item68,machine21,date172,68,1930001296730
Sample_43,item68,machine28,date172,108,1930001296730
Sample_43,item68,machine29,date172,26,1930001296730
Sample_43,item68,machine33,date172,38,1930001296730
Sample_44,item01,machine04,date169,5,1362530
Sample_44,item01,machine08,date169,6,1362530
Sample_44,item01,machine21,date169,4,1362530
Sample_44,item01,machine28,date169,1,1362530
Sample_44,item01,machine30,date169,4,1362530
Sample_44,item01,machine32,date169,8,1362530
Sample_44,item01,machine33,date169,7,1362530
Sample_44,item60,machine04,date169,40,1362530
Sample_44,item60,machine10,date169,35,1362530
Sample_44,item60,machine23,date169,18,1362530
Sample_44,item60,machine28,date169,43,1362530
Sample_44,item89,machine04,date169,149,1362530
Sample_44,item89,machine05,date169,48,1362530
Sample_44,item89,machine07,date169,174,1362530
Sample_44,item89,machine08,date169,120,1362530
Sample_44,item89,machine09,date169,104,1362530
Sample_44,item89,machine10,date169,8,1362530
Sample_44,item89,machine14,date169,86,1362530
Sample_44,item89,machine21,date169,161,1362530
Sample_44,item89,machine22,date169,24,1362530
