sample_id,item_id,machine_id,time_id,quantity
Sample_172,item919,machine09,date253,15
Sample_172,item919,machine10,date253,7
Sample_172,item919,machine14,date253,7
Sample_172,item919,machine23,date253,9
Sample_172,item919,machine28,date253,16
Sample_172,item919,machine30,date253,5
Sample_172,item919,machine31,date253,2
Sample_172,item919,machine35,date253,9
Sample_172,item2295,machine21,date342,5
Sample_172,item3908,machine23,date352,1
Sample_173,item5431,machine34,date003,1
Sample_173,item1851,machine19,date193,5
Sample_173,item4376,machine21,date251,4
Sample_173,item4376,machine23,date251,2
Sample_173,item4376,machine28,date251,2
Sample_173,item6508,machine02,date357,1
Sample_173,item6508,machine03,date357,8
Sample_173,item6508,machine06,date357,3
Sample_173,item6508,machine19,date357,8
Sample_174,item5908,machine05,date040,14
Sample_174,item5908,machine17,date040,13
Sample_174,item5908,machine19,date040,17
Sample_174,item4373,machine08,date041,4
Sample_174,item4373,machine09,date041,1
Sample_174,item4373,machine10,date041,4
Sample_174,item4373,machine14,date041,6
Sample_174,item4373,machine21,date041,5
Sample_174,item4373,machine22,date041,2
Sample_174,item4373,machine23,date041,6
Sample_174,item4373,machine31,date041,5
Sample_174,item843,machine08,date121,12
Sample_174,item843,machine21,date121,24
Sample_174,item843,machine30,date121,16
Sample_174,item843,machine32,date121,4
Sample_174,item843,machine33,date121,23
Sample_174,item2380,machine08,date194,1
Sample_174,item4698,machine08,date260,2
Sample_174,item4698,machine09,date260,9
Sample_174,item4698,machine10,date260,7
Sample_174,item4698,machine21,date260,6
Sample_174,item4698,machine32,date260,9
Sample_174,item4698,machine33,date260,2
Sample_174,item2878,machine04,date267,8
Sample_174,item2878,machine05,date267,2
Sample_174,item2878,machine20,date267,12
Sample_174,item2878,machine21,date267,4
Sample_174,item3331,machine08,date272,4
Sample_174,item3331,machine21,date272,4
Sample_174,item3331,machine32,date272,6
Sample_174,item3331,machine33,date272,9
Sample_174,item3464,machine10,date293,2
Sample_174,item3464,machine21,date293,1
Sample_174,item3464,machine29,date293,2
Sample_175,item2746,machine05,date006,8
Sample_175,item361,machine14,date019,3
Sample_175,item361,machine22,date019,4
Sample_175,item361,machine28,date019,3
Sample_175,item579,machine04,date039,9
Sample_175,item579,machine05,date039,4
Sample_175,item579,machine08,date039,4
Sample_175,item579,machine09,date039,14
Sample_175,item579,machine10,date039,5
Sample_175,item579,machine14,date039,4
Sample_175,item579,machine20,date039,16
Sample_175,item579,machine21,date039,8
Sample_175,item579,machine23,date039,13
Sample_175,item579,machine31,date039,7
Sample_175,item579,machine34,date039,5
Sample_175,item1655,machine08,date059,1
Sample_175,item5766,machine08,date078,3
Sample_175,item5766,machine18,date078,2
Sample_175,item5766,machine21,date078,3
Sample_175,item5766,machine29,date078,1
Sample_175,item1151,machine09,date114,1
Sample_175,item1151,machine30,date114,1
Sample_175,item1151,machine31,date114,1
Sample_175,item6047,machine15,date129,6
Sample_175,item6047,machine23,date129,2
Sample_175,item1986,machine28,date208,1
Sample_175,item3271,machine10,date220,1
Sample_175,item3429,machine05,date300,49
Sample_176,item1451,machine08,date048,1
Sample_176,item1451,machine09,date048,1
Sample_176,item1451,machine14,date048,1
Sample_176,item1451,machine16,date048,1
Sample_176,item1451,machine18,date048,1
Sample_176,item1451,machine20,date048,1
Sample_176,item1451,machine23,date048,1
Sample_176,item1451,machine29,date048,1
Sample_176,item1451,machine35,date048,1
Sample_176,item5111,machine21,date109,1
Sample_176,item5111,machine29,date109,1
Sample_176,item4457,machine08,date129,1
Sample_176,item4457,machine09,date129,1
Sample_176,item4457,machine14,date129,1
Sample_176,item4457,machine21,date129,1
Sample_176,item4457,machine28,date129,1
Sample_176,item5147,machine35,date206,5
Sample_176,item3947,machine04,date208,3
Sample_176,item6561,machine28,date221,5
Sample_176,item5816,machine32,date225,31
Sample_176,item1775,machine19,date265,2
Sample_176,item674,machine21,date317,2
Sample_177,item2938,machine23,date080,8
Sample_177,item3525,machine23,date185,2
Sample_177,item3540,machine01,date194,7
Sample_177,item3540,machine17,date194,12
Sample_177,item1584,machine07,date205,2
Sample_177,item1584,machine22,date205,2
Sample_177,item1584,machine30,date205,1
Sample_177,item1584,machine34,date205,1
Sample_177,item4127,machine05,date221,110
Sample_177,item4127,machine20,date221,96
Sample_177,item600,machine28,date266,1
Sample_177,item3616,machine21,date305,2
Sample_177,item3616,machine23,date305,1
Sample_177,item3616,machine29,date305,1
Sample_177,item5595,machine01,date312,39
Sample_177,item5595,machine05,date312,56
Sample_177,item5595,machine06,date312,16
Sample_177,item5595,machine17,date312,10
Sample_177,item5595,machine18,date312,86
Sample_177,item5595,machine20,date312,48
Sample_178,item1467,machine07,date040,4
Sample_178,item1467,machine08,date040,4
Sample_178,item1467,machine09,date040,1
Sample_178,item1467,machine14,date040,4
Sample_178,item1467,machine21,date040,1
Sample_178,item1467,machine22,date040,3
Sample_178,item1467,machine23,date040,4
Sample_178,item1467,machine31,date040,1
Sample_178,item1467,machine34,date040,3
Sample_178,item1467,machine35,date040,5
Sample_178,item4347,machine08,date150,2
Sample_178,item4347,machine09,date150,3
Sample_178,item4347,machine10,date150,5
Sample_178,item4347,machine21,date150,3
Sample_178,item4347,machine32,date150,4
Sample_178,item4347,machine33,date150,1
Sample_178,item3885,machine05,date222,5
Sample_178,item3885,machine29,date222,3
Sample_178,item5319,machine05,date287,2
Sample_178,item5319,machine06,date287,2
Sample_178,item5319,machine20,date287,3
Sample_178,item882,machine08,date290,2
Sample_178,item882,machine10,date290,2
Sample_178,item882,machine21,date290,2
Sample_178,item882,machine22,date290,2
Sample_178,item882,machine23,date290,2
Sample_178,item882,machine35,date290,1
Sample_179,item5725,machine09,date030,1
Sample_179,item1897,machine32,date052,2
Sample_179,item5055,machine04,date096,1
Sample_179,item5055,machine08,date096,5
Sample_179,item5055,machine09,date096,7
Sample_179,item5055,machine10,date096,2
Sample_179,item5055,machine14,date096,6
Sample_179,item5055,machine18,date096,2
Sample_179,item5055,machine21,date096,9
Sample_179,item5055,machine30,date096,6
Sample_179,item5055,machine31,date096,4
Sample_179,item5055,machine33,date096,4
Sample_179,item5055,machine34,date096,3
Sample_179,item5055,machine35,date096,10
Sample_179,item3991,machine28,date226,1
Sample_179,item6005,machine19,date257,4
Sample_179,item6005,machine21,date257,1
Sample_179,item5178,machine01,date309,2
Sample_179,item5178,machine03,date309,9
Sample_179,item5178,machine05,date309,5
Sample_179,item5178,machine06,date309,5
Sample_179,item5178,machine16,date309,3
Sample_179,item5178,machine19,date309,2
Sample_179,item5178,machine20,date309,10
Sample_179,item5178,machine32,date309,4
Sample_179,item5178,machine33,date309,1
Sample_180,item5186,machine04,date018,4
Sample_180,item5186,machine09,date018,3
Sample_180,item3843,machine29,date079,1
Sample_180,item3843,machine32,date079,1
Sample_180,item3843,machine33,date079,2
Sample_180,item3656,machine02,date143,7
Sample_180,item3656,machine06,date143,31
Sample_180,item3656,machine16,date143,25
Sample_180,item3656,machine19,date143,34
Sample_180,item5744,machine08,date146,3
Sample_180,item5744,machine09,date146,4
Sample_180,item5744,machine21,date146,3
Sample_180,item5744,machine23,date146,3
Sample_180,item5744,machine28,date146,4
Sample_180,item5744,machine29,date146,3
Sample_180,item5744,machine34,date146,3
Sample_180,item2942,machine32,date264,14
Sample_180,item5335,machine23,date298,76
Sample_180,item5842,machine23,date307,3
Sample_180,item1331,machine08,date350,1
Sample_180,item1331,machine09,date350,1
Sample_180,item1331,machine29,date350,1
Sample_181,item4246,machine30,date025,6
Sample_181,item1717,machine23,date040,12
Sample_181,item3021,machine20,date042,26
Sample_181,item3061,machine21,date048,15
Sample_181,item3061,machine32,date048,6
Sample_181,item3061,machine33,date048,13
Sample_181,item4896,machine32,date080,2
Sample_181,item3755,machine09,date095,30
Sample_181,item3755,machine32,date095,10
Sample_181,item1982,machine08,date099,12
Sample_181,item1982,machine23,date099,10
Sample_181,item1982,machine29,date099,2
Sample_181,item328,machine34,date177,1
Sample_181,item6152,machine04,date344,6
Sample_182,item1382,machine05,date079,4
Sample_182,item1382,machine06,date079,1
Sample_182,item1382,machine20,date079,6
Sample_182,item1927,machine04,date192,6
Sample_182,item1927,machine05,date192,6
Sample_182,item1927,machine06,date192,4
Sample_182,item3781,machine08,date196,1
Sample_182,item3781,machine09,date196,2
Sample_182,item3781,machine10,date196,3
Sample_182,item3781,machine14,date196,3
Sample_182,item3781,machine21,date196,4
Sample_182,item3781,machine28,date196,2
Sample_182,item3781,machine30,date196,3
Sample_182,item1636,machine29,date246,1
Sample_182,item832,machine06,date293,12
Sample_182,item6282,machine04,date316,4
Sample_182,item6282,machine07,date316,6
Sample_182,item6282,machine08,date316,2
Sample_182,item6282,machine21,date316,6
Sample_182,item6282,machine23,date316,5
Sample_182,item6282,machine30,date316,2
Sample_182,item6282,machine31,date316,6
Sample_182,item6282,machine32,date316,3
Sample_183,item3756,machine09,date065,36
Sample_183,item2154,machine23,date156,4
Sample_183,item6041,machine23,date156,1
Sample_183,item481,machine07,date220,1
Sample_183,item481,machine23,date220,2
Sample_183,item481,machine28,date220,1
Sample_183,item4735,machine04,date247,5
Sample_183,item4735,machine05,date247,7
Sample_183,item4735,machine08,date247,5
Sample_183,item4735,machine09,date247,1
Sample_183,item4735,machine10,date247,3
Sample_183,item4735,machine14,date247,6
Sample_183,item4735,machine21,date247,9
Sample_183,item4735,machine23,date247,9
Sample_183,item4735,machine28,date247,3
Sample_183,item4735,machine29,date247,4
Sample_183,item4735,machine30,date247,9
Sample_183,item4735,machine33,date247,6
Sample_183,item4735,machine34,date247,1
Sample_183,item4735,machine35,date247,5
Sample_184,item1112,machine08,date059,3
Sample_184,item1112,machine09,date059,3
Sample_184,item1112,machine23,date059,1
Sample_184,item4408,machine01,date087,8
Sample_184,item4408,machine05,date087,3
Sample_184,item4408,machine06,date087,5
Sample_184,item4408,machine16,date087,11
Sample_184,item4408,machine19,date087,1
Sample_184,item4408,machine32,date087,1
Sample_184,item6468,machine04,date146,1
Sample_184,item6468,machine05,date146,1
Sample_184,item6468,machine20,date146,1
Sample_184,item6468,machine33,date146,1
Sample_184,item2807,machine08,date255,1
Sample_184,item2807,machine21,date255,1
Sample_184,item2807,machine23,date255,1
Sample_184,item2807,machine28,date255,1
Sample_184,item35,machine07,date273,1
Sample_184,item35,machine34,date273,1
Sample_184,item1761,machine19,date342,3
Sample_184,item3725,machine06,date351,35
Sample_184,item3725,machine16,date351,1
Sample_184,item3725,machine19,date351,48
Sample_185,item5275,machine08,date042,2
Sample_185,item5275,machine22,date042,4
Sample_185,item5275,machine23,date042,1
Sample_185,item5275,machine28,date042,2
Sample_185,item5275,machine30,date042,1
Sample_185,item275,machine10,date054,1
Sample_185,item275,machine11,date054,2
Sample_185,item275,machine30,date054,2
Sample_185,item275,machine34,date054,1
Sample_185,item1805,machine33,date149,5
Sample_185,item3989,machine29,date191,2
Sample_185,item2689,machine10,date240,1
Sample_185,item2689,machine21,date240,1
Sample_185,item3406,machine23,date265,3
Sample_185,item2318,machine28,date272,2
Sample_185,item762,machine07,date317,1
Sample_185,item762,machine09,date317,1
Sample_185,item762,machine14,date317,1
Sample_185,item762,machine22,date317,1
Sample_185,item762,machine28,date317,1
Sample_186,item64,machine21,date009,1
Sample_186,item64,machine30,date009,1
Sample_186,item3163,machine08,date126,2
Sample_186,item3163,machine29,date126,1
Sample_186,item3163,machine32,date126,2
Sample_186,item3163,machine33,date126,3
Sample_186,item1656,machine19,date216,1
Sample_186,item5468,machine07,date241,2
Sample_186,item5468,machine08,date241,4
Sample_186,item5468,machine35,date241,1
Sample_186,item4358,machine05,date257,4
Sample_186,item4358,machine23,date257,1
Sample_187,item4062,machine05,date011,6
Sample_187,item4062,machine20,date011,6
Sample_187,item1390,machine10,date044,6
Sample_187,item1390,machine14,date044,4
Sample_187,item1390,machine21,date044,2
Sample_187,item1390,machine28,date044,3
Sample_187,item1390,machine29,date044,4
Sample_187,item1390,machine34,date044,3
Sample_187,item5119,machine01,date220,8
Sample_187,item5119,machine03,date220,9
Sample_187,item5119,machine05,date220,3
Sample_187,item5119,machine18,date220,4
Sample_187,item5119,machine20,date220,8
Sample_187,item5119,machine32,date220,6
Sample_187,item5119,machine33,date220,3
Sample_187,item5575,machine21,date287,3
Sample_187,item5575,machine22,date287,4
Sample_187,item5575,machine28,date287,2
Sample_187,item5575,machine31,date287,4
Sample_187,item5914,machine14,date363,2
Sample_187,item5914,machine21,date363,2
Sample_187,item5914,machine22,date363,3
Sample_187,item5914,machine23,date363,1
Sample_187,item5914,machine28,date363,2
Sample_187,item5914,machine29,date363,3
Sample_187,item5914,machine30,date363,2
Sample_188,item4065,machine06,date083,1
Sample_188,item5135,machine05,date106,25
Sample_188,item5135,machine09,date106,11
Sample_188,item5135,machine10,date106,14
Sample_188,item5135,machine21,date106,9
Sample_188,item5135,machine23,date106,11
Sample_188,item5135,machine28,date106,15
Sample_188,item5135,machine31,date106,9
Sample_188,item5135,machine34,date106,13
Sample_188,item5135,machine05,date136,19
Sample_188,item5135,machine09,date136,12
Sample_188,item5135,machine10,date136,21
Sample_188,item5135,machine21,date136,21
Sample_188,item5135,machine23,date136,5
Sample_188,item5135,machine28,date136,15
Sample_188,item5135,machine31,date136,25
Sample_188,item5135,machine34,date136,26
Sample_188,item2910,machine04,date147,9
Sample_188,item1620,machine04,date162,1
Sample_188,item1620,machine07,date162,1
Sample_188,item1620,machine08,date162,1
Sample_188,item1620,machine09,date162,1
Sample_188,item1620,machine10,date162,1
Sample_188,item1620,machine18,date162,1
Sample_188,item1620,machine20,date162,1
Sample_188,item1620,machine21,date162,1
Sample_188,item1620,machine23,date162,1
Sample_188,item1620,machine29,date162,1
Sample_188,item1620,machine30,date162,1
Sample_188,item1620,machine35,date162,1
Sample_188,item1716,machine23,date288,2
Sample_188,item5376,machine04,date325,1
Sample_188,item3538,machine05,date362,1
Sample_188,item3538,machine20,date362,2
Sample_188,item3538,machine33,date362,1
Sample_189,item1611,machine08,date040,2
Sample_189,item1611,machine09,date040,5
Sample_189,item1611,machine14,date040,4
Sample_189,item1611,machine21,date040,2
Sample_189,item1611,machine23,date040,2
Sample_189,item1611,machine26,date040,5
Sample_189,item1611,machine31,date040,2
Sample_189,item1611,machine34,date040,2
Sample_189,item1611,machine35,date040,1
Sample_189,item1340,machine10,date139,1
Sample_189,item3117,machine21,date171,5
Sample_189,item5302,machine08,date216,11
Sample_189,item5302,machine09,date216,2
Sample_189,item5302,machine10,date216,11
Sample_189,item5302,machine21,date216,2
Sample_189,item4460,machine01,date258,24
Sample_189,item4460,machine03,date258,2
Sample_189,item4460,machine16,date258,28
Sample_189,item4460,machine19,date258,9
Sample_189,item5923,machine08,date273,3
Sample_189,item5923,machine09,date273,10
Sample_189,item5923,machine10,date273,2
Sample_189,item5923,machine21,date273,5
Sample_189,item5923,machine22,date273,8
Sample_189,item3347,machine23,date307,4
Sample_189,item2964,machine31,date324,5
Sample_189,item1415,machine08,date346,5
Sample_189,item1415,machine22,date346,5
Sample_189,item1415,machine32,date346,6
Sample_189,item1415,machine33,date346,6
Sample_190,item6168,machine08,date036,5
Sample_190,item6168,machine28,date036,5
Sample_190,item3804,machine30,date052,1
Sample_190,item2356,machine23,date149,2
Sample_190,item6535,machine21,date151,2
Sample_190,item1215,machine03,date204,4
Sample_190,item1215,machine04,date204,23
Sample_190,item1215,machine07,date204,1
Sample_190,item1215,machine08,date204,6
Sample_190,item1215,machine09,date204,22
Sample_190,item1215,machine14,date204,21
Sample_190,item1215,machine20,date204,1
Sample_190,item1215,machine22,date204,23
Sample_190,item1215,machine28,date204,17
Sample_190,item1215,machine31,date204,20
Sample_190,item1215,machine32,date204,4
Sample_190,item1215,machine34,date204,21
Sample_190,item1215,machine35,date204,10
Sample_190,item6386,machine32,date337,2
Sample_190,item6386,machine33,date337,3
Sample_191,item1122,machine08,date017,1
Sample_191,item1122,machine09,date017,2
Sample_191,item1122,machine10,date017,4
Sample_191,item1122,machine14,date017,3
Sample_191,item1122,machine23,date017,3
Sample_191,item1122,machine28,date017,3
Sample_191,item1122,machine30,date017,3
Sample_191,item5138,machine32,date070,2
Sample_191,item5077,machine01,date093,3
Sample_191,item5077,machine06,date093,11
Sample_191,item5077,machine16,date093,13
Sample_191,item5077,machine20,date093,13
Sample_191,item4024,machine01,date105,6
Sample_191,item4024,machine02,date105,11
Sample_191,item4024,machine03,date105,10
Sample_191,item4024,machine16,date105,3
Sample_191,item4024,machine17,date105,17
Sample_191,item4024,machine19,date105,8
Sample_191,item5036,machine10,date179,1
Sample_191,item5036,machine28,date179,1
Sample_191,item3485,machine01,date231,12
Sample_191,item3485,machine05,date231,3
Sample_191,item3485,machine06,date231,8
Sample_191,item3485,machine19,date231,13
Sample_191,item3485,machine20,date231,7
Sample_191,item3485,machine32,date231,12
Sample_191,item3485,machine33,date231,16
Sample_191,item4655,machine08,date342,2
Sample_191,item4655,machine09,date342,4
Sample_191,item4655,machine10,date342,4
Sample_191,item4655,machine23,date342,2
Sample_191,item4824,machine09,date352,4
Sample_191,item4824,machine10,date352,7
Sample_191,item4824,machine21,date352,8
Sample_191,item4824,machine22,date352,1
Sample_191,item4824,machine23,date352,1
Sample_191,item4824,machine29,date352,8
Sample_191,item4824,machine30,date352,6
Sample_192,item710,machine03,date015,2
Sample_192,item710,machine14,date015,5
Sample_192,item1813,machine19,date235,4
Sample_192,item575,machine01,date267,13
Sample_192,item575,machine05,date267,15
Sample_192,item575,machine17,date267,3
Sample_192,item575,machine18,date267,19
Sample_192,item575,machine20,date267,19
Sample_192,item5034,machine23,date287,3
Sample_192,item970,machine10,date311,3
Sample_192,item970,machine22,date311,5
Sample_192,item1898,machine32,date329,2
Sample_192,item1898,machine33,date329,2
Sample_192,item2456,machine21,date346,1
Sample_192,item2665,machine01,date346,1
Sample_192,item2665,machine20,date346,1
Sample_192,item2665,machine32,date346,1
Sample_192,item2665,machine33,date346,1
Sample_193,item3888,machine05,date079,3
Sample_193,item3888,machine08,date079,1
Sample_193,item3888,machine09,date079,3
Sample_193,item3888,machine14,date079,1
Sample_193,item3888,machine23,date079,1
Sample_193,item3888,machine29,date079,1
Sample_193,item2928,machine01,date097,2
Sample_193,item2928,machine06,date097,3
Sample_193,item3024,machine32,date129,2
Sample_193,item4797,machine01,date145,3
Sample_193,item4797,machine03,date145,5
Sample_193,item4797,machine05,date145,4
Sample_193,item4797,machine06,date145,5
Sample_193,item4797,machine16,date145,3
Sample_193,item4797,machine17,date145,4
Sample_193,item4797,machine19,date145,3
Sample_193,item4797,machine20,date145,2
Sample_193,item4797,machine32,date145,3
Sample_193,item986,machine02,date181,3
Sample_193,item986,machine03,date181,6
Sample_193,item986,machine16,date181,5
Sample_193,item986,machine17,date181,2
Sample_193,item986,machine19,date181,10
Sample_193,item5015,machine01,date228,63
Sample_193,item5015,machine04,date228,30
Sample_193,item5015,machine05,date228,11
Sample_193,item3125,machine05,date247,8
Sample_193,item2647,machine10,date325,19
Sample_193,item5384,machine06,date327,7
Sample_193,item5384,machine17,date327,5
Sample_193,item5384,machine19,date327,3
Sample_194,item2969,machine08,date072,1
Sample_194,item2969,machine23,date072,1
Sample_194,item2213,machine09,date098,2
Sample_194,item2213,machine21,date098,2
Sample_194,item2213,machine23,date098,2
Sample_194,item2213,machine28,date098,1
Sample_194,item1199,machine08,date133,2
Sample_194,item1199,machine21,date133,3
Sample_194,item1432,machine01,date210,70
Sample_194,item1432,machine03,date210,40
Sample_194,item1432,machine05,date210,10
Sample_194,item1432,machine06,date210,77
Sample_194,item1432,machine16,date210,58
Sample_194,item1432,machine17,date210,27
Sample_194,item1432,machine19,date210,57
Sample_194,item2416,machine21,date313,1
Sample_195,item2317,machine20,date052,1
Sample_195,item2811,machine03,date120,5
Sample_195,item2811,machine10,date120,1
Sample_195,item2811,machine31,date120,4
Sample_195,item3743,machine29,date126,2
Sample_195,item2626,machine20,date141,1
Sample_195,item3409,machine08,date147,1
Sample_195,item2639,machine10,date159,2
Sample_195,item2639,machine23,date159,1
Sample_195,item2639,machine29,date159,4
Sample_195,item5304,machine08,date160,1
Sample_195,item5304,machine21,date160,1
Sample_195,item3365,machine10,date166,1
Sample_195,item2881,machine21,date364,1
Sample_195,item2881,machine30,date364,1
Sample_195,item2881,machine33,date364,1
Sample_196,item5760,machine01,date047,2
Sample_196,item5760,machine03,date047,2
Sample_196,item5760,machine06,date047,2
Sample_196,item5760,machine16,date047,3
Sample_196,item5621,machine23,date081,2
Sample_196,item5621,machine29,date081,1
Sample_196,item5547,machine22,date083,3
Sample_196,item5547,machine31,date083,1
Sample_196,item4298,machine08,date155,4
Sample_196,item4298,machine09,date155,1
Sample_196,item4298,machine30,date155,2
Sample_196,item4298,machine32,date155,3
Sample_196,item4298,machine33,date155,4
Sample_196,item6571,machine35,date157,1
Sample_196,item2393,machine33,date168,7
Sample_196,item2714,machine04,date181,7
Sample_196,item2714,machine05,date181,17
Sample_196,item2714,machine10,date181,28
Sample_196,item2714,machine14,date181,37
Sample_196,item2714,machine20,date181,40
Sample_196,item2714,machine21,date181,7
Sample_196,item2714,machine23,date181,19
Sample_196,item2714,machine28,date181,19
Sample_196,item1539,machine21,date228,9
Sample_196,item1210,machine19,date244,15
Sample_197,item12,machine04,date079,1
Sample_197,item12,machine08,date079,2
Sample_197,item12,machine09,date079,3
Sample_197,item12,machine16,date079,5
Sample_197,item12,machine29,date079,4
Sample_197,item6431,machine08,date165,1
Sample_197,item6431,machine09,date165,2
Sample_197,item2106,machine08,date187,1
Sample_197,item2106,machine09,date187,7
Sample_197,item2106,machine33,date187,7
Sample_197,item891,machine01,date192,19
Sample_197,item891,machine03,date192,4
Sample_197,item891,machine05,date192,5
Sample_197,item891,machine06,date192,17
Sample_197,item891,machine16,date192,17
Sample_197,item891,machine18,date192,4
Sample_197,item891,machine20,date192,8
Sample_197,item891,machine32,date192,8
Sample_197,item3520,machine34,date213,6
Sample_197,item3520,machine35,date213,4
Sample_197,item5939,machine31,date290,1
Sample_197,item5939,machine32,date290,1
Sample_198,item2422,machine19,date085,4
Sample_198,item4008,machine05,date102,2
Sample_198,item112,machine10,date144,1
Sample_198,item112,machine22,date144,1
Sample_198,item112,machine23,date144,1
Sample_198,item112,machine28,date144,1
Sample_198,item4040,machine08,date168,1
Sample_198,item4040,machine32,date168,2
Sample_198,item4040,machine35,date168,2
Sample_198,item5154,machine10,date175,9
Sample_198,item5154,machine28,date175,4
Sample_198,item5154,machine29,date175,5
Sample_198,item3857,machine03,date296,1
Sample_198,item3857,machine06,date296,1
Sample_198,item3857,machine16,date296,3
Sample_198,item3857,machine17,date296,2
Sample_198,item3857,machine19,date296,2
Sample_198,item3857,machine20,date296,2
Sample_198,item4009,machine08,date319,2
Sample_198,item4009,machine09,date319,5
Sample_198,item4009,machine10,date319,1
Sample_198,item4009,machine21,date319,5
Sample_198,item4009,machine22,date319,2
Sample_198,item4009,machine23,date319,2
Sample_198,item4009,machine28,date319,1
Sample_198,item4009,machine29,date319,1
Sample_199,item247,machine07,date009,1
Sample_199,item247,machine28,date009,1
Sample_199,item247,machine31,date009,1
Sample_199,item247,machine34,date009,1
Sample_199,item3488,machine28,date026,1
Sample_199,item3828,machine19,date041,6
Sample_199,item3828,machine20,date041,4
Sample_199,item3828,machine32,date041,9
Sample_199,item2376,machine05,date128,3
Sample_199,item2628,machine10,date238,1
Sample_199,item4132,machine30,date278,5
Sample_199,item6572,machine28,date289,2
Sample_199,item4164,machine03,date306,5
Sample_199,item4164,machine06,date306,4
Sample_199,item4164,machine19,date306,7
Sample_200,item3173,machine21,date035,13
Sample_200,item5361,machine04,date105,9
Sample_200,item5361,machine18,date105,9
Sample_200,item5361,machine28,date105,7
Sample_200,item5361,machine35,date105,8
Sample_200,item3234,machine04,date121,1
Sample_200,item2011,machine23,date199,4
Sample_200,item2308,machine08,date213,3
Sample_200,item3507,machine23,date235,9
Sample_200,item3507,machine33,date235,7
Sample_200,item3762,machine05,date259,1
Sample_200,item5261,machine20,date319,3
Sample_200,item1816,machine23,date353,12
Sample_201,item2741,machine05,date062,1
Sample_201,item2741,machine20,date062,2
Sample_201,item5756,machine04,date120,1
Sample_201,item3936,machine05,date179,16
Sample_201,item3936,machine09,date179,14
Sample_201,item3936,machine10,date179,21
Sample_201,item3936,machine20,date179,20
Sample_201,item3936,machine29,date179,3
Sample_201,item675,machine23,date196,1
Sample_201,item435,machine14,date199,7
Sample_201,item435,machine31,date199,2
Sample_201,item6049,machine21,date294,1
Sample_201,item6049,machine23,date294,3
Sample_201,item5003,machine06,date326,16
Sample_201,item5003,machine19,date326,6
Sample_202,item2616,machine06,date074,23
Sample_202,item2616,machine16,date074,5
Sample_202,item2616,machine19,date074,7
Sample_202,item440,machine08,date089,2
Sample_202,item5081,machine04,date168,10
Sample_202,item5081,machine10,date168,4
Sample_202,item5081,machine21,date168,17
Sample_202,item5081,machine23,date168,10
Sample_202,item4655,machine08,date182,5
Sample_202,item4655,machine09,date182,5
Sample_202,item4655,machine10,date182,2
Sample_202,item4655,machine21,date182,4
Sample_202,item4655,machine23,date182,5
Sample_202,item831,machine01,date190,2
Sample_202,item831,machine03,date190,3
Sample_202,item831,machine06,date190,1
Sample_202,item831,machine16,date190,2
Sample_202,item831,machine17,date190,3
Sample_202,item831,machine19,date190,2
Sample_202,item5749,machine03,date215,1
Sample_202,item5749,machine08,date215,3
Sample_202,item5749,machine09,date215,1
Sample_202,item5749,machine10,date215,1
Sample_202,item5749,machine14,date215,1
Sample_202,item5749,machine28,date215,3
Sample_202,item3985,machine10,date260,3
Sample_202,item1819,machine09,date297,1
Sample_202,item1819,machine29,date297,1
Sample_203,item2406,machine10,date002,2
Sample_203,item3702,machine32,date003,20
Sample_203,item414,machine08,date031,7
Sample_203,item414,machine09,date031,9
Sample_203,item414,machine31,date031,5
Sample_203,item4169,machine04,date060,19
Sample_203,item4169,machine10,date060,8
Sample_203,item4169,machine14,date060,10
Sample_203,item4169,machine21,date060,14
Sample_203,item4169,machine23,date060,9
Sample_203,item4169,machine28,date060,18
Sample_203,item4169,machine29,date060,20
Sample_203,item1773,machine01,date121,5
Sample_203,item1773,machine23,date121,4
Sample_203,item515,machine05,date226,25
Sample_203,item515,machine06,date226,5
Sample_203,item515,machine19,date226,53
Sample_203,item5695,machine30,date315,1
Sample_203,item4482,machine23,date322,13
Sample_203,item4482,machine30,date322,15
Sample_203,item4482,machine34,date322,5
Sample_203,item4696,machine01,date339,14
Sample_203,item4696,machine05,date339,9
Sample_203,item4696,machine20,date339,10
Sample_203,item4696,machine32,date339,10
Sample_203,item980,machine32,date358,22
Sample_204,item6141,machine24,date062,7
Sample_204,item4959,machine01,date091,1
Sample_204,item4959,machine03,date091,1
Sample_204,item4959,machine06,date091,1
Sample_204,item4959,machine07,date091,1
Sample_204,item4959,machine19,date091,1
Sample_204,item4959,machine32,date091,1
Sample_204,item2525,machine23,date092,1
Sample_204,item3014,machine20,date097,1
Sample_204,item3014,machine32,date097,1
Sample_204,item5994,machine05,date144,1
Sample_204,item5994,machine08,date144,1
Sample_204,item5994,machine19,date144,1
Sample_204,item5994,machine32,date144,1
Sample_204,item5994,machine33,date144,1
Sample_204,item6218,machine01,date154,26
Sample_204,item6218,machine03,date154,32
Sample_204,item6218,machine06,date154,4
Sample_204,item6218,machine16,date154,10
Sample_204,item6218,machine19,date154,22
Sample_204,item2331,machine08,date247,8
Sample_204,item2331,machine21,date247,6
Sample_204,item3580,machine08,date248,1
Sample_204,item3658,machine20,date295,1
Sample_205,item4439,machine04,date044,1
Sample_205,item4439,machine09,date044,1
Sample_205,item4439,machine10,date044,1
Sample_205,item4439,machine28,date044,1
Sample_205,item143,machine05,date062,1
Sample_205,item3539,machine29,date177,4
Sample_205,item5830,machine35,date227,1
