item_id,machine_id,capacity
item6233,machine05,50.22
item789,machine31,1.85
item1050,machine14,2.57
item5044,machine21,2.22
item325,machine22,1.65
item1050,machine23,17.5
item5528,machine21,30.0
item5044,machine10,2.0
item3075,machine20,16.0
item789,machine21,2.16
item3322,machine19,3.0
item6333,machine28,3.2
item1858,machine23,7.5
item333,machine31,2.01
item3745,machine32,26.86
item114,machine22,1.0
item5922,machine21,3.17
item3745,machine03,23.0
item5922,machine10,3.83
item333,machine30,1.77
item6333,machine09,3.87
item672,machine22,1.57
item333,machine22,1.77
item4750,machine28,10.06
item3745,machine05,22.68
item6333,machine07,5.83
item333,machine10,1.5
item4750,machine31,7.37
item3745,machine20,23.27
item5922,machine22,3.6
item5922,machine08,3.16
item5922,machine09,3.15
item3322,machine01,2.96
item333,machine34,1.67
item4750,machine10,11.6
item6333,machine30,3.58
item4750,machine21,14.92
item4750,machine04,12.67
item672,machine34,1.22
item3745,machine01,22.5
item6372,machine03,34.0
item4740,machine10,4.09
item324,machine01,2.0
item3538,machine20,15.0
item6372,machine32,20.5
item324,machine24,2.0
item324,machine22,2.0
item2205,machine28,4.83
item6372,machine20,21.72
item3538,machine05,15.0
item6372,machine19,19.0
item3538,machine33,15.75
item2205,machine08,3.0
item6372,machine05,25.29
item1905,machine10,2.5
item6372,machine01,24.5
item6372,machine04,20.5
item3776,machine10,4.33
item3674,machine10,1.5
item191,machine11,2.0
item3776,machine23,3.94
item5876,machine23,4.17
item3793,machine29,3.34
item4027,machine21,3.61
item4027,machine08,4.19
item3793,machine28,1.83
item48,machine29,1.87
item2783,machine21,1.0
item574,machine10,7.87
item574,machine08,8.0
item939,machine23,6.56
item961,machine23,4.87
item939,machine14,5.02
item762,machine10,10.3
item762,machine28,10.46
item762,machine07,8.82
item762,machine22,8.95
item762,machine23,12.42
item762,machine04,10.21
item939,machine34,6.25
item939,machine08,6.0
item939,machine28,5.33
item762,machine34,10.17
item762,machine08,8.72
item762,machine14,9.31
item762,machine35,8.56
item5540,machine29,15.53
item939,machine31,5.82
item762,machine21,9.72
item762,machine12,8.12
item762,machine18,13.0
item762,machine20,9.12
item961,machine33,5.19
item762,machine31,8.88
item5540,machine14,10.44
item5540,machine35,13.12
item961,machine32,7.07
item939,machine21,8.92
item5664,machine05,42.0
item5540,machine09,8.82
item939,machine04,7.47
item762,machine30,10.55
item939,machine22,6.85
item6236,machine30,2.0
item939,machine35,5.57
item773,machine21,1.87
item1300,machine10,5.33
item762,machine09,9.51
item5540,machine08,8.88
item1300,machine09,18.33
item939,machine09,6.62
item773,machine28,2.33
item6073,machine37,6.5
item6073,machine05,6.67
item3747,machine19,32.08
item6604,machine09,5.27
item2982,machine21,2.0
item1033,machine28,11.54
item1033,machine33,9.95
item1033,machine35,9.65
item1681,machine33,6.17
item2988,machine02,720.0
item1033,machine01,1.0
item6604,machine08,4.95
item6073,machine01,6.67
item4038,machine33,21.0
item6604,machine04,6.69
item3653,machine29,16.63
item4038,machine19,20.0
item6604,machine21,6.37
item6604,machine28,6.66
item1033,machine08,8.5
item1033,machine10,10.0
item3747,machine06,46.0
item4038,machine06,4.0
item1033,machine21,9.81
item6073,machine09,3.75
item6604,machine10,6.7
item6604,machine16,23.0
item6073,machine08,5.5
item5424,machine19,41.0
item1033,machine14,9.63
item3747,machine03,41.67
item3747,machine17,10.0
item6073,machine23,6.65
item4038,machine05,17.24
item6604,machine30,6.52
item4038,machine20,3.5
item1033,machine09,13.23
item6604,machine14,8.97
item1033,machine34,2.42
item6073,machine30,6.5
item3747,machine16,57.0
item1681,machine32,5.83
item1033,machine07,12.07
item3747,machine01,10.88
item4038,machine32,10.88
item1033,machine23,10.82
item6073,machine31,6.46
item5101,machine06,20.0
item6243,machine04,30.56
item928,machine35,4.23
item5101,machine05,22.67
item3149,machine21,6.82
item6243,machine05,54.62
item1957,machine33,5.23
item4489,machine23,6.99
item1518,machine05,14.5
item6243,machine20,27.53
item1957,machine08,5.56
item3149,machine10,3.78
item4489,machine28,10.0
item3149,machine28,3.4
item3149,machine23,4.5
item928,machine34,3.32
item1957,machine09,5.72
item4489,machine21,9.67
item175,machine22,1.9
item175,machine23,2.0
item4417,machine23,3.53
item4294,machine10,20.59
item4294,machine04,22.5
item6606,machine28,14.63
item3090,machine04,45.0
item2220,machine04,6.67
item2220,machine23,6.67
item175,machine28,0.7
item4417,machine22,2.64
item4417,machine28,3.06
item175,machine10,0.6
item6606,machine20,10.32
item5884,machine22,6.0
item2220,machine08,6.55
item3184,machine23,2.0
item6606,machine09,5.5
item6606,machine04,11.06
item6169,machine21,8.05
item3090,machine03,27.5
item2220,machine09,6.67
item175,machine21,2.07
item4417,machine08,3.08
item2605,machine23,3.5
item6169,machine09,7.28
item2220,machine28,6.67
item2220,machine21,6.67
item2220,machine30,4.67
item4294,machine28,9.5
item6169,machine23,8.0
item3090,machine20,39.58
item5884,machine23,5.0
item3184,machine28,1.42
item5547,machine22,4.15
item3585,machine21,5.67
item6410,machine10,1.6
item5547,machine34,4.09
item3585,machine10,11.88
item3576,machine08,1.3
item2719,machine21,0.75
item6410,machine28,5.28
item5547,machine31,4.19
item5778,machine09,1.33
item3554,machine23,5.0
item208,machine11,4.27
item208,machine28,4.5
item5957,machine28,5.0
item2168,machine01,8.0
item208,machine20,5.0
item2168,machine06,7.67
item4269,machine23,1.85
item6208,machine23,11.52
item4127,machine20,59.0
item208,machine07,4.07
item4238,machine05,58.92
item208,machine31,4.91
item2168,machine03,8.0
item4127,machine05,44.0
item6208,machine08,11.0
item5957,machine23,5.42
item2168,machine19,7.67
item208,machine04,6.14
item5685,machine22,2.07
item5043,machine28,15.44
item5680,machine32,9.0
item403,machine16,13.75
item5628,machine21,4.0
item3324,machine33,2.29
item4267,machine22,1.0
item3845,machine29,2.0
item5680,machine21,4.5
item5043,machine09,8.08
item403,machine03,16.0
item403,machine06,32.96
item5043,machine04,17.38
item403,machine32,16.25
item403,machine20,29.5
item4267,machine29,1.0
item403,machine05,28.53
item3324,machine32,2.67
item404,machine34,4.92
item4267,machine30,5.18
item403,machine18,8.0
item404,machine14,3.57
item2069,machine23,3.0
item403,machine19,24.69
item5043,machine10,9.44
item5173,machine10,4.12
item884,machine10,6.0
item4288,machine19,13.0
item4250,machine30,1.83
item884,machine29,7.53
item3956,machine29,4.17
item5173,machine21,3.5
item4250,machine08,4.5
item4250,machine21,1.51
item5173,machine32,4.78
item4542,machine06,100.0
item5173,machine23,3.95
item884,machine08,5.33
item5173,machine09,3.75
item884,machine09,6.83
item884,machine28,6.0
item4250,machine22,2.45
item5173,machine33,4.44
item5003,machine06,186.25
item1817,machine23,4.0
item3956,machine22,6.85
item5173,machine30,4.13
item4288,machine06,28.33
item5173,machine28,4.17
item5173,machine08,3.81
item884,machine21,5.0
item3956,machine28,6.67
item5003,machine19,80.0
item2615,machine16,85.61
item5913,machine04,8.0
item3589,machine05,107.11
item420,machine06,18.0
item5709,machine30,1.0
item420,machine05,24.92
item5913,machine20,15.0
item2615,machine01,75.0
item5848,machine14,1.55
item2615,machine06,79.14
item420,machine16,16.0
item2230,machine21,4.5
item6197,machine19,14.89
item2615,machine17,89.48
item2615,machine19,79.04
item420,machine01,15.6
item420,machine19,16.18
item6080,machine05,66.76
item399,machine14,6.0
item853,machine34,6.0
item399,machine21,7.64
item2537,machine21,4.67
item853,machine31,5.15
item945,machine16,74.29
item399,machine04,6.32
item1598,machine05,15.67
item4883,machine21,9.57
item853,machine35,5.5
item399,machine09,8.83
item853,machine10,4.75
item853,machine22,4.63
item4883,machine23,11.0
item853,machine23,6.5
item4883,machine09,12.74
item853,machine21,5.28
item945,machine06,75.7
item853,machine30,7.0
item399,machine34,4.9
item4717,machine08,2.0
item853,machine16,4.0
item4717,machine09,1.46
item945,machine02,75.0
item853,machine05,8.0
item1774,machine29,7.83
item399,machine23,6.47
item853,machine02,4.0
item853,machine08,4.52
item4883,machine07,13.85
item853,machine29,4.67
item4717,machine21,1.33
item853,machine28,4.81
item945,machine19,80.57
item1774,machine23,5.0
item2466,machine21,6.0
item853,machine04,6.2
item853,machine09,4.59
item4883,machine14,13.04
item853,machine14,4.44
item945,machine03,88.65
item1750,machine33,6.0
item84,machine31,1.5
item2514,machine21,2.88
item1525,machine23,2.95
item778,machine21,4.09
item2514,machine28,4.0
item431,machine01,3.0
item431,machine23,9.83
item4058,machine09,1.17
item5745,machine23,9.0
item4058,machine32,1.13
item1525,machine34,6.25
item97,machine21,2.25
item778,machine23,5.83
item4058,machine30,0.44
item1525,machine10,5.82
item4058,machine21,0.93
item1525,machine28,5.83
item778,machine28,5.82
item4058,machine08,1.21
item2514,machine10,2.84
item1525,machine21,9.26
item830,machine30,40.0
item6108,machine23,11.41
item5597,machine07,2.9
item5597,machine30,2.15
item5597,machine35,2.93
item2749,machine21,1.83
item5597,machine21,2.87
item5598,machine09,4.25
item5598,machine08,3.58
item5598,machine23,5.74
item5598,machine28,3.82
item2677,machine08,2.25
item6108,machine09,8.75
item5597,machine10,0.9
item5597,machine29,0.9
item5597,machine28,0.93
item3372,machine29,2.0
item960,machine03,19.33
item5597,machine22,1.38
item2972,machine21,2.83
item517,machine05,43.0
item517,machine06,29.18
item1593,machine29,2.5
item1609,machine22,3.83
item1515,machine05,14.75
item1786,machine20,17.0
item6607,machine03,28.84
item1609,machine34,5.5
item6607,machine06,21.13
item4130,machine09,4.83
item4699,machine10,4.25
item517,machine01,36.0
item517,machine33,18.0
item517,machine16,32.0
item517,machine19,27.32
item1866,machine23,6.5
item6607,machine01,25.0
item517,machine32,17.8
item517,machine03,41.0
item6607,machine19,20.73
item1786,machine05,17.0
item6177,machine10,25.0
item690,machine23,4.72
item3002,machine10,8.5
item3002,machine29,8.5
item690,machine10,5.81
item2082,machine28,1.17
item3002,machine09,7.33
item5208,machine28,3.82
item5560,machine30,2.92
item3002,machine28,8.5
item690,machine29,10.29
item5208,machine23,8.0
item690,machine34,2.82
item6177,machine19,200.0
item3002,machine21,7.0
item3002,machine08,7.32
item3187,machine20,18.0
item5189,machine23,2.58
item5189,machine28,2.0
item1532,machine33,10.8
item3759,machine21,1.05
item3759,machine29,1.08
item2134,machine28,3.75
item3654,machine35,6.0
item5160,machine05,40.0
item3759,machine22,4.68
item3598,machine32,19.5
item5189,machine10,2.0
item3759,machine08,2.51
item3759,machine09,3.5
item5160,machine32,39.17
item3598,machine33,24.0
item6141,machine24,3.67
item3759,machine10,3.0
item2601,machine21,1.33
item765,machine21,1.27
item6529,machine14,3.54
item6529,machine21,4.17
item765,machine35,4.37
item6152,machine04,15.0
item6529,machine07,3.55
item765,machine01,1.0
item6529,machine23,4.12
item2214,machine10,3.5
item1908,machine29,3.5
item765,machine07,2.52
item765,machine08,2.5
item6529,machine09,3.85
item1699,machine09,3.75
item1699,machine08,5.08
item765,machine09,4.27
item1201,machine23,6.82
item4312,machine03,7.0
item4312,machine06,21.2
item866,machine08,4.0
item4312,machine19,45.0
item5791,machine25,1.89
item3870,machine28,4.14
item866,machine21,10.92
item5791,machine29,1.81
item1201,machine21,4.82
item469,machine23,7.71
item2646,machine10,7.91
item4000,machine16,51.29
item4000,machine06,57.02
item4325,machine30,5.72
item4000,machine17,72.04
item1428,machine34,4.63
item658,machine03,12.6
item2673,machine10,3.79
item658,machine32,7.25
item658,machine19,11.72
item658,machine01,2.0
item5537,machine28,1.17
item5537,machine29,1.83
item4325,machine22,3.0
item3800,machine06,105.5
item4000,machine19,56.08
item4325,machine23,1.0
item3436,machine02,427.07
item2673,machine28,1.29
item6272,machine06,9.0
item4825,machine19,32.0
item5265,machine30,1.87
item6488,machine09,5.62
item6272,machine01,19.1
item5159,machine05,6.17
item5592,machine22,3.62
item1202,machine10,9.6
item4825,machine17,45.0
item6272,machine32,10.52
item284,machine30,1.75
item284,machine22,2.0
item5159,machine19,21.49
item6272,machine19,15.76
item5592,machine14,9.37
item1202,machine28,8.0
item5159,machine06,22.62
item4825,machine06,39.55
item5592,machine06,7.62
item5592,machine10,4.28
item6272,machine20,6.31
item6488,machine07,4.07
item5159,machine01,5.0
item284,machine26,2.0
item5592,machine33,7.5
item6488,machine22,4.33
item5592,machine21,4.98
item6488,machine34,4.17
item4825,machine05,31.38
item5592,machine09,7.0
item5592,machine28,3.0
item284,machine15,2.0
item6272,machine17,12.5
item6272,machine33,18.38
item2301,machine23,8.5
item6488,machine23,4.4
item6272,machine05,12.7
item5592,machine08,4.04
item5592,machine23,4.0
item1202,machine21,7.83
item1202,machine30,4.9
item5592,machine32,6.0
item6488,machine35,3.83
item2233,machine21,1.83
item5592,machine04,9.0
item5592,machine29,5.48
item4825,machine20,37.5
item5495,machine21,2.76
item4639,machine04,15.0
item5209,machine21,1.5
item5786,machine09,4.33
item1496,machine33,17.0
item5495,machine28,2.79
item2579,machine03,11.0
item1496,machine32,15.94
item5786,machine25,2.5
item5495,machine22,3.38
item5495,machine23,4.0
item5209,machine10,1.86
item2391,machine21,10.67
item5495,machine09,2.5
item2391,machine10,9.1
item1496,machine01,27.0
item1496,machine03,17.57
item4643,machine23,3.02
item5786,machine22,4.82
item4639,machine05,19.75
item2391,machine28,10.67
item2391,machine23,10.78
item5209,machine28,3.03
item1496,machine16,17.05
item2579,machine06,11.0
item1496,machine19,15.0
item4639,machine29,13.93
item5495,machine08,3.69
item5786,machine08,3.42
item5209,machine23,1.75
item4051,machine28,10.72
item2811,machine03,1.5
item1362,machine28,4.63
item2803,machine23,3.25
item4051,machine23,12.5
item2536,machine21,1.48
item2811,machine31,7.5
item4051,machine32,13.0
item1362,machine10,2.52
item2186,machine23,16.88
item4051,machine05,13.0
item2820,machine28,2.0
item2811,machine10,6.0
item2536,machine23,2.0
item4051,machine29,10.0
item4051,machine21,12.25
item4051,machine30,10.97
item2543,machine10,1.5
item4051,machine10,12.34
item4051,machine33,13.0
item1209,machine06,23.36
item1209,machine05,19.79
item1209,machine03,12.67
item4640,machine23,1.0
item289,machine25,2.0
item1209,machine16,27.83
item6612,machine34,4.49
item6612,machine31,3.6
item1209,machine33,5.09
item6612,machine29,1.25
item1209,machine18,14.0
item6612,machine35,4.47
item4694,machine28,10.83
item4694,machine04,17.0
item6612,machine07,5.46
item6612,machine33,1.32
item1209,machine20,12.83
item1209,machine31,26.0
item4131,machine30,6.28
item6612,machine21,3.7
item6612,machine10,1.11
item1821,machine23,2.0
item379,machine08,0.91
item6612,machine08,4.43
item2328,machine21,18.0
item4640,machine21,1.33
item6612,machine14,4.5
item1209,machine32,14.88
item4694,machine05,15.0
item4131,machine29,7.55
item6612,machine30,2.33
item6612,machine23,3.33
item6612,machine09,5.12
item6612,machine22,4.52
item379,machine30,0.76
item1209,machine19,20.75
item6612,machine28,1.46
item1209,machine01,6.67
item2668,machine08,0.67
item4859,machine21,3.92
item5190,machine06,16.5
item5190,machine01,35.0
item6382,machine32,11.83
item6382,machine03,18.0
item5190,machine32,14.0
item2610,machine10,4.0
item6175,machine23,5.82
item5190,machine19,22.0
item1200,machine23,3.89
item4859,machine09,1.0
item6525,machine31,6.17
item6175,machine30,10.47
item6525,machine09,5.57
item6382,machine16,16.0
item6525,machine35,5.92
item6525,machine34,6.28
item6525,machine04,6.26
item6525,machine03,6.0
item6525,machine08,6.25
item4859,machine22,3.03
item6525,machine20,7.6
item5092,machine08,2.0
item5803,machine32,8.07
item5803,machine21,8.75
item4225,machine22,4.32
item5803,machine05,6.0
item4683,machine06,17.5
item1031,machine30,9.68
item4683,machine03,54.0
item1031,machine14,6.5
item5803,machine23,6.2
item4225,machine08,3.33
item5803,machine04,7.61
item4683,machine16,9.0
item5803,machine30,8.83
item2989,machine02,930.0
item1031,machine22,9.83
item5803,machine34,7.42
item3478,machine09,4.07
item5803,machine08,7.83
item4225,machine09,3.42
item4225,machine14,3.5
item4225,machine23,3.25
item1031,machine08,10.83
item4225,machine30,3.97
item5000,machine03,46.67
item4225,machine28,3.03
item3478,machine08,2.72
item3478,machine28,4.41
item1031,machine23,11.08
item5000,machine06,45.48
item6526,machine31,7.0
item1031,machine07,8.38
item1031,machine28,11.32
item1031,machine31,7.67
item3478,machine21,2.74
item1031,machine09,10.08
item4225,machine21,3.28
item6446,machine01,45.0
item5803,machine31,6.65
item6526,machine07,6.0
item653,machine09,5.68
item1014,machine19,16.87
item5699,machine01,3.0
item1014,machine01,14.75
item653,machine05,8.0
item1014,machine33,11.03
item653,machine20,3.0
item561,machine23,5.52
item653,machine04,7.75
item1380,machine16,38.0
item3892,machine29,22.6
item1380,machine01,32.0
item1014,machine32,11.19
item5699,machine32,1.5
item561,machine34,5.7
item2499,machine21,12.82
item1380,machine05,25.0
item1014,machine03,16.0
item3655,machine10,1.54
item1563,machine19,21.02
item3360,machine23,0.83
item6142,machine22,2.62
item801,machine23,17.6
item1563,machine16,38.0
item3655,machine23,1.6
item6142,machine34,3.57
item3922,machine22,3.77
item1563,machine03,32.0
item3360,machine21,0.92
item801,machine04,16.64
item4189,machine29,2.0
item801,machine10,16.31
item3655,machine22,2.65
item801,machine29,13.63
item6142,machine21,2.37
item3691,machine05,28.0
item3922,machine28,3.33
item3922,machine14,4.0
item6142,machine28,2.53
item3412,machine01,5.0
item801,machine21,17.04
item801,machine28,15.73
item3360,machine10,0.67
item6142,machine31,2.75
item3655,machine21,2.17
item2662,machine21,2.0
item3192,machine08,3.52
item2195,machine28,2.33
item3192,machine29,3.0
item3192,machine30,4.17
item1512,machine05,18.92
item3192,machine23,3.25
item2690,machine28,3.22
item1758,machine06,70.0
item1758,machine19,70.0
item3192,machine10,2.5
item2721,machine28,2.92
item3192,machine32,2.62
item3192,machine21,3.21
item3192,machine33,3.85
item3192,machine09,3.87
item4588,machine23,0.5
item4901,machine06,38.05
item3393,machine09,4.37
item5074,machine10,6.09
item3393,machine34,1.33
item5074,machine23,4.55
item5074,machine28,6.55
item3393,machine08,2.12
item5074,machine04,3.91
item2996,machine09,5.0
item3393,machine23,4.21
item6035,machine09,5.09
item3393,machine35,2.0
item3393,machine28,2.78
item6053,machine16,31.78
item5640,machine32,19.67
item6053,machine19,38.04
item6053,machine17,37.92
item5640,machine20,28.0
item6053,machine06,35.09
item1658,machine33,6.33
item1658,machine32,6.17
item3393,machine21,2.17
item1716,machine23,5.0
item2996,machine21,4.33
item4789,machine23,3.77
item4696,machine01,8.0
item4696,machine05,16.0
item4789,machine22,5.05
item1460,machine23,10.63
item4789,machine08,2.63
item1724,machine22,4.83
item1460,machine10,10.42
item2331,machine21,5.67
item1460,machine21,9.99
item1460,machine14,9.47
item1724,machine09,9.83
item5626,machine23,3.1
item4696,machine20,6.0
item1460,machine09,12.34
item4696,machine32,13.5
item1460,machine28,8.91
item2331,machine08,2.17
item3051,machine23,7.17
item1460,machine33,12.65
item6459,machine09,3.9
item01,machine09,9.5
item3051,machine21,2.83
item1460,machine04,9.17
item4789,machine21,3.09
item3114,machine05,20.5
item4789,machine09,3.36
item1460,machine08,10.17
item5151,machine09,3.62
item5034,machine23,3.8
item3497,machine08,2.0
item5151,machine28,4.83
item5921,machine29,4.6
item3825,machine09,4.24
item2226,machine10,2.92
item5921,machine05,4.65
item4113,machine28,16.18
item4113,machine23,11.09
item160,machine09,4.67
item3825,machine08,3.52
item160,machine24,2.0
item3825,machine30,3.22
item5151,machine30,1.63
item1743,machine33,7.83
item3825,machine21,2.62
item5151,machine23,2.0
item3825,machine10,3.0
item1743,machine08,4.92
item3825,machine28,4.17
item5921,machine04,6.25
item1250,machine14,6.22
item5306,machine14,6.2
item643,machine17,36.56
item4958,machine09,6.07
item1250,machine09,6.96
item1250,machine16,0.96
item643,machine16,40.09
item667,machine10,9.69
item643,machine19,35.69
item1250,machine20,7.72
item4958,machine14,7.21
item5306,machine08,5.67
item5519,machine31,4.82
item1250,machine31,6.67
item667,machine29,11.56
item4958,machine10,7.83
item667,machine34,11.27
item5306,machine21,5.75
item5306,machine28,5.33
item643,machine06,35.97
item4958,machine08,5.55
item4432,machine31,1.92
item667,machine21,9.46
item5519,machine34,4.5
item5519,machine35,4.47
item1250,machine35,6.8
item3912,machine09,5.58
item4958,machine21,7.75
item5519,machine29,3.95
item1250,machine04,6.32
item667,machine28,11.54
item1602,machine22,1.33
item4432,machine08,2.44
item643,machine03,46.43
item643,machine01,41.88
item667,machine23,8.65
item258,machine11,3.0
item5997,machine14,6.95
item1044,machine32,17.3
item258,machine31,3.28
item360,machine31,4.15
item360,machine08,3.37
item258,machine34,3.19
item258,machine35,3.02
item360,machine35,3.96
item258,machine21,2.82
item360,machine28,3.52
item360,machine23,3.92
item1680,machine08,3.5
item1044,machine06,27.42
item360,machine29,3.87
item3684,machine10,3.5
item3336,machine09,1.75
item258,machine25,4.0
item1044,machine03,25.0
item1044,machine05,37.71
item360,machine14,1.0
item3684,machine09,4.33
item360,machine20,4.07
item1044,machine16,50.0
item3684,machine28,20.0
item5109,machine32,3.67
item3684,machine08,1.67
item258,machine15,3.0
item258,machine07,3.82
item1044,machine19,36.5
item360,machine30,6.0
item1044,machine02,5.0
item1044,machine01,28.0
item360,machine09,5.22
item360,machine34,3.53
item3684,machine23,1.32
item4382,machine03,10.0
item4382,machine06,41.82
item2739,machine21,14.33
item650,machine28,7.8
item5442,machine21,2.33
item4382,machine17,10.0
item5442,machine31,2.75
item650,machine08,5.67
item4382,machine16,50.0
item650,machine21,10.0
item5442,machine09,2.25
item5442,machine10,2.5
item4382,machine01,10.0
item4174,machine19,97.0
item650,machine29,14.65
item650,machine10,9.05
item4382,machine19,38.54
item5442,machine28,2.29
item2180,machine06,18.0
item650,machine04,7.32
item5442,machine14,4.0
item1691,machine20,24.0
item3486,machine05,21.5
item5060,machine32,6.05
item694,machine21,1.83
item5060,machine21,4.62
item5060,machine33,6.21
item3486,machine16,40.0
item6373,machine30,10.8
item694,machine22,1.86
item3486,machine19,7.5
item5060,machine09,6.44
item4522,machine21,2.02
item3742,machine29,12.7
item5060,machine08,4.0
item5060,machine10,7.0
item1839,machine23,4.33
item3486,machine06,36.0
item5339,machine22,1.75
item5200,machine10,14.64
item1012,machine10,5.11
item1463,machine22,3.85
item5296,machine16,40.79
item5296,machine19,37.35
item5222,machine10,2.17
item4358,machine23,5.0
item1463,machine29,5.0
item1463,machine34,3.92
item1012,machine23,8.1
item4515,machine33,15.5
item1463,machine21,4.57
item5200,machine28,18.0
item1463,machine08,4.15
item1012,machine14,7.8
item1012,machine34,7.25
item1463,machine07,3.67
item1463,machine31,4.63
item5296,machine01,25.0
item3193,machine03,5.0
item5222,machine23,4.48
item4358,machine05,18.0
item1463,machine23,5.05
item1463,machine10,3.84
item5296,machine03,39.09
item5200,machine23,8.03
item1012,machine28,6.7
item1463,machine09,4.48
item1463,machine30,4.0
item1012,machine31,6.82
item5296,machine06,40.2
item1463,machine28,5.0
item5222,machine28,2.78
item5296,machine02,60.63
item860,machine28,9.0
item563,machine21,4.33
item860,machine08,9.52
item2086,machine19,45.0
item860,machine35,9.77
item563,machine08,6.0
item2086,machine17,45.0
item4678,machine05,26.88
item1270,machine10,4.67
item1270,machine07,5.07
item2086,machine06,44.06
item563,machine09,3.69
item1270,machine33,4.83
item860,machine25,9.53
item1270,machine22,2.04
item1270,machine09,2.99
item163,machine09,7.11
item860,machine04,11.61
item1270,machine23,6.75
item1270,machine08,3.66
item860,machine29,9.13
item1270,machine14,3.6
item860,machine09,9.82
item1270,machine35,1.67
item2465,machine03,50.0
item563,machine23,4.34
item1270,machine21,2.88
item2401,machine14,4.33
item5513,machine08,0.78
item860,machine10,12.17
item1270,machine30,3.79
item2465,machine16,30.0
item4005,machine21,2.72
item4763,machine09,2.62
item5743,machine21,2.71
item4274,machine06,16.0
item428,machine29,8.77
item4274,machine20,14.0
item428,machine21,8.27
item5743,machine08,4.02
item5743,machine09,3.47
item5743,machine29,3.0
item428,machine22,9.28
item4274,machine05,12.84
item428,machine14,9.33
item4763,machine32,6.33
item5694,machine03,120.0
item4763,machine33,6.62
item4763,machine08,5.19
item428,machine23,7.62
item428,machine28,8.17
item4274,machine19,20.0
item428,machine30,9.43
item428,machine08,9.5
item5743,machine22,3.52
item5743,machine23,3.0
item5743,machine28,4.25
item4763,machine21,6.3
item428,machine09,7.4
item428,machine35,7.75
item1522,machine28,4.04
item4005,machine10,3.07
item428,machine04,7.25
item428,machine07,6.28
item553,machine09,10.87
item4057,machine21,1.17
item4057,machine10,2.0
item4834,machine31,2.25
item5373,machine21,12.74
item307,machine35,2.02
item5260,machine16,120.0
item4834,machine30,2.83
item4057,machine32,1.5
item2475,machine23,3.0
item553,machine21,16.65
item5260,machine20,103.83
item4834,machine21,2.42
item2475,machine10,19.0
item4057,machine33,1.17
item307,machine22,1.0
item5260,machine01,116.25
item4057,machine09,1.5
item307,machine25,2.0
item4834,machine07,2.0
item5260,machine19,21.0
item553,machine08,8.95
item4057,machine08,1.1
item307,machine07,2.16
item5260,machine03,40.0
item5373,machine05,8.75
item553,machine28,9.5
item4553,machine09,5.5
item553,machine14,7.53
item1671,machine08,2.3
item5373,machine09,12.63
item4834,machine10,2.82
item5373,machine04,9.0
item5260,machine06,19.0
item553,machine10,15.14
item4509,machine08,0.55
item553,machine04,9.07
item4553,machine28,7.67
item1488,machine21,5.88
item5218,machine30,0.68
item1488,machine08,1.0
item1488,machine22,4.88
item2675,machine10,3.26
item6310,machine20,21.42
item2675,machine21,3.82
item2675,machine28,1.89
item4217,machine04,9.0
item6310,machine18,23.0
item4217,machine29,7.84
item4217,machine23,7.52
item6310,machine32,20.0
item5888,machine16,24.0
item1488,machine30,3.48
item5888,machine05,25.58
item2675,machine08,1.72
item5422,machine05,5.23
item4217,machine05,7.22
item4217,machine28,6.67
item4217,machine08,8.6
item5422,machine32,8.24
item5422,machine33,5.43
item5218,machine23,0.36
item4217,machine20,10.0
item5229,machine10,0.17
item4217,machine10,7.79
item4217,machine21,7.5
item4217,machine09,8.32
item5888,machine17,32.0
item5422,machine06,11.62
item1791,machine08,6.58
item6310,machine05,19.97
item4217,machine30,8.67
item6400,machine33,10.13
item1835,machine32,10.5
item6400,machine31,7.17
item6400,machine08,0.92
item6400,machine21,4.23
item3721,machine22,2.37
item119,machine28,1.17
item3767,machine28,9.11
item6400,machine09,6.07
item6400,machine35,2.5
item6292,machine10,3.43
item6400,machine07,3.97
item2464,machine06,140.0
item6292,machine26,3.62
item119,machine10,3.6
item1787,machine20,12.5
item3767,machine10,6.88
item1787,machine33,6.92
item3767,machine23,13.32
item6400,machine34,7.47
item119,machine29,1.42
item6400,machine22,1.32
item835,machine09,6.11
item5813,machine01,9.0
item5535,machine10,4.35
item4587,machine28,20.0
item6163,machine09,9.17
item5813,machine06,24.0
item2670,machine21,11.0
item4587,machine10,3.84
item4587,machine14,5.17
item5948,machine21,4.92
item6163,machine32,6.65
item4587,machine23,4.76
item4587,machine29,4.83
item5813,machine16,71.15
item5948,machine14,2.97
item2670,machine09,2.25
item4539,machine28,3.83
item5948,machine08,3.08
item6163,machine33,7.58
item5948,machine23,3.34
item6163,machine31,5.0
item2295,machine21,2.84
item3908,machine23,5.0
item2937,machine04,3.5
item2937,machine10,3.33
item5844,machine29,2.04
item6188,machine05,12.0
item6188,machine04,6.33
item2937,machine28,2.81
item1353,machine09,2.84
item1353,machine10,3.46
item896,machine21,2.0
item3676,machine09,8.67
item2937,machine33,3.91
item4376,machine21,4.83
item6508,machine06,58.78
item137,machine08,0.99
item5554,machine23,6.87
item3719,machine22,1.56
item2501,machine10,8.0
item6508,machine02,56.11
item6508,machine03,40.56
item3875,machine21,2.75
item4376,machine28,6.33
item904,machine14,5.5
item1851,machine19,52.92
item3719,machine08,1.67
item6508,machine19,51.0
item4376,machine23,5.33
item137,machine10,0.83
item5431,machine34,9.95
item843,machine08,6.0
item3331,machine32,7.21
