sample_id:ID(Sample),objective_score:double
Sample_1590,0
Sample_1591,0
Sample_1592,0
Sample_1593,0
Sample_1594,0
Sample_1595,30286152
Sample_1596,0
Sample_1597,16487136
Sample_1598,0
Sample_1599,4838616
Sample_1600,0
Sample_1601,0
Sample_1602,0
Sample_1603,10394064
Sample_1604,0
Sample_1605,0
Sample_1606,0
Sample_1607,0
Sample_1608,0
Sample_1609,0
Sample_1610,0
Sample_1611,3763368
Sample_1612,6989112
Sample_1613,0
Sample_1614,0
Sample_1615,0
Sample_1616,9318816
Sample_1617,3330944
Sample_1618,6989112
Sample_1619,0
Sample_1620,0
Sample_1621,0
Sample_1622,70070328
Sample_1623,0
Sample_1624,0
Sample_1625,0
Sample_1626,7705944
Sample_1627,0
Sample_1628,0
Sample_1629,84765384
Sample_1630,8601984
Sample_1631,11648520
Sample_1632,21684168
Sample_1633,27239616
Sample_1634,0
Sample_1635,16128720
Sample_1636,0
Sample_1637,31719816
Sample_1638,0
Sample_1639,0
Sample_1640,0
Sample_1641,5376240
Sample_1642,30644568
Sample_1643,0
Sample_1644,0
Sample_1645,0
Sample_1646,0
Sample_1647,8064360
Sample_1648,0
Sample_1649,0
Sample_1650,0
Sample_1651,0
Sample_1652,0
Sample_1653,0
Sample_1654,0
Sample_1655,0
Sample_1656,0
Sample_1657,0
Sample_1658,0
Sample_1659,0
Sample_1660,0
Sample_1661,0
Sample_1662,6451488
Sample_1663,0
Sample_1664,0
Sample_1665,5017824
Sample_1666,0
Sample_1667,0
Sample_1668,0
Sample_1669,0
Sample_1670,0
Sample_1671,0
Sample_1672,0
Sample_1673,0
Sample_1674,0
Sample_1675,17741592
Sample_1676,0
Sample_1677,0
Sample_1678,0
Sample_1679,12941192
Sample_1680,0
Sample_1681,0
Sample_1682,5555448
Sample_1683,0
Sample_1684,0
Sample_1685,3942576
Sample_1686,6989112
Sample_1687,0
Sample_1688,0
Sample_1689,21716601
Sample_1690,0
Sample_1691,0
Sample_1692,0
Sample_1693,11290104
Sample_1694,0
Sample_1695,0
Sample_1696,0
Sample_1697,0
Sample_1698,0
Sample_1699,3046536
Sample_1700,0
Sample_1701,0
Sample_1702,11648520
Sample_1703,0
Sample_1704,0
Sample_1705,0
Sample_1706,0
Sample_1707,0
Sample_1708,0
Sample_1709,0
Sample_1710,0
Sample_1711,0
Sample_1712,5555448
Sample_1713,0
Sample_1714,0
Sample_1715,0
Sample_1716,0
Sample_1717,0
Sample_1718,0
Sample_1719,0
Sample_1720,12186144
Sample_1721,0
Sample_1722,0
Sample_1723,0
Sample_1724,0
Sample_1725,0
Sample_1726,0
Sample_1727,0
Sample_1728,0
Sample_1729,0
Sample_1730,4300992
Sample_1731,0
Sample_1732,35303976
Sample_1733,3743320
Sample_1734,12006936
Sample_1735,0
Sample_1736,0
Sample_1737,0
Sample_1738,0
Sample_1739,0
Sample_1740,0
Sample_1741,0
Sample_1742,0
Sample_1743,0
Sample_1744,0
Sample_1745,0
Sample_1746,0
Sample_1747,26164368
Sample_1748,0
Sample_1749,0
Sample_1750,39067344
Sample_1751,0
Sample_1752,0
Sample_1753,0
Sample_1754,4480200
Sample_1755,0
Sample_1756,0
Sample_1757,0
Sample_1758,0
Sample_1759,0
Sample_1760,0
Sample_1761,7807496
Sample_1762,0
Sample_1763,0
Sample_1764,0
Sample_1765,0
Sample_1766,0
Sample_1767,7885152
Sample_1768,0
Sample_1769,0
Sample_1770,2508912
Sample_1771,0
Sample_1772,0
Sample_1773,0
Sample_1774,0
Sample_1775,0
Sample_1776,0
Sample_1777,19533672
Sample_1778,0
Sample_1779,0
Sample_1780,0
Sample_1781,0
Sample_1782,0
Sample_1783,0
Sample_1784,0
Sample_1785,0
Sample_1786,0
Sample_1787,0
Sample_1788,0
Sample_1789,0
Sample_1790,0
Sample_1791,0
Sample_1792,20506124
Sample_1793,4300992
Sample_1794,5913864
Sample_1795,0
Sample_1796,6989112
Sample_1797,0
Sample_1798,0
Sample_1799,0
Sample_1800,0
Sample_1801,0
Sample_1802,0
Sample_1803,102114252
Sample_1804,3225744
Sample_1805,0
Sample_1806,34759400
Sample_1807,0
Sample_1808,0
Sample_1809,0
Sample_1810,0
Sample_1811,0
Sample_1812,13619808
Sample_1813,0
Sample_1814,0
Sample_1815,0
Sample_1816,0
Sample_1817,0
Sample_1818,0
Sample_1819,13082184
Sample_1820,0
Sample_1821,0
Sample_1822,0
Sample_1823,0
Sample_1824,0
Sample_1825,0
Sample_1826,0
Sample_1827,0
Sample_1828,0
Sample_1829,0
Sample_1830,0
Sample_1831,5392713
Sample_1832,0
Sample_1833,0
Sample_1834,20962592
Sample_1835,0
Sample_1836,0
Sample_1837,0
Sample_1838,0
Sample_1839,0
Sample_1840,0
Sample_1841,0
Sample_1842,87853648
Sample_1843,0
Sample_1844,8601984
Sample_1845,8601984
Sample_1846,0
Sample_1847,0
Sample_1848,23470
Sample_1849,0
Sample_1850,0
Sample_1851,3122760
Sample_1852,0
Sample_1853,0
Sample_1854,0
Sample_1855,0
Sample_1856,0
Sample_1857,4385032
Sample_1858,0
Sample_1859,0
Sample_1860,0
Sample_1861,0
Sample_1862,10035648
Sample_1863,0
Sample_1864,77059440
Sample_1865,0
Sample_1866,0
Sample_1867,15187184
Sample_1868,0
Sample_1869,24149344
Sample_1870,0
Sample_1871,0
Sample_1872,28314864
Sample_1873,0
Sample_1874,0
Sample_1875,0
Sample_1876,5017824
Sample_1877,0
Sample_1878,0
Sample_1879,0
Sample_1880,0
Sample_1881,0
Sample_1882,0
Sample_1883,0
Sample_1884,0
Sample_1885,0
Sample_1886,0
Sample_1887,16919025
Sample_1888,0
Sample_1889,0
Sample_1890,4300992
Sample_1891,3383805
Sample_1892,0
Sample_1893,1818184
Sample_1894,0
Sample_1895,0
Sample_1896,0
Sample_1897,3046536
Sample_1898,0
Sample_1899,0
Sample_1900,0
Sample_1901,6630696
Sample_1902,0
Sample_1903,0
Sample_1904,0
Sample_1905,0
Sample_1906,13799016
Sample_1907,0
Sample_1908,0
Sample_1909,0
Sample_1910,0
Sample_1911,0
Sample_1912,0
Sample_1913,9139608
Sample_1914,0
Sample_1915,0
Sample_1916,0
Sample_1917,0
Sample_1918,0
Sample_1919,0
Sample_1920,0
Sample_1921,7347528
Sample_1922,0
Sample_1923,0
Sample_1924,0
Sample_1925,0
Sample_1926,0
Sample_1927,0
Sample_1928,15949512
Sample_1929,0
Sample_1930,95463
Sample_1931,13619808
Sample_1932,0
Sample_1933,10931688
Sample_1934,0
Sample_1935,14781064
Sample_1936,0
Sample_1937,0
Sample_1938,0
Sample_1939,0
Sample_1940,0
Sample_1941,0
Sample_1942,0
Sample_1943,0
Sample_1944,23837068
Sample_1945,0
Sample_1946,30160464
Sample_1947,1612872
Sample_1948,0
Sample_1949,0
Sample_1950,0
Sample_1951,0
Sample_1952,0
Sample_1953,6093072
Sample_1954,0
Sample_1955,0
Sample_1956,8700408
Sample_1957,0
Sample_1958,0
Sample_1959,23628884
Sample_1960,0
Sample_1961,0
Sample_1962,0
Sample_1963,0
Sample_1964,0
Sample_1965,0
Sample_1966,0
Sample_1967,0
Sample_1968,0
Sample_1969,0
Sample_1970,0
Sample_1971,0
Sample_1972,0
Sample_1973,0
Sample_1974,0
Sample_1975,0
Sample_1976,0
Sample_1977,0
Sample_1978,0
Sample_1979,0
Sample_1980,0
Sample_1981,0
Sample_1982,0
Sample_1983,20213928
Sample_1984,0
