sample_id,item_id,time_id,quantity
Sample_274,item5561,date104,28
Sample_274,item1137,date240,9
Sample_274,item2241,date288,54
Sample_274,item4981,date308,21
Sample_274,item4012,date314,7
Sample_274,item3454,date337,5
Sample_274,item2427,date341,24
Sample_274,item3886,date345,1
Sample_275,item620,date031,18
Sample_275,item4504,date039,77
Sample_275,item1165,date087,4
Sample_275,item3548,date091,7
Sample_275,item5002,date147,186
Sample_275,item2159,date184,4
Sample_275,item6043,date194,1
Sample_275,item4833,date286,23
Sample_275,item4917,date308,1
Sample_275,item993,date316,208
Sample_276,item1403,date040,2
Sample_276,item569,date077,4
Sample_276,item5191,date131,44
Sample_276,item1646,date156,6
Sample_276,item3197,date254,7
Sample_276,item3655,date259,1
Sample_276,item3941,date339,20
Sample_276,item4849,date348,38
Sample_276,item5382,date348,4
Sample_276,item3350,date357,2
Sample_277,item570,date001,7
Sample_277,item5102,date017,23
Sample_277,item3028,date021,3
Sample_277,item6415,date077,20
Sample_277,item6611,date086,19
Sample_277,item1155,date092,7
Sample_277,item2646,date117,3
Sample_277,item5023,date136,32
Sample_277,item2463,date149,9
Sample_277,item1321,date244,36
Sample_278,item796,date095,9
Sample_278,item269,date117,28
Sample_278,item507,date123,11
Sample_278,item5093,date206,11
Sample_278,item3921,date242,7
Sample_278,item4096,date274,9
Sample_278,item1666,date289,25
Sample_278,item4572,date295,5
Sample_278,item2829,date359,142
Sample_278,item3067,date364,3
Sample_279,item1852,date066,11
Sample_279,item5412,date071,5
Sample_279,item2463,date098,18
Sample_279,item1148,date155,13
Sample_279,item3337,date172,9
Sample_279,item25,date177,5
Sample_279,item5406,date227,6
Sample_279,item2199,date308,8
Sample_279,item1631,date355,5
Sample_279,item3974,date359,68
Sample_280,item3695,date018,6
Sample_280,item2428,date108,2
Sample_280,item1808,date142,48
Sample_280,item29,date149,14
Sample_280,item3952,date202,4
Sample_280,item3016,date231,16
Sample_280,item507,date266,158
Sample_280,item4253,date292,426
Sample_280,item2302,date311,248
Sample_280,item2546,date354,1
Sample_281,item5956,date012,3
Sample_281,item5171,date093,6
Sample_281,item5332,date111,300
Sample_281,item949,date133,3
Sample_281,item2319,date160,3
Sample_281,item1170,date241,302
Sample_281,item513,date247,3
Sample_281,item3492,date263,4
Sample_281,item2538,date288,16
Sample_281,item1603,date291,1
Sample_282,item473,date004,108
Sample_282,item6398,date030,7
Sample_282,item4223,date144,3
Sample_282,item4234,date150,1
Sample_282,item2246,date203,66
Sample_282,item2603,date228,1
Sample_282,item5924,date242,86
Sample_282,item5648,date298,192
Sample_282,item6367,date312,199
Sample_282,item2527,date336,1
Sample_283,item3369,date009,5
Sample_283,item3912,date056,11
Sample_283,item1862,date068,11
Sample_283,item1461,date078,48
Sample_283,item1338,date085,2
Sample_283,item5145,date183,11
Sample_283,item1662,date235,4
Sample_283,item1376,date250,74
Sample_283,item6336,date263,2
Sample_283,item3214,date325,4
Sample_284,item1016,date029,170
Sample_284,item6433,date102,41
Sample_284,item4962,date133,3
Sample_284,item2973,date173,3
Sample_284,item6425,date173,6
Sample_284,item620,date189,9
Sample_284,item5104,date272,81
Sample_284,item2961,date279,1
Sample_284,item2257,date347,5
Sample_284,item1631,date352,20
Sample_285,item2906,date030,8
Sample_285,item5194,date037,3
Sample_285,item2703,date190,1
Sample_285,item1587,date205,1
Sample_285,item6212,date303,2
Sample_285,item6602,date305,4
Sample_285,item1407,date315,42
Sample_285,item5331,date346,150
Sample_285,item5969,date361,8
Sample_285,item4170,date364,21
Sample_286,item5816,date014,7
Sample_286,item1077,date056,16
Sample_286,item1203,date087,7
Sample_286,item3191,date097,38
Sample_286,item729,date097,9
Sample_286,item6134,date130,8
Sample_286,item5189,date176,12
Sample_286,item2334,date213,26
Sample_286,item4106,date284,12
Sample_286,item2006,date287,2
Sample_287,item4811,date009,2
Sample_287,item250,date013,17
Sample_287,item924,date024,5
Sample_287,item2264,date068,26
Sample_287,item2489,date113,1
Sample_287,item4088,date184,4
Sample_287,item672,date188,2
Sample_287,item556,date216,4
Sample_287,item5246,date285,14
Sample_287,item5895,date291,18
Sample_288,item5024,date005,2
Sample_288,item3283,date007,50
Sample_288,item2444,date054,1
Sample_288,item896,date059,4
Sample_288,item3215,date141,13
Sample_288,item6213,date197,1
Sample_288,item1752,date223,4
Sample_288,item1151,date231,39
Sample_288,item1836,date255,366
Sample_288,item4273,date316,17
Sample_289,item6369,date014,12
Sample_289,item2462,date039,8
Sample_289,item4917,date047,4
Sample_289,item1290,date067,36
Sample_289,item3458,date084,39
Sample_289,item4422,date097,70
Sample_289,item1920,date120,1
Sample_289,item888,date215,5
Sample_289,item659,date219,3
Sample_289,item616,date276,6
Sample_290,item6374,date006,4
Sample_290,item2625,date022,12
Sample_290,item5556,date110,4
Sample_290,item2770,date120,2
Sample_290,item6071,date179,112
Sample_290,item1293,date189,124
Sample_290,item6437,date192,6
Sample_290,item4232,date221,9
Sample_290,item3351,date296,34
Sample_290,item5427,date336,3
Sample_291,item5548,date095,13
Sample_291,item2515,date101,12
Sample_291,item1186,date147,12
Sample_291,item3319,date257,5
Sample_291,item3236,date259,45
Sample_291,item5967,date260,6
Sample_291,item214,date307,10
Sample_291,item6537,date312,77
Sample_291,item2449,date346,10
Sample_291,item4176,date353,13
Sample_292,item1122,date007,23
Sample_292,item1168,date034,56
Sample_292,item2934,date037,8
Sample_292,item2682,date044,29
Sample_292,item699,date081,3
Sample_292,item2767,date185,12
Sample_292,item1257,date196,24
Sample_292,item2717,date210,378
Sample_292,item6086,date289,4
Sample_292,item2655,date337,2
Sample_293,item3244,date033,26
Sample_293,item1131,date047,72
Sample_293,item6617,date077,1
Sample_293,item5925,date086,98
Sample_293,item1408,date115,240
Sample_293,item5060,date227,5
Sample_293,item3402,date290,44
Sample_293,item3113,date307,61
Sample_293,item4878,date357,2
Sample_293,item4780,date359,12
Sample_294,item5860,date021,4
Sample_294,item3382,date025,3
Sample_294,item5929,date025,5
Sample_294,item4299,date067,14
Sample_294,item4015,date073,44
Sample_294,item4164,date089,482
Sample_294,item4475,date158,20
Sample_294,item1945,date272,38
Sample_294,item3929,date320,4
Sample_294,item86,date348,1
Sample_295,item5383,date009,2
Sample_295,item2105,date024,5
Sample_295,item5371,date090,65
Sample_295,item2658,date091,8
Sample_295,item3286,date200,6
Sample_295,item5601,date214,18
Sample_295,item666,date285,6
Sample_295,item4250,date295,2
Sample_295,item3201,date302,48
Sample_295,item131,date319,2
Sample_296,item4852,date001,94
Sample_296,item4960,date012,5
Sample_296,item3645,date026,20
Sample_296,item1555,date066,138
Sample_296,item3641,date117,49
Sample_296,item545,date126,11
Sample_296,item2038,date160,24
Sample_296,item2277,date161,38
Sample_296,item4979,date303,3
Sample_296,item1698,date333,2
Sample_297,item5136,date012,44
Sample_297,item832,date041,35
Sample_297,item4150,date058,9
Sample_297,item2501,date059,8
Sample_297,item548,date071,96
Sample_297,item2145,date136,5
Sample_297,item5245,date136,17
Sample_297,item3905,date150,8
Sample_297,item4189,date201,4
Sample_297,item2214,date318,1
Sample_298,item4258,date049,1
Sample_298,item1012,date055,39
Sample_298,item292,date060,2
Sample_298,item4266,date083,40
Sample_298,item6226,date148,90
Sample_298,item1968,date252,10
Sample_298,item1856,date257,17
Sample_298,item2041,date257,4
Sample_298,item2307,date349,2
Sample_298,item3216,date364,14
Sample_299,item1472,date008,13
Sample_299,item3321,date025,6
Sample_299,item173,date031,1
Sample_299,item3551,date053,2
Sample_299,item1990,date055,12
Sample_299,item3819,date056,66
Sample_299,item3146,date067,2
Sample_299,item1107,date202,8
Sample_299,item4201,date216,26
Sample_299,item1826,date273,12
Sample_300,item1385,date039,214
Sample_300,item748,date061,36
Sample_300,item6229,date076,5
Sample_300,item2826,date122,114
Sample_300,item1787,date227,9
Sample_300,item4436,date276,92
Sample_300,item847,date299,2
Sample_300,item3508,date312,1
Sample_300,item5081,date324,82
Sample_300,item2606,date362,7
Sample_301,item6146,date062,6
Sample_301,item1392,date177,3
Sample_301,item5281,date181,66
Sample_301,item1037,date191,102
Sample_301,item6241,date210,32
Sample_301,item1338,date221,1
Sample_301,item1458,date226,2
Sample_301,item833,date250,104
Sample_301,item3132,date331,62
Sample_301,item6023,date360,12
Sample_302,item2879,date028,1
Sample_302,item2338,date030,4
Sample_302,item3567,date134,14
Sample_302,item5311,date151,4
Sample_302,item3969,date162,2
Sample_302,item4960,date211,11
Sample_302,item1303,date215,6
Sample_302,item2117,date250,80
Sample_302,item4387,date271,6
Sample_302,item5322,date348,704
Sample_303,item4706,date018,9
Sample_303,item4800,date130,716
Sample_303,item2037,date184,26
Sample_303,item2143,date221,4
Sample_303,item4376,date251,5
Sample_303,item4006,date265,3
Sample_303,item4075,date283,20
Sample_303,item1116,date316,17
Sample_303,item1136,date339,8
Sample_303,item3342,date350,6
Sample_304,item4688,date025,6
Sample_304,item4983,date046,1
Sample_304,item2707,date101,1
Sample_304,item1406,date108,69
Sample_304,item3284,date131,7
Sample_304,item5027,date142,26
Sample_304,item3068,date160,3
Sample_304,item1731,date225,6
Sample_304,item2478,date317,8
Sample_304,item1147,date339,6
Sample_305,item4041,date063,8
Sample_305,item2685,date068,4
Sample_305,item899,date160,2
Sample_305,item3368,date181,1
Sample_305,item1959,date193,1
Sample_305,item1561,date204,4
Sample_305,item2288,date233,5
Sample_305,item4890,date233,6
Sample_305,item1617,date293,363
Sample_305,item306,date329,2
Sample_306,item4689,date029,80
Sample_306,item124,date056,1
Sample_306,item3833,date057,136
Sample_306,item1608,date058,139
Sample_306,item2975,date064,1
Sample_306,item5403,date118,96
Sample_306,item4501,date166,66
Sample_306,item4653,date171,8
Sample_306,item5528,date207,66
Sample_306,item4824,date216,6
Sample_307,item6179,date014,18
Sample_307,item6456,date053,21
Sample_307,item3175,date060,43
Sample_307,item3643,date074,32
Sample_307,item660,date090,50
Sample_307,item2200,date093,28
Sample_307,item2638,date219,6
Sample_307,item4903,date286,15
Sample_307,item5054,date314,10
Sample_307,item5612,date318,5
Sample_308,item5789,date061,2
Sample_308,item3467,date150,34
Sample_308,item471,date156,58
Sample_308,item2919,date204,48
Sample_308,item438,date207,34
Sample_308,item2807,date294,2
Sample_308,item3192,date322,52
Sample_308,item2304,date323,23
Sample_308,item2674,date323,9
Sample_308,item421,date340,162
Sample_309,item6092,date009,13
Sample_309,item373,date097,2
Sample_309,item4668,date107,7
Sample_309,item1705,date138,58
Sample_309,item1235,date157,150
Sample_309,item6315,date177,90
Sample_309,item6171,date296,5
Sample_309,item1436,date299,44
Sample_309,item4742,date332,9
Sample_309,item1798,date358,11
Sample_310,item4825,date023,37
Sample_310,item4879,date038,5
Sample_310,item734,date125,196
Sample_310,item3767,date136,56
Sample_310,item519,date173,218
Sample_310,item03,date189,2
Sample_310,item1067,date195,21
Sample_310,item4336,date226,3
Sample_310,item5954,date306,4
Sample_310,item146,date341,4
Sample_311,item1837,date006,1
Sample_311,item1067,date017,5
Sample_311,item1850,date020,1
Sample_311,item4531,date064,2
Sample_311,item5748,date177,36
Sample_311,item6577,date238,2
Sample_311,item276,date278,12
Sample_311,item4138,date298,12
Sample_311,item1315,date338,254
Sample_311,item4031,date351,92
Sample_312,item1956,date012,3
Sample_312,item2949,date032,21
Sample_312,item2200,date041,14
Sample_312,item820,date073,16
Sample_312,item46,date098,156
Sample_312,item5455,date230,2
Sample_312,item6300,date259,116
Sample_312,item4454,date300,16
Sample_312,item1035,date301,49
Sample_312,item1234,date322,11
Sample_313,item3227,date048,1
Sample_313,item6194,date059,48
Sample_313,item2068,date105,10
Sample_313,item4894,date106,84
Sample_313,item6054,date183,20
Sample_313,item1431,date196,51
Sample_313,item1010,date216,37
Sample_313,item3599,date278,115
Sample_313,item2133,date325,9
Sample_313,item5771,date364,12
Sample_314,item2158,date003,5
Sample_314,item5626,date070,3
Sample_314,item4192,date072,49
Sample_314,item184,date166,3
Sample_314,item878,date169,12
Sample_314,item793,date192,34
Sample_314,item3466,date212,2
Sample_314,item2781,date257,12
Sample_314,item5708,date257,1
Sample_314,item3422,date338,4
Sample_315,item685,date032,6
Sample_315,item932,date039,84
Sample_315,item2751,date042,1
Sample_315,item5007,date112,20
Sample_315,item5705,date144,7
Sample_315,item4316,date153,147
Sample_315,item5936,date233,148
Sample_315,item863,date281,124
Sample_315,item94,date299,1
Sample_315,item6215,date311,12
Sample_316,item4387,date019,27
Sample_316,item136,date091,1
Sample_316,item5577,date113,6
Sample_316,item5037,date123,17
Sample_316,item1518,date129,7
Sample_316,item5260,date177,838
Sample_316,item2670,date208,26
Sample_316,item4799,date280,364
Sample_316,item3176,date319,2
Sample_316,item6254,date354,91
Sample_317,item4874,date008,25
Sample_317,item5746,date101,8
Sample_317,item4940,date122,6
Sample_317,item2047,date142,2
Sample_317,item4579,date181,2
Sample_317,item6106,date198,2
Sample_317,item6147,date218,151
Sample_317,item265,date233,14
Sample_317,item5769,date247,9
Sample_317,item2985,date354,14
Sample_318,item5729,date009,4
Sample_318,item2576,date029,2
Sample_318,item1915,date036,4
Sample_318,item4869,date074,7
Sample_318,item352,date168,1
Sample_318,item166,date225,8
Sample_318,item32,date293,1
Sample_318,item156,date318,1
Sample_318,item2740,date337,10
Sample_318,item3298,date363,22
Sample_319,item3105,date022,1
Sample_319,item4481,date101,10
Sample_319,item1694,date155,74
Sample_319,item778,date163,28
Sample_319,item4189,date171,1
Sample_319,item1702,date178,8
Sample_319,item4665,date198,48
Sample_319,item3275,date263,3
Sample_319,item302,date290,6
Sample_319,item4838,date362,2
Sample_320,item1316,date001,1
Sample_320,item4549,date117,13
Sample_320,item2947,date119,12
Sample_320,item3670,date124,6
Sample_320,item5613,date143,7
Sample_320,item6153,date152,55
Sample_320,item5634,date167,81
Sample_320,item243,date240,3
Sample_320,item2492,date251,14
Sample_320,item3393,date300,2
Sample_321,item4066,date029,28
Sample_321,item6028,date031,7
Sample_321,item78,date100,12
Sample_321,item842,date113,8
Sample_321,item1411,date129,48
Sample_321,item4421,date204,67
Sample_321,item2301,date277,8
Sample_321,item3479,date279,11
Sample_321,item2584,date334,18
Sample_321,item1115,date355,309
Sample_322,item3597,date040,4
Sample_322,item4802,date046,13
Sample_322,item3886,date089,1
Sample_322,item96,date097,38
Sample_322,item281,date186,68
Sample_322,item1941,date187,12
Sample_322,item2909,date208,6
Sample_322,item2731,date209,80
Sample_322,item3129,date219,84
Sample_322,item1870,date337,22
Sample_323,item940,date058,42
Sample_323,item4600,date138,3
Sample_323,item2614,date171,26
Sample_323,item1025,date249,6
Sample_323,item3761,date255,2
Sample_323,item4478,date284,16
Sample_323,item2310,date326,8
Sample_323,item1899,date330,2
Sample_323,item2756,date347,21
Sample_323,item5221,date349,10
Sample_324,item2713,date048,1
Sample_324,item3436,date073,854
Sample_324,item6264,date115,312
Sample_324,item6283,date189,3
Sample_324,item1781,date194,14
Sample_324,item3442,date230,4
Sample_324,item3788,date278,2
Sample_324,item4615,date343,20
Sample_324,item3605,date353,6
Sample_324,item1975,date360,3
Sample_325,item5301,date086,30
Sample_325,item1279,date105,220
Sample_325,item4578,date170,44
Sample_325,item3313,date193,1
Sample_325,item1067,date298,42
Sample_325,item2082,date316,2
Sample_325,item2054,date340,186
Sample_325,item2255,date354,2
Sample_325,item3089,date362,4
Sample_325,item5232,date365,238
Sample_326,item5902,date028,260
Sample_326,item1765,date048,1
Sample_326,item2844,date113,70
Sample_326,item5096,date132,6
Sample_326,item3733,date165,4
Sample_326,item1195,date178,8
Sample_326,item5730,date243,21
Sample_326,item4050,date300,20
Sample_326,item2749,date308,1
Sample_326,item6422,date363,15
Sample_327,item1287,date013,9
Sample_327,item5553,date019,31
Sample_327,item5633,date032,96
Sample_327,item5862,date046,3
Sample_327,item973,date097,31
Sample_327,item2024,date188,4
Sample_327,item737,date238,42
Sample_327,item1152,date260,232
Sample_327,item4279,date264,1
Sample_327,item3301,date281,50
Sample_328,item4645,date005,3
Sample_328,item1354,date027,3
Sample_328,item4983,date060,1
Sample_328,item1262,date070,142
Sample_328,item4832,date076,68
Sample_328,item3233,date115,14
Sample_328,item2112,date130,10
Sample_328,item3672,date296,2
Sample_328,item1530,date345,15
Sample_328,item3837,date345,304
Sample_329,item2091,date013,3
Sample_329,item4446,date115,94
Sample_329,item1531,date134,98
Sample_329,item5738,date153,3
Sample_329,item4354,date170,94
Sample_329,item1052,date178,61
Sample_329,item823,date182,110
Sample_329,item3017,date235,9
Sample_329,item3160,date276,152
Sample_329,item4507,date297,5
Sample_330,item4020,date040,23
Sample_330,item3706,date046,52
Sample_330,item5803,date053,7
Sample_330,item997,date083,572
Sample_330,item2685,date084,32
Sample_330,item4573,date134,1
Sample_330,item1426,date210,8
Sample_330,item2418,date213,22
Sample_330,item209,date294,5
Sample_330,item766,date332,7
Sample_331,item6151,date032,35
Sample_331,item3320,date038,2
Sample_331,item1688,date049,1
Sample_331,item5857,date102,12
Sample_331,item1720,date130,84
Sample_331,item6094,date187,5
Sample_331,item3140,date219,1
Sample_331,item5944,date233,8
Sample_331,item1787,date235,18
Sample_331,item2267,date302,86
Sample_332,item3656,date094,784
Sample_332,item2940,date103,3
Sample_332,item5950,date207,2
Sample_332,item3115,date213,150
Sample_332,item5160,date231,39
Sample_332,item4679,date240,2
Sample_332,item4752,date268,208
Sample_332,item949,date268,20
Sample_332,item440,date315,5
Sample_332,item1332,date316,5
Sample_333,item5400,date010,23
Sample_333,item5765,date010,4
Sample_333,item6317,date020,80
Sample_333,item449,date213,34
Sample_333,item6557,date240,11
Sample_333,item6263,date262,45
Sample_333,item4346,date268,32
Sample_333,item5849,date277,48
Sample_333,item117,date285,6
Sample_333,item2002,date346,8
Sample_334,item1367,date019,44
Sample_334,item3288,date050,1
Sample_334,item1896,date123,34
Sample_334,item6000,date124,26
Sample_334,item1865,date133,11
Sample_334,item1702,date144,32
Sample_334,item1616,date173,7
Sample_334,item4122,date184,1
Sample_334,item2240,date240,6
Sample_334,item1526,date299,6
Sample_335,item3495,date010,7
Sample_335,item1029,date029,185
Sample_335,item5975,date084,2
Sample_335,item601,date121,8
Sample_335,item2500,date136,8
Sample_335,item1102,date158,10
Sample_335,item5229,date172,1
Sample_335,item3529,date200,15
Sample_335,item4566,date239,2
Sample_335,item1952,date262,2
Sample_336,item6601,date003,5
Sample_336,item2588,date010,1
Sample_336,item1549,date108,55
Sample_336,item2029,date112,9
Sample_336,item4568,date135,50
Sample_336,item3526,date181,1
Sample_336,item4439,date183,122
Sample_336,item2829,date211,28
Sample_336,item5137,date273,65
Sample_336,item5785,date300,13
Sample_337,item2590,date093,1
Sample_337,item5798,date165,4
Sample_337,item3844,date211,3
Sample_337,item3608,date221,14
Sample_337,item4217,date230,8
Sample_337,item22,date266,27
Sample_337,item4840,date307,20
Sample_337,item2697,date313,12
Sample_337,item972,date319,70
Sample_337,item2234,date347,1
Sample_338,item6252,date002,18
Sample_338,item4227,date033,5
Sample_338,item5276,date121,4
Sample_338,item1711,date192,16
Sample_338,item2411,date239,90
Sample_338,item4943,date306,4
Sample_338,item4547,date309,73
Sample_338,item2183,date331,403
Sample_338,item3898,date333,2
Sample_338,item2948,date348,2
Sample_339,item6549,date032,7
Sample_339,item3708,date139,2
Sample_339,item2943,date146,35
Sample_339,item1143,date174,46
Sample_339,item4597,date190,16
Sample_339,item5922,date220,15
Sample_339,item4772,date249,140
Sample_339,item1549,date252,18
Sample_339,item5038,date271,78
Sample_339,item4780,date326,6
Sample_340,item3255,date092,7
Sample_340,item2335,date127,28
Sample_340,item2750,date173,4
Sample_340,item3890,date215,5
Sample_340,item2843,date219,8
Sample_340,item4943,date230,2
Sample_340,item2686,date304,8
Sample_340,item1571,date336,35
Sample_340,item3940,date343,16
Sample_340,item1174,date356,118
Sample_341,item250,date048,34
Sample_341,item1600,date049,6
Sample_341,item1195,date059,96
Sample_341,item6093,date082,8
Sample_341,item4091,date092,116
Sample_341,item5773,date103,18
Sample_341,item5883,date179,1
Sample_341,item6474,date190,4
Sample_341,item3463,date255,37
Sample_341,item6192,date260,22
Sample_342,item383,date009,1
Sample_342,item2484,date013,3
Sample_342,item1644,date082,4
Sample_342,item499,date094,122
Sample_342,item3146,date121,5
Sample_342,item3887,date127,2
Sample_342,item77,date139,1
Sample_342,item642,date278,46
Sample_342,item3139,date282,8
Sample_342,item4141,date337,10
Sample_343,item6160,date026,2
Sample_343,item6271,date074,18
Sample_343,item6127,date101,1
Sample_343,item117,date132,12
Sample_343,item5093,date132,68
Sample_343,item1572,date202,33
Sample_343,item6323,date225,116
Sample_343,item1281,date279,4
Sample_343,item6520,date281,30
Sample_343,item1925,date343,29
Sample_344,item5012,date029,1
Sample_344,item576,date083,7
Sample_344,item5919,date164,9
Sample_344,item3336,date170,1
Sample_344,item2503,date173,32
Sample_344,item4454,date229,8
Sample_344,item4499,date251,56
Sample_344,item5802,date327,1
Sample_344,item4944,date334,6
Sample_344,item1336,date338,2
Sample_345,item4056,date012,1
Sample_345,item5739,date021,3
Sample_345,item448,date028,28
Sample_345,item2087,date069,1
Sample_345,item5027,date088,4
Sample_345,item6219,date100,12
Sample_345,item5473,date155,4
Sample_345,item10,date173,1
Sample_345,item4954,date234,33
Sample_345,item6281,date335,10
Sample_346,item6317,date017,20
Sample_346,item3766,date074,94
Sample_346,item3285,date108,2
Sample_346,item1561,date110,17
Sample_346,item6306,date155,2
Sample_346,item4793,date266,56
Sample_346,item3467,date269,17
Sample_346,item5291,date274,1
Sample_346,item4879,date284,10
Sample_346,item4562,date345,6
Sample_347,item6170,date035,30
Sample_347,item336,date083,1
Sample_347,item5517,date119,38
Sample_347,item549,date145,15
Sample_347,item5057,date153,13
Sample_347,item4875,date168,63
Sample_347,item1589,date242,26
Sample_347,item530,date265,8
Sample_347,item6498,date274,16
Sample_347,item2441,date319,94
Sample_348,item6298,date004,10
Sample_348,item3834,date097,25
Sample_348,item4164,date129,241
Sample_348,item5934,date172,8
Sample_348,item6235,date198,20
Sample_348,item5633,date200,192
Sample_348,item2544,date244,4
Sample_348,item568,date254,10
Sample_348,item4944,date262,11
Sample_348,item5933,date351,60
Sample_349,item3357,date066,13
Sample_349,item5843,date086,2
Sample_349,item616,date110,2
Sample_349,item2656,date229,3
Sample_349,item5784,date252,22
Sample_349,item2195,date270,1
Sample_349,item4586,date288,4
Sample_349,item4040,date315,24
Sample_349,item3530,date328,15
Sample_349,item5010,date335,8
Sample_350,item5071,date020,23
Sample_350,item257,date034,44
Sample_350,item2661,date088,2
Sample_350,item6395,date113,191
Sample_350,item2088,date147,22
Sample_350,item5565,date182,3
Sample_350,item2300,date225,7
Sample_350,item746,date269,8
Sample_350,item3592,date329,11
Sample_350,item2206,date356,15
Sample_351,item2636,date022,14
Sample_351,item4423,date030,4
Sample_351,item4636,date056,14
Sample_351,item2311,date138,26
Sample_351,item4183,date157,8
Sample_351,item1079,date185,58
Sample_351,item1582,date267,178
Sample_351,item2141,date289,50
Sample_351,item1832,date306,2
Sample_351,item1475,date338,33
Sample_352,item590,date005,29
Sample_352,item2069,date013,6
Sample_352,item4268,date030,110
Sample_352,item5268,date045,4
Sample_352,item296,date067,52
Sample_352,item3824,date091,11
Sample_352,item4580,date101,9
Sample_352,item4687,date124,10
Sample_352,item1943,date128,39
Sample_352,item6265,date293,5
Sample_353,item3905,date010,17
Sample_353,item2299,date094,17
Sample_353,item483,date178,18
Sample_353,item1834,date208,15
Sample_353,item5819,date233,5
Sample_353,item1017,date244,20
Sample_353,item354,date258,5
Sample_353,item1954,date281,7
Sample_353,item6464,date337,2
Sample_353,item4095,date360,6
Sample_354,item109,date063,34
Sample_354,item3123,date064,10
Sample_354,item5438,date122,12
Sample_354,item1241,date132,122
Sample_354,item532,date134,18
Sample_354,item898,date151,1
Sample_354,item3998,date228,58
Sample_354,item2457,date247,18
Sample_354,item4210,date285,40
Sample_354,item5898,date297,2
Sample_355,item4633,date003,140
Sample_355,item2602,date051,480
Sample_355,item3461,date083,3
Sample_355,item4462,date116,4
Sample_355,item5702,date164,6
Sample_355,item5137,date180,130
Sample_355,item401,date233,5
Sample_355,item202,date268,9
Sample_355,item6583,date288,6
Sample_355,item2236,date357,2
Sample_356,item6064,date030,56
Sample_356,item4138,date059,6
Sample_356,item2065,date141,7
Sample_356,item6053,date151,282
Sample_356,item5723,date196,42
Sample_356,item3823,date226,5
Sample_356,item4492,date233,56
Sample_356,item4471,date238,14
Sample_356,item3666,date343,1
Sample_356,item154,date360,15
Sample_357,item5458,date012,1
Sample_357,item3469,date050,46
Sample_357,item1471,date075,6
Sample_357,item4080,date118,18
Sample_357,item1020,date124,84
Sample_357,item4764,date144,34
Sample_357,item1570,date269,20
Sample_357,item4242,date273,2
Sample_357,item2398,date333,52
Sample_357,item6262,date359,25
Sample_358,item6377,date023,3
Sample_358,item951,date040,4
Sample_358,item323,date085,2
Sample_358,item5831,date088,2
Sample_358,item1346,date145,4
Sample_358,item2288,date155,10
Sample_358,item6606,date155,40
Sample_358,item1459,date202,8
Sample_358,item3809,date210,10
Sample_358,item1633,date327,11
Sample_359,item4324,date003,4
Sample_359,item6305,date005,1
Sample_359,item3638,date013,3
Sample_359,item457,date069,3
Sample_359,item6485,date105,1
Sample_359,item5906,date147,59
Sample_359,item2433,date175,44
Sample_359,item2336,date260,22
Sample_359,item5748,date291,18
Sample_359,item1481,date324,2
Sample_360,item2624,date034,9
Sample_360,item5578,date045,188
Sample_360,item1076,date090,3
Sample_360,item4319,date101,334
Sample_360,item4349,date160,7
Sample_360,item3450,date165,14
Sample_360,item2447,date215,20
Sample_360,item2107,date229,6
Sample_360,item4075,date329,40
Sample_360,item4912,date356,2
Sample_361,item905,date056,1
Sample_361,item6214,date057,3
Sample_361,item3993,date129,7
Sample_361,item5028,date166,27
Sample_361,item6256,date219,3
Sample_361,item5390,date276,20
Sample_361,item4924,date280,8
Sample_361,item1416,date281,124
Sample_361,item4557,date298,7
Sample_361,item1849,date345,12
Sample_362,item1508,date001,16
Sample_362,item2656,date002,7
Sample_362,item5491,date011,4
Sample_362,item5179,date014,12
Sample_362,item823,date018,55
Sample_362,item3243,date117,41
Sample_362,item5739,date180,1
Sample_362,item5342,date237,12
Sample_362,item814,date244,18
Sample_362,item3208,date287,13
Sample_363,item5414,date007,4
Sample_363,item4747,date114,1
Sample_363,item5233,date122,1
Sample_363,item191,date155,1
Sample_363,item2238,date204,11
Sample_363,item6028,date223,28
Sample_363,item3135,date287,6
Sample_363,item6178,date314,24
Sample_363,item6131,date335,43
Sample_363,item5756,date337,2
Sample_364,item4760,date048,84
Sample_364,item1264,date082,15
Sample_364,item5430,date130,9
Sample_364,item1536,date158,30
Sample_364,item4017,date247,390
Sample_364,item2524,date249,23
Sample_364,item5506,date256,65
Sample_364,item6126,date291,80
Sample_364,item6574,date306,3
Sample_364,item4145,date354,86
Sample_365,item1124,date022,41
Sample_365,item3616,date024,13
Sample_365,item3019,date035,26
Sample_365,item2822,date064,8
Sample_365,item5700,date103,2
Sample_365,item3611,date123,2
Sample_365,item3329,date191,1
Sample_365,item1297,date309,8
Sample_365,item6504,date338,16
Sample_365,item6009,date355,44
Sample_366,item5322,date018,352
Sample_366,item3815,date047,64
Sample_366,item5116,date091,162
Sample_366,item4268,date124,220
Sample_366,item3990,date211,36
Sample_366,item1777,date285,13
Sample_366,item5202,date303,2
Sample_366,item5198,date312,10
Sample_366,item3165,date349,2
Sample_366,item4322,date359,2
Sample_367,item2957,date017,98
Sample_367,item3141,date033,8
Sample_367,item5165,date034,1
Sample_367,item5619,date034,1
Sample_367,item5879,date062,4
Sample_367,item1720,date067,42
Sample_367,item3184,date088,6
Sample_367,item3270,date235,140
Sample_367,item4022,date260,299
Sample_367,item2589,date322,2
Sample_368,item564,date046,42
Sample_368,item1471,date047,3
