conditioning,order
"Order information
• Hey, look at this, is this item53 20? It's until June 25th, 2021, 42,940 won. And nothing special.
• This is item52 44 please. It has to be done by June 26th 2021 and the unit price is 8,835 won. Oh and there's nothing special about it.
• There, I need to do 40 drawings of item36. It's until June 26, 2021. It's 27,039 won. And nothing special.
• Hey, this seems urgent. I need to do item35 32 by June 28th, 2021. The unit price is 242,250 won and it's an inspection item.
• There are 16 item30 drawings that need to be done. It's until June 28th, 2021. It's 95,000 won. And nothing special.

Machine information
• item53 machine04 5.82
• item53 machine10 5.82
• item53 machine28 5.82
• item36 machine08 14.5
• item36 machine09 5.32
• item36 machine32 6.38
• item36 machine33 6.66
• item52 machine08 3.97
• item52 machine33 4.31
• item30 machine23 5.0
• item30 machine29 5.5
• item30 machine30 4.33
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0","• item30 machine23 date179 1
• item30 machine30 date179 15
• item52 machine33 date177 13
• item52 machine08 date177 43
• item35 machine19 date179 13
• item35 machine20 date179 12
• item35 machine05 date179 7
• item53 machine28 date176 17
• item53 machine04 date176 3
• item53 machine10 date176 2
• item36 machine32 date177 19
• item36 machine33 date177 8
• item36 machine08 date177 16
• item36 machine09 date177 34"
"Order information
• This is item52 44 please. It has to be done by June 26th 2021 and the unit price is 8,835 won. Oh and there's nothing special about it.
• There, I need to do 40 drawings of item36. It's until June 26, 2021. It's 27,039 won. And nothing special.
• Hey, this seems urgent. I need to do item35 32 by June 28th, 2021. The unit price is 242,250 won and it's an inspection item.
• There are 16 item30 drawings that need to be done. It's until June 28th, 2021. It's 95,000 won. And nothing special.
• item31, right? Doing 16? You can do it until June 28th, 2021, and the unit price is 7,500 won. Oh, and there's nothing special about it.

Machine information
• item36 machine08 14.5
• item36 machine09 5.32
• item36 machine32 6.38
• item36 machine33 6.66
• item52 machine08 3.97
• item52 machine33 4.31
• item30 machine23 5.0
• item30 machine29 5.5
• item30 machine30 4.33
• item31 machine10 1.0
• item31 machine22 3.58
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0","• item30 machine23 date179 7
• item30 machine29 date179 5
• item30 machine30 date179 2
• item52 machine33 date177 22
• item52 machine08 date177 17
• item31 machine22 date179 12
• item31 machine10 date179 13
• item35 machine19 date179 9
• item35 machine20 date179 11
• item35 machine05 date179 12
• item36 machine32 date177 39
• item36 machine33 date177 23
• item36 machine08 date177 31
• item36 machine09 date177 12"
"Order information
• There, I need to do 40 drawings of item36. It's until June 26, 2021. It's 27,039 won. And nothing special.
• Hey, this seems urgent. I need to do item35 32 by June 28th, 2021. The unit price is 242,250 won and it's an inspection item.
• There are 16 item30 drawings that need to be done. It's until June 28th, 2021. It's 95,000 won. And nothing special.
• item31, right? Doing 16? You can do it until June 28th, 2021, and the unit price is 7,500 won. Oh, and there's nothing special about it.
• item74 came. I have to do 33 and it's until June 29th, 2021. Unit price 11,900 won. Oh, nothing special.

Machine information
• item36 machine08 14.5
• item36 machine09 5.32
• item36 machine32 6.38
• item36 machine33 6.66
• item30 machine23 5.0
• item30 machine29 5.5
• item30 machine30 4.33
• item31 machine10 1.0
• item31 machine22 3.58
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0
• item74 machine08 7.76
• item74 machine09 8.2
• item74 machine10 9.17
• item74 machine14 7.95
• item74 machine21 8.35
• item74 machine22 4.3
• item74 machine23 4.65
• item74 machine28 9.05
• item74 machine29 8.73
• item74 machine33 7.82","• item30 machine23 date179 6
• item30 machine29 date179 2
• item30 machine30 date179 4
• item31 machine22 date179 11
• item31 machine10 date179 1
• item35 machine19 date179 14
• item35 machine20 date179 8
• item35 machine05 date179 10
• item74 machine14 date180 9
• item74 machine21 date180 4
• item74 machine22 date180 33
• item74 machine23 date180 15
• item74 machine28 date180 20
• item74 machine29 date180 12
• item74 machine33 date180 31
• item74 machine08 date180 29
• item74 machine09 date180 23
• item74 machine10 date180 5
• item36 machine32 date177 33
• item36 machine33 date177 8
• item36 machine08 date177 33
• item36 machine09 date177 10"
"Order information
• Hey, this seems urgent. I need to do item35 32 by June 28th, 2021. The unit price is 242,250 won and it's an inspection item.
• There are 16 item30 drawings that need to be done. It's until June 28th, 2021. It's 95,000 won. And nothing special.
• item31, right? Doing 16? You can do it until June 28th, 2021, and the unit price is 7,500 won. Oh, and there's nothing special about it.
• item74 came. I have to do 33 and it's until June 29th, 2021. Unit price 11,900 won. Oh, nothing special.
• Just got item85. 64. You have until June 29th, 2021. 246,800 won. Nothing special.

Machine information
• item30 machine23 5.0
• item30 machine29 5.5
• item30 machine30 4.33
• item31 machine10 1.0
• item31 machine22 3.58
• item35 machine05 49.0
• item35 machine19 42.0
• item35 machine20 49.0
• item74 machine08 7.76
• item74 machine09 8.2
• item74 machine10 9.17
• item74 machine14 7.95
• item74 machine21 8.35
• item74 machine22 4.3
• item74 machine23 4.65
• item74 machine28 9.05
• item74 machine29 8.73
• item74 machine33 7.82
• item85 machine10 7.91","• item30 machine23 date179 13
• item30 machine29 date179 14
• item30 machine30 date179 3
• item85 machine10 date180 15
• item31 machine22 date179 9
• item31 machine10 date179 7
• item35 machine19 date179 13
• item35 machine20 date179 12
• item35 machine05 date179 7
• item74 machine14 date180 22
• item74 machine21 date180 23
• item74 machine22 date180 7
• item74 machine23 date180 16
• item74 machine28 date180 29
• item74 machine29 date180 23
• item74 machine33 date180 4
• item74 machine08 date180 6
• item74 machine09 date180 9
• item74 machine10 date180 13"
"Order information
• There are 16 item30 drawings that need to be done. It's until June 28th, 2021. It's 95,000 won. And nothing special.
• item31, right? Doing 16? You can do it until June 28th, 2021, and the unit price is 7,500 won. Oh, and there's nothing special about it.
• item74 came. I have to do 33 and it's until June 29th, 2021. Unit price 11,900 won. Oh, nothing special.
• Just got item85. 64. You have until June 29th, 2021. 246,800 won. Nothing special.
• This is item44, 12 please. It has to be done by June 29th, 2021, and the unit price is 39,200 won. Oh, and there's nothing special about it.

Machine information
• item30 machine23 5.0
• item30 machine29 5.5
• item30 machine30 4.33
• item31 machine10 1.0
• item31 machine22 3.58
• item44 machine05 15.0
• item44 machine32 15.0
• item74 machine08 7.76
• item74 machine09 8.2
• item74 machine10 9.17
• item74 machine14 7.95
• item74 machine21 8.35
• item74 machine22 4.3
• item74 machine23 4.65
• item74 machine28 9.05
• item74 machine29 8.73
• item74 machine33 7.82
• item85 machine10 7.91","• item30 machine23 date179 3
• item30 machine29 date179 8
• item30 machine30 date179 2
• item85 machine10 date180 29
• item31 machine22 date179 5
• item31 machine10 date179 15
• item44 machine05 date180 1
• item44 machine32 date180 10
• item74 machine14 date180 21
• item74 machine21 date180 16
• item74 machine22 date180 29
• item74 machine23 date180 1
• item74 machine28 date180 29
• item74 machine29 date180 24
• item74 machine33 date180 27
• item74 machine08 date180 5
• item74 machine09 date180 22
• item74 machine10 date180 6"
"Order information
• item31, right? Doing 16? You can do it until June 28th, 2021, and the unit price is 7,500 won. Oh, and there's nothing special about it.
• item74 came. I have to do 33 and it's until June 29th, 2021. Unit price 11,900 won. Oh, nothing special.
• Just got item85. 64. You have until June 29th, 2021. 246,800 won. Nothing special.
• This is item44, 12 please. It has to be done by June 29th, 2021, and the unit price is 39,200 won. Oh, and there's nothing special about it.
• Oh, I just got the item87 drawing, and it says it's due on June 29th, 2021. I need to do 200 of them, and it costs 40,973 won, and it's an inspection item.

Machine information
• item31 machine10 1.0
• item31 machine22 3.58
• item44 machine05 15.0
• item44 machine32 15.0
• item74 machine08 7.76
• item74 machine09 8.2
• item74 machine10 9.17
• item74 machine14 7.95
• item74 machine21 8.35
• item74 machine22 4.3
• item74 machine23 4.65
• item74 machine28 9.05
• item74 machine29 8.73
• item74 machine33 7.82
• item85 machine10 7.91
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9","• item87 machine17 date180 39
• item87 machine18 date180 32
• item87 machine19 date180 4
• item87 machine20 date180 10
• item87 machine01 date180 58
• item87 machine03 date180 51
• item87 machine05 date180 6
• item85 machine10 date180 12
• item31 machine22 date179 1
• item31 machine10 date179 8
• item44 machine05 date180 3
• item74 machine14 date180 27
• item74 machine22 date180 20
• item74 machine23 date180 4
• item74 machine28 date180 10
• item74 machine29 date180 9
• item74 machine08 date180 20
• item74 machine09 date180 12
• item74 machine10 date180 23"
"Order information
• item74 came. I have to do 33 and it's until June 29th, 2021. Unit price 11,900 won. Oh, nothing special.
• Just got item85. 64. You have until June 29th, 2021. 246,800 won. Nothing special.
• This is item44, 12 please. It has to be done by June 29th, 2021, and the unit price is 39,200 won. Oh, and there's nothing special about it.
• Oh, I just got the item87 drawing, and it says it's due on June 29th, 2021. I need to do 200 of them, and it costs 40,973 won, and it's an inspection item.
• Hey, this seems urgent. I have to do item61 72 by June 30th, 2021. The unit price is 26,140 won and there's nothing special about it.

Machine information
• item44 machine05 15.0
• item44 machine32 15.0
• item74 machine08 7.76
• item74 machine09 8.2
• item74 machine10 9.17
• item74 machine14 7.95
• item74 machine21 8.35
• item74 machine22 4.3
• item74 machine23 4.65
• item74 machine28 9.05
• item74 machine29 8.73
• item74 machine33 7.82
• item85 machine10 7.91
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item61 machine09 5.0
• item61 machine21 4.33","• item87 machine17 date180 15
• item87 machine20 date180 19
• item87 machine21 date180 42
• item87 machine01 date180 40
• item87 machine03 date180 83
• item87 machine05 date180 1
• item85 machine10 date180 55
• item61 machine21 date181 1
• item61 machine09 date181 34
• item44 machine05 date180 8
• item74 machine14 date180 2
• item74 machine21 date180 8
• item74 machine22 date180 20
• item74 machine23 date180 5
• item74 machine28 date180 30
• item74 machine29 date180 18
• item74 machine08 date180 31
• item74 machine09 date180 6
• item74 machine10 date180 11"
"Order information
• Just got item85. 64. You have until June 29th, 2021. 246,800 won. Nothing special.
• This is item44, 12 please. It has to be done by June 29th, 2021, and the unit price is 39,200 won. Oh, and there's nothing special about it.
• Oh, I just got the item87 drawing, and it says it's due on June 29th, 2021. I need to do 200 of them, and it costs 40,973 won, and it's an inspection item.
• Hey, this seems urgent. I have to do item61 72 by June 30th, 2021. The unit price is 26,140 won and there's nothing special about it.
• Oh, I need to do 716 drawings for item45, but it's due by June 30th, 2021. The unit price is 23,362 won and it's an inspection item.

Machine information
• item44 machine05 15.0
• item44 machine32 15.0
• item85 machine10 7.91
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item45 machine08 4.16
• item45 machine30 4.82
• item45 machine32 4.82
• item45 machine33 4.76
• item61 machine09 5.0
• item61 machine21 4.33","• item87 machine18 date180 34
• item87 machine19 date180 27
• item87 machine01 date180 96
• item87 machine03 date180 24
• item85 machine10 date180 29
• item45 machine30 date181 113
• item45 machine33 date181 123
• item45 machine08 date181 134
• item61 machine21 date181 23
• item61 machine09 date181 63"
"Order information
• This is item44, 12 please. It has to be done by June 29th, 2021, and the unit price is 39,200 won. Oh, and there's nothing special about it.
• Oh, I just got the item87 drawing, and it says it's due on June 29th, 2021. I need to do 200 of them, and it costs 40,973 won, and it's an inspection item.
• Hey, this seems urgent. I have to do item61 72 by June 30th, 2021. The unit price is 26,140 won and there's nothing special about it.
• Oh, I need to do 716 drawings for item45, but it's due by June 30th, 2021. The unit price is 23,362 won and it's an inspection item.
• item65 came. I have to do 194 and it's until June 30th, 2021. Unit price 23,500 won. Oh, right, inspection items.

Machine information
• item44 machine05 15.0
• item44 machine32 15.0
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item45 machine08 4.16
• item45 machine30 4.82
• item45 machine32 4.82
• item45 machine33 4.76
• item61 machine09 5.0
• item61 machine21 4.33
• item65 machine04 7.67
• item65 machine08 7.67
• item65 machine09 7.98
• item65 machine10 1.32
• item65 machine14 7.34
• item65 machine21 6.06
• item65 machine22 7.53
• item65 machine28 3.55
• item65 machine30 7.6
• item65 machine33 6.67","• item87 machine18 date180 40
• item87 machine21 date180 18
• item87 machine01 date180 67
• item87 machine32 date180 75
• item45 machine32 date181 24
• item45 machine08 date181 118
• item44 machine32 date180 5
• item65 machine14 date181 18
• item65 machine28 date181 71
• item65 machine10 date181 89"
"Order information
• Oh, I just got the item87 drawing, and it says it's due on June 29th, 2021. I need to do 200 of them, and it costs 40,973 won, and it's an inspection item.
• Hey, this seems urgent. I have to do item61 72 by June 30th, 2021. The unit price is 26,140 won and there's nothing special about it.
• Oh, I need to do 716 drawings for item45, but it's due by June 30th, 2021. The unit price is 23,362 won and it's an inspection item.
• item65 came. I have to do 194 and it's until June 30th, 2021. Unit price 23,500 won. Oh, right, inspection items.
• Hey, this seems urgent. I need to order 66 item22s by June 30th, 2021. The unit price is 60,000 won and it's ABS-W.

Machine information
• item87 machine01 5.88
• item87 machine03 6.5
• item87 machine05 11.64
• item87 machine17 12.0
• item87 machine18 11.82
• item87 machine19 10.0
• item87 machine20 11.37
• item87 machine21 7.85
• item87 machine32 5.49
• item87 machine33 6.9
• item22 machine01 9.36
• item22 machine03 11.64
• item22 machine05 11.23
• item22 machine06 4.4
• item22 machine08 8.24
• item22 machine16 5.0
• item22 machine18 15.63
• item22 machine19 9.31
• item22 machine20 10.52
• item22 machine21 6.41
• item22 machine32 7.35
• item22 machine33 7.4
• item22 machine34 5.42
• item45 machine08 4.16
• item45 machine30 4.82
• item45 machine32 4.82
• item45 machine33 4.76
• item61 machine09 5.0
• item61 machine21 4.33
• item65 machine04 7.67
• item65 machine08 7.67
• item65 machine09 7.98
• item65 machine10 1.32
• item65 machine14 7.34
• item65 machine21 6.06
• item65 machine22 7.53
• item65 machine28 3.55
• item65 machine30 7.6
• item65 machine33 6.67","• item87 machine03 date180 50
• item87 machine05 date180 3
• item87 machine17 date180 24
• item87 machine20 date180 42
• item87 machine32 date180 64
• item22 machine03 date181 6
• item22 machine06 date181 9
• item22 machine16 date181 56
• item22 machine34 date181 25
• item65 machine10 date181 23
• item65 machine22 date181 65
• item65 machine28 date181 34"
"Order information
• Hey, this seems urgent. I have to do item61 72 by June 30th, 2021. The unit price is 26,140 won and there's nothing special about it.
• Oh, I need to do 716 drawings for item45, but it's due by June 30th, 2021. The unit price is 23,362 won and it's an inspection item.
• item65 came. I have to do 194 and it's until June 30th, 2021. Unit price 23,500 won. Oh, right, inspection items.
• Hey, this seems urgent. I need to order 66 item22s by June 30th, 2021. The unit price is 60,000 won and it's ABS-W.
• just got the item55 drawing. I need 18 of them. They have until June 30th, 2021. It costs 44,732 won. Nothing special.

Machine information
• item22 machine01 9.36
• item22 machine03 11.64
• item22 machine05 11.23
• item22 machine06 4.4
• item22 machine08 8.24
• item22 machine16 5.0
• item22 machine18 15.63
• item22 machine19 9.31
• item22 machine20 10.52
• item22 machine21 6.41
• item22 machine32 7.35
• item22 machine33 7.4
• item22 machine34 5.42
• item45 machine08 4.16
• item45 machine30 4.82
• item45 machine32 4.82
• item45 machine33 4.76
• item55 machine04 7.0
• item55 machine10 7.0
• item55 machine23 7.0
• item55 machine28 7.0
• item61 machine09 5.0
• item61 machine21 4.33
• item65 machine04 7.67
• item65 machine08 7.67
• item65 machine09 7.98
• item65 machine10 1.32
• item65 machine14 7.34
• item65 machine21 6.06
• item65 machine22 7.53
• item65 machine28 3.55
• item65 machine30 7.6
• item65 machine33 6.67","• item55 machine10 date181 1
• item55 machine23 date181 5
• item55 machine28 date181 18
• item22 machine01 date181 24
• item22 machine06 date181 2
• item22 machine16 date181 3
• item22 machine19 date181 5
• item22 machine20 date181 11
• item22 machine34 date181 11
• item65 machine10 date181 27
• item65 machine28 date181 6"
"Order information
• Oh, I need to do 716 drawings for item45, but it's due by June 30th, 2021. The unit price is 23,362 won and it's an inspection item.
• item65 came. I have to do 194 and it's until June 30th, 2021. Unit price 23,500 won. Oh, right, inspection items.
• Hey, this seems urgent. I need to order 66 item22s by June 30th, 2021. The unit price is 60,000 won and it's ABS-W.
• just got the item55 drawing. I need 18 of them. They have until June 30th, 2021. It costs 44,732 won. Nothing special.
• There's item67 that came yesterday. I have to do two of those, and it's until June 30th, 2021. It's 32,000 won, and there's nothing special about it.

Machine information
• item22 machine01 9.36
• item22 machine03 11.64
• item22 machine05 11.23
• item22 machine06 4.4
• item22 machine08 8.24
• item22 machine16 5.0
• item22 machine18 15.63
• item22 machine19 9.31
• item22 machine20 10.52
• item22 machine21 6.41
• item22 machine32 7.35
• item22 machine33 7.4
• item22 machine34 5.42
• item45 machine08 4.16
• item45 machine30 4.82
• item45 machine32 4.82
• item45 machine33 4.76
• item55 machine04 7.0
• item55 machine10 7.0
• item55 machine23 7.0
• item55 machine28 7.0
• item65 machine04 7.67
• item65 machine08 7.67
• item65 machine09 7.98
• item65 machine10 1.32
• item65 machine14 7.34
• item65 machine21 6.06
• item65 machine22 7.53
• item65 machine28 3.55
• item65 machine30 7.6
• item65 machine33 6.67
• item67 machine08 4.32
• item67 machine21 4.32
• item67 machine23 4.32","• item67 machine23 date181 1
• item55 machine10 date181 12
• item55 machine23 date181 7
• item55 machine28 date181 9
• item22 machine01 date181 5
• item22 machine05 date181 2
• item22 machine06 date181 15
• item22 machine16 date181 1
• item22 machine20 date181 12
• item22 machine34 date181 19
• item65 machine09 date181 12
• item65 machine10 date181 102
• item65 machine28 date181 71"
"Order information
• item65 came. I have to do 194 and it's until June 30th, 2021. Unit price 23,500 won. Oh, right, inspection items.
• Hey, this seems urgent. I need to order 66 item22s by June 30th, 2021. The unit price is 60,000 won and it's ABS-W.
• just got the item55 drawing. I need 18 of them. They have until June 30th, 2021. It costs 44,732 won. Nothing special.
• There's item67 that came yesterday. I have to do two of those, and it's until June 30th, 2021. It's 32,000 won, and there's nothing special about it.
• There's item88 that came yesterday. I have to do 400 of them, but it's until June 30th, 2021. It's 21,160 won, nothing special.

Machine information
• item22 machine01 9.36
• item22 machine03 11.64
• item22 machine05 11.23
• item22 machine06 4.4
• item22 machine08 8.24
• item22 machine16 5.0
• item22 machine18 15.63
• item22 machine19 9.31
• item22 machine20 10.52
• item22 machine21 6.41
• item22 machine32 7.35
• item22 machine33 7.4
• item22 machine34 5.42
• item55 machine04 7.0
• item55 machine10 7.0
• item55 machine23 7.0
• item55 machine28 7.0
• item65 machine04 7.67
• item65 machine08 7.67
• item65 machine09 7.98
• item65 machine10 1.32
• item65 machine14 7.34
• item65 machine21 6.06
• item65 machine22 7.53
• item65 machine28 3.55
• item65 machine30 7.6
• item65 machine33 6.67
• item67 machine08 4.32
• item67 machine21 4.32
• item67 machine23 4.32
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35","• item67 machine23 date181 1
• item55 machine04 date181 5
• item55 machine10 date181 16
• item55 machine23 date181 1
• item22 machine06 date181 8
• item22 machine16 date181 11
• item22 machine19 date181 16
• item22 machine20 date181 26
• item22 machine32 date181 1
• item88 machine04 date181 87
• item88 machine10 date181 344
• item88 machine23 date181 163
• item88 machine29 date181 112
• item88 machine32 date181 205
• item65 machine04 date181 5
• item65 machine10 date181 8
• item65 machine30 date181 10"
"Order information
• Hey, this seems urgent. I need to order 66 item22s by June 30th, 2021. The unit price is 60,000 won and it's ABS-W.
• just got the item55 drawing. I need 18 of them. They have until June 30th, 2021. It costs 44,732 won. Nothing special.
• There's item67 that came yesterday. I have to do two of those, and it's until June 30th, 2021. It's 32,000 won, and there's nothing special about it.
• There's item88 that came yesterday. I have to do 400 of them, but it's until June 30th, 2021. It's 21,160 won, nothing special.
• Check this out. It says item89 400, but it's due on June 30th, 2021. 28,520 won, nothing special.

Machine information
• item22 machine01 9.36
• item22 machine03 11.64
• item22 machine05 11.23
• item22 machine06 4.4
• item22 machine08 8.24
• item22 machine16 5.0
• item22 machine18 15.63
• item22 machine19 9.31
• item22 machine20 10.52
• item22 machine21 6.41
• item22 machine32 7.35
• item22 machine33 7.4
• item22 machine34 5.42
• item55 machine04 7.0
• item55 machine10 7.0
• item55 machine23 7.0
• item55 machine28 7.0
• item67 machine08 4.32
• item67 machine21 4.32
• item67 machine23 4.32
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58","• item55 machine10 date181 16
• item55 machine23 date181 3
• item22 machine01 date181 57
• item22 machine06 date181 5
• item22 machine16 date181 4
• item88 machine10 date181 8
• item88 machine23 date181 6
• item89 machine10 date181 33
• item89 machine23 date181 211"
"Order information
• just got the item55 drawing. I need 18 of them. They have until June 30th, 2021. It costs 44,732 won. Nothing special.
• There's item67 that came yesterday. I have to do two of those, and it's until June 30th, 2021. It's 32,000 won, and there's nothing special about it.
• There's item88 that came yesterday. I have to do 400 of them, but it's until June 30th, 2021. It's 21,160 won, nothing special.
• Check this out. It says item89 400, but it's due on June 30th, 2021. 28,520 won, nothing special.
• item92 You know? I have to do 20 of those, and it's until July 1st, 2021. It's 12,740 won, nothing special.

Machine information
• item55 machine04 7.0
• item55 machine10 7.0
• item55 machine23 7.0
• item55 machine28 7.0
• item67 machine08 4.32
• item67 machine21 4.32
• item67 machine23 4.32
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item92 machine08 3.81
• item92 machine09 3.75
• item92 machine10 4.12
• item92 machine21 3.5
• item92 machine23 3.95
• item92 machine28 4.17
• item92 machine30 4.13
• item92 machine32 4.78
• item92 machine33 4.44","• item67 machine23 date181 1
• item55 machine23 date181 11
• item92 machine21 date182 18
• item92 machine23 date182 18
• item92 machine28 date182 2
• item92 machine30 date182 19
• item92 machine32 date182 7
• item92 machine08 date182 19
• item92 machine09 date182 7
• item92 machine10 date182 16
• item92 machine33 date182 12
• item88 machine23 date181 88
• item89 machine23 date181 253"
"Order information
• There's item67 that came yesterday. I have to do two of those, and it's until June 30th, 2021. It's 32,000 won, and there's nothing special about it.
• There's item88 that came yesterday. I have to do 400 of them, but it's until June 30th, 2021. It's 21,160 won, nothing special.
• Check this out. It says item89 400, but it's due on June 30th, 2021. 28,520 won, nothing special.
• item92 You know? I have to do 20 of those, and it's until July 1st, 2021. It's 12,740 won, nothing special.
• Oh, I just got the item90 drawing, and it says it's due on July 1, 2021. I need to do 10 of them, and it costs 21,260 won. Nothing special.

Machine information
• item67 machine08 4.32
• item67 machine21 4.32
• item67 machine23 4.32
• item88 machine04 4.7
• item88 machine07 4.27
• item88 machine08 4.29
• item88 machine09 4.28
• item88 machine10 1.38
• item88 machine14 4.63
• item88 machine21 3.35
• item88 machine22 2.8
• item88 machine23 1.5
• item88 machine28 2.62
• item88 machine29 1.0
• item88 machine31 3.87
• item88 machine32 1.5
• item88 machine33 4.87
• item88 machine34 4.42
• item88 machine35 4.35
• item89 machine04 9.86
• item89 machine05 10.0
• item89 machine07 5.17
• item89 machine08 6.23
• item89 machine09 8.99
• item89 machine10 1.44
• item89 machine14 9.67
• item89 machine21 5.35
• item89 machine22 4.7
• item89 machine23 1.44
• item89 machine28 2.97
• item89 machine29 8.81
• item89 machine30 8.68
• item89 machine32 8.27
• item89 machine33 9.25
• item89 machine34 3.77
• item89 machine35 4.58
• item90 machine08 4.62
• item90 machine09 6.73
• item90 machine21 4.46
• item90 machine23 3.7
• item90 machine28 7.5
• item90 machine29 7.83
• item90 machine32 5.66
• item90 machine33 6.22
• item92 machine08 3.81
• item92 machine09 3.75
• item92 machine10 4.12
• item92 machine21 3.5
• item92 machine23 3.95
• item92 machine28 4.17
• item92 machine30 4.13
• item92 machine32 4.78
• item92 machine33 4.44","• item67 machine23 date181 2
• item67 machine08 date181 2
• item90 machine21 date182 6
• item90 machine23 date182 3
• item90 machine28 date182 2
• item90 machine29 date182 7
• item90 machine32 date182 2
• item90 machine08 date182 9
• item90 machine33 date182 3
• item92 machine21 date182 17
• item92 machine23 date182 15
• item92 machine28 date182 15
• item92 machine30 date182 17
• item92 machine32 date182 12
• item92 machine08 date182 18
• item92 machine09 date182 9
• item92 machine10 date182 1
• item92 machine33 date182 5
• item88 machine23 date181 82
• item88 machine08 date181 26
• item88 machine10 date181 229
• item88 machine31 date181 80
• item89 machine23 date181 122
• item89 machine30 date181 34
• item89 machine08 date181 53
• item89 machine10 date181 137"
